"PATH";"/System/Characts/Ings";;;;;;
"TYPE";"bcpg:ing";;;;;;
"COLUMNS";"cm:name";"cm:description";"bcpg:ingType";"bcpg:ingCEECode";"bcpg:legalName";"bcpg:legalName_fr";"bcpg:legalName_en"
"VALUES";"ethylhexyl methoxycinnamate (and) butyl methoxydib";"protection du produit contre les UV";"Ingrédient";;"ethylhexyl methoxycinnamate (and) butyl methoxydib";"ethylhexyl methoxycinnamate (and) butyl methoxydib";"ethylhexyl methoxycinnamate (and) butyl methoxydib"
"VALUES";"ethylhexyl palmitate";"émollient";"Ingrédient";;"ethylhexyl palmitate";"ethylhexyl palmitate";"ethylhexyl palmitate"
"VALUES";"ethylhexyl salicylate";"protection du produit contre les UV";"Ingrédient";;"ethylhexyl salicylate";"ethylhexyl salicylate";"ethylhexyl salicylate"
"VALUES";"eucalyptus globulus oil";"purifiante";"Ingrédient";;"eucalyptus globulus oil";"eucalyptus globulus oil";"eucalyptus globulus oil"
"VALUES";"Ext. D&C violet n°2";"colorant violet";"Ingrédient";;"Ext. D&C violet n°2";"Ext. D&C violet n°2";"Ext. D&C violet n°2"
"VALUES";"fenchyl acetate";;"Ingrédient";;"fenchyl acetate";"fenchyl acetate";"fenchyl acetate"
"VALUES";"formaldehyde";"empécher la prolifération de bactéries et de levures";"Ingrédient";;"formaldehyde";"formaldehyde";"formaldehyde"
"VALUES";"geraniol";"note rosée";"Ingrédient";;"geraniol";"geraniol";"geraniol"
"VALUES";"geranium maculatum oil";"stimulante";"Ingrédient";;"geranium maculatum oil";"geranium maculatum oil";"geranium maculatum oil"
"VALUES";"ginkgo biloba";"conditionneur, anti-âge";"Ingrédient";;"ginkgo biloba";"ginkgo biloba";"ginkgo biloba"
"VALUES";"glycereth-26";"humectant, fluidifiant";"Ingrédient";;"glycereth-26";"glycereth-26";"glycereth-26"
"VALUES";"glycerin";"contribue à l'hydratation de la peau";"Ingrédient";;"glycerin";"glycerin";"glycerin"
"VALUES";"glyceryl cocoate";"émollient, émulsionnant";"Ingrédient";;"glyceryl cocoate";"glyceryl cocoate";"glyceryl cocoate"
"VALUES";"glyceryl isostearate";"émollient, émulsionnant";"Ingrédient";;"glyceryl isostearate";"glyceryl isostearate";"glyceryl isostearate"
"VALUES";"glyceryl oleate";"émollient, émulsionnant";"Ingrédient";;"glyceryl oleate";"glyceryl oleate";"glyceryl oleate"
"VALUES";"glyceryl polymethacrylate";"filmogène";"Ingrédient";;"glyceryl polymethacrylate";"glyceryl polymethacrylate";"glyceryl polymethacrylate"
"VALUES";"glyceryl stearate";"émollient, émulsionnant";"Ingrédient";;"glyceryl stearate";"glyceryl stearate";"glyceryl stearate"
"VALUES";"glycine";"conditionneur, substance tampon";"Ingrédient";;"glycine";"glycine";"glycine"
"VALUES";"glycine soja";"restructurant, tonifiant";"Ingrédient";;"glycine soja";"glycine soja";"glycine soja"
"VALUES";"glycol distearate";"opacifiant, nacrant, viscosant";"Ingrédient";;"glycol distearate";"glycol distearate";"glycol distearate"
"VALUES";"glycol distearate (and) laureth-4 (and) cocamidopr";"agent nettoyant, moussant, viscosant, donne un aspect nacré";"Ingrédient";;"glycol distearate (and) laureth-4 (and) cocamidopr";"glycol distearate (and) laureth-4 (and) cocamidopr";"glycol distearate (and) laureth-4 (and) cocamidopr"
"VALUES";"glycol stearate";"émulsionnant, opacifiant, viscosant, émollient";"Ingrédient";;"glycol stearate";"glycol stearate";"glycol stearate"
"VALUES";"gossypium";"apaisant";"Ingrédient";;"gossypium";"gossypium";"gossypium"
"VALUES";"guanidine carbonate";"disciplinant capillaire, tenseur";"Ingrédient";;"guanidine carbonate";"guanidine carbonate";"guanidine carbonate"
"VALUES";"hedera helix (ivy) extract";"drainant";"Ingrédient";;"hedera helix (ivy) extract";"hedera helix (ivy) extract";"hedera helix (ivy) extract"
"VALUES";"helianthus annuus (sunflower) seed extract";"protecteur, anti-âge";"Ingrédient";;"helianthus annuus (sunflower) seed extract";"helianthus annuus (sunflower) seed extract";"helianthus annuus (sunflower) seed extract"
"VALUES";"helianthus annuus (sunflower) seed oil";"protectrice, conditionneur";"Ingrédient";;"helianthus annuus (sunflower) seed oil";"helianthus annuus (sunflower) seed oil";"helianthus annuus (sunflower) seed oil"
"VALUES";"hesperidin methyl chalcone";"anti-oxydant";"Ingrédient";;"hesperidin methyl chalcone";"hesperidin methyl chalcone";"hesperidin methyl chalcone"
"VALUES";"hexyldecyl stearate";"émollient, occlusif";"Ingrédient";;"hexyldecyl stearate";"hexyldecyl stearate";"hexyldecyl stearate"
"VALUES";"hexylene glycol";"solvant, fluidifiant";"Ingrédient";;"hexylene glycol";"hexylene glycol";"hexylene glycol"
"VALUES";"hibiscus sabdariffa (hibiscus sabdariffa) extract";"exfoliant, lipolitique";"Ingrédient";;"hibiscus sabdariffa (hibiscus sabdariffa) extract";"hibiscus sabdariffa (hibiscus sabdariffa) extract";"hibiscus sabdariffa (hibiscus sabdariffa) extract"
"VALUES";"hieracium pilosella";"drainant";"Ingrédient";;"hieracium pilosella";"hieracium pilosella";"hieracium pilosella"
"VALUES";"hydnocarpus kurzii seed oil";;"Ingrédient";;"hydnocarpus kurzii seed oil";"hydnocarpus kurzii seed oil";"hydnocarpus kurzii seed oil"
"VALUES";"hydrogenated castor oil";"conditionneur, épaississant";"Ingrédient";;"hydrogenated castor oil";"hydrogenated castor oil";"hydrogenated castor oil"
"VALUES";"hydrogenated lanoline";"conditionneur";"Ingrédient";;"hydrogenated lanoline";"hydrogenated lanoline";"hydrogenated lanoline"
"VALUES";"hydrogenated polydecene";"conditionneur, émollient";"Ingrédient";;"hydrogenated polydecene";"hydrogenated polydecene";"hydrogenated polydecene"
"VALUES";"hydrogenated polyisobutene";"émollient";"Ingrédient";;"hydrogenated polyisobutene";"hydrogenated polyisobutene";"hydrogenated polyisobutene"
"VALUES";"hydrogenated talloweth-60 myristyl glycol";"émulsionnant";"Ingrédient";;"hydrogenated talloweth-60 myristyl glycol";"hydrogenated talloweth-60 myristyl glycol";"hydrogenated talloweth-60 myristyl glycol"
"VALUES";"hydrolyzed soy protein";"conditionneur, humectant";"Ingrédient";;"hydrolyzed soy protein";"hydrolyzed soy protein";"hydrolyzed soy protein"
"VALUES";"hydrolyzed wheat protein";"filmogène, conditionneur";"Ingrédient";;"hydrolyzed wheat protein";"hydrolyzed wheat protein";"hydrolyzed wheat protein"
"VALUES";"hydroxyethylcellulose";"épaississant des phases aqueuses";"Ingrédient";;"hydroxyethylcellulose";"hydroxyethylcellulose";"hydroxyethylcellulose"
"VALUES";"hydroxyisohexyl 3-cyclohexene carboxaldehyde";"note amandée";"Ingrédient";;"hydroxyisohexyl 3-cyclohexene carboxaldehyde";"hydroxyisohexyl 3-cyclohexene carboxaldehyde";"hydroxyisohexyl 3-cyclohexene carboxaldehyde"
"VALUES";"hydroxypropyl guar hydroxypropyltrimonium chloride";"anti-statique, conditionneur";"Ingrédient";;"hydroxypropyl guar hydroxypropyltrimonium chloride";"hydroxypropyl guar hydroxypropyltrimonium chloride";"hydroxypropyl guar hydroxypropyltrimonium chloride"
"VALUES";"hypericum perforatum";"conditionneur, décontractant";"Ingrédient";;"hypericum perforatum";"hypericum perforatum";"hypericum perforatum"
"VALUES";"imidazolidinyl urea";"empécher la prolifération de bactéries et de levures";"Ingrédient";;"imidazolidinyl urea";"imidazolidinyl urea";"imidazolidinyl urea"
"VALUES";"imidazolidinyl urea";"empécher la prolifération de bactéries et de levures";"Ingrédient";;"imidazolidinyl urea";"imidazolidinyl urea";"imidazolidinyl urea"
"VALUES";"iodopropynyl butylcarbamate";"empécher la prolifération de bactéries et de levures";"Ingrédient";;"iodopropynyl butylcarbamate";"iodopropynyl butylcarbamate";"iodopropynyl butylcarbamate"
"VALUES";"isobutane";"propulseur";"Ingrédient";;"isobutane";"isobutane";"isobutane"
"VALUES";"isobutyl paraben";"biocide";"Ingrédient";;"isobutyl paraben";"isobutyl paraben";"isobutyl paraben"
"VALUES";"isoceteth-20";"émulsionnant, solubilisant";"Ingrédient";;"isoceteth-20";"isoceteth-20";"isoceteth-20"
"VALUES";"isocetyl isostearate";"conditionneur, émollient";"Ingrédient";;"isocetyl isostearate";"isocetyl isostearate";"isocetyl isostearate"
"VALUES";"isocetyl stearate";"émollient";"Ingrédient";;"isocetyl stearate";"isocetyl stearate";"isocetyl stearate"
"VALUES";"isododecane";"solvant, composant de la phase grasse";"Ingrédient";;"isododecane";"isododecane";"isododecane"
"VALUES";"isohexadecane";"émollient";"Ingrédient";;"isohexadecane";"isohexadecane";"isohexadecane"
"VALUES";"isopropyl myristate";"liant, conditionneur, émollient, solvant";"Ingrédient";;"isopropyl myristate";"isopropyl myristate";"isopropyl myristate"
"VALUES";"isostearyl isostearate";"liant, conditionneur, émollient";"Ingrédient";;"isostearyl isostearate";"isostearyl isostearate";"isostearyl isostearate"
"VALUES";"isostearyl neopentanoate";"émollient";"Ingrédient";;"isostearyl neopentanoate";"isostearyl neopentanoate";"isostearyl neopentanoate"
"VALUES";"juglans regia (walnut)";"stimulant, astringeant, tonifiant, exfoliant si en grain/poudre";"Ingrédient";;"juglans regia (walnut)";"juglans regia (walnut)";"juglans regia (walnut)"
"VALUES";"juniperus oxycedrus";"anti-pelliculaire, assainissante";"Ingrédient";;"juniperus oxycedrus";"juniperus oxycedrus";"juniperus oxycedrus"
"VALUES";"kaolin";"poudre absorbante, exfoliante et protectrice";"Ingrédient";;"kaolin";"kaolin";"kaolin"
"VALUES";"lactamide MEA";"conditionneur, moussant";"Ingrédient";;"lactamide MEA";"lactamide MEA";"lactamide MEA"
"VALUES";"lactic acid";"acidifiant, exfoliant, humectant";"Ingrédient";;"lactic acid";"lactic acid";"lactic acid"
"VALUES";"lactose";"conditionneur, humectant";"Ingrédient";;"lactose";"lactose";"lactose"
"VALUES";"laminaria digitata";"agent nettoyant, moussant, doux";"Ingrédient";;"laminaria digitata";"laminaria digitata";"laminaria digitata"
"VALUES";"lanolin";"stabilisateur d'émulsion, conditionneur, épaississant, émollient, protectrice, relipidant";"Ingrédient";;"lanolin";"lanolin";"lanolin"
"VALUES";"lanolin acid";"tensio-actif agent nettoyant";"Ingrédient";;"lanolin acid";"lanolin acid";"lanolin acid"
"VALUES";"lanolin alcohol";"liant, stabilisateur d'émulsion, conditionneur, épaississant";"Ingrédient";;"lanolin alcohol";"lanolin alcohol";"lanolin alcohol"
"VALUES";"lauramidopropyl betaine";"anti-statique, conditionneur, nettoyant";"Ingrédient";;"lauramidopropyl betaine";"lauramidopropyl betaine";"lauramidopropyl betaine"
"VALUES";"laureth-10";"émulsionnant";"Ingrédient";;"laureth-10";"laureth-10";"laureth-10"
"VALUES";"laureth-16";"nettoyant, émulsionnant";"Ingrédient";;"laureth-16";"laureth-16";"laureth-16"
"VALUES";"laureth-2";"émulsionnant";"Ingrédient";;"laureth-2";"laureth-2";"laureth-2"
"VALUES";"laureth-25";"nettoyant, solubilisant";"Ingrédient";;"laureth-25";"laureth-25";"laureth-25"
"VALUES";"laureth-4";"émulsionnant";"Ingrédient";;"laureth-4";"laureth-4";"laureth-4"
"VALUES";"laureth-7";"émulsionnant";"Ingrédient";;"laureth-7";"laureth-7";"laureth-7"
"VALUES";"lauric acid";"tensio-actif";"Ingrédient";;"lauric acid";"lauric acid";"lauric acid"
"VALUES";"lauryl alcohol";"stabilisant, émollient, co-émulsionnant";"Ingrédient";;"lauryl alcohol";"lauryl alcohol";"lauryl alcohol"
"VALUES";"lauryl betaine";"anti-statique, conditionneur, nettoayant, moussant";"Ingrédient";;"lauryl betaine";"lauryl betaine";"lauryl betaine"
"VALUES";"lauryl glucoside";"nettoyant";"Ingrédient";;"lauryl glucoside";"lauryl glucoside";"lauryl glucoside"
"VALUES";"lavandin oil";"apaisant";"Ingrédient";;"lavandin oil";"lavandin oil";"lavandin oil"
"VALUES";"lecithin";"émulsionnant";"Ingrédient";;"lecithin";"lecithin";"lecithin"
"VALUES";"leucine";"conditionneur";"Ingrédient";;"leucine";"leucine";"leucine"
"VALUES";"limonene";"note orange";"Ingrédient";;"limonene";"limonene";"limonene"
"VALUES";"linalool";"note fleurie légère";"Ingrédient";;"linalool";"linalool";"linalool"
"VALUES";"linalyl acetate";"note lavandée";"Ingrédient";;"linalyl acetate";"linalyl acetate";"linalyl acetate"
"VALUES";"linoleic acid";"conditionneur, tensio-actif nettoyant";"Ingrédient";;"linoleic acid";"linoleic acid";"linoleic acid"
"VALUES";"luffa cylindrica";"exfoliant en fibre ou en poudre";"Ingrédient";;"luffa cylindrica";"luffa cylindrica";"luffa cylindrica"
"VALUES";"lysine";"conditionneur";"Ingrédient";;"lysine";"lysine";"lysine"
"VALUES";"magnesium aluminium silicate";"gélifier les phases aqueuses, épaissir, augmenter la viscosité";"Ingrédient";;"magnesium aluminium silicate";"magnesium aluminium silicate";"magnesium aluminium silicate"
"VALUES";"magnesium carbonate";"poudre donnant de l'adhérence au produit, propriété absorbante";"Ingrédient";;"magnesium carbonate";"magnesium carbonate";"magnesium carbonate"
"VALUES";"magnesium stearate";"poudre aidant à la dispersion des pigments, apporte de l'adhérence à la peau";"Ingrédient";;"magnesium stearate";"magnesium stearate";"magnesium stearate"
"VALUES";"magnesium sulfate";"support d'actifs";"Ingrédient";;"magnesium sulfate";"magnesium sulfate";"magnesium sulfate"
"VALUES";"malic acid";"ajusteur de pH";"Ingrédient";;"malic acid";"malic acid";"malic acid"
"VALUES";"malpighia glabra (acerola) fruit extract";"conditionneur, anti-âge, anti-oxydant";"Ingrédient";;"malpighia glabra (acerola) fruit extract";"malpighia glabra (acerola) fruit extract";"malpighia glabra (acerola) fruit extract"
"VALUES";"maltodextrin";"épaississant, absorbant, filmogène";"Ingrédient";;"maltodextrin";"maltodextrin";"maltodextrin"
"VALUES";"malva sylvestris extract";"apaisant";"Ingrédient";;"malva sylvestris extract";"malva sylvestris extract";"malva sylvestris extract"
"VALUES";"marine collagen";"conditionneur, lissant";"Ingrédient";;"marine collagen";"marine collagen";"marine collagen"
"VALUES";"menthoxypropanediol";"agent rafraîchissant";"Ingrédient";;"menthoxypropanediol";"menthoxypropanediol";"menthoxypropanediol"
"VALUES";"methyl cellulose";"gélifier les phases aqueuses, épaissir, augmenter la viscosité";"Ingrédient";;"methyl cellulose";"methyl cellulose";"methyl cellulose"
"VALUES";"methyl paraben";"empécher la prolifération de bactéries et de levures";"Ingrédient";;"methyl paraben";"methyl paraben";"methyl paraben"
"VALUES";"methylchloroisothiazolinone";"empécher la prolifération de bactéries et de levures";"Ingrédient";;"methylchloroisothiazolinone";"methylchloroisothiazolinone";"methylchloroisothiazolinone"
"VALUES";"methyldibromo glutaronitrile";"biocide";"Ingrédient";;"methyldibromo glutaronitrile";"methyldibromo glutaronitrile";"methyldibromo glutaronitrile"
"VALUES";"methylisothiazolinone";"empécher la prolifération de bactéries et de levures";"Ingrédient";;"methylisothiazolinone";"methylisothiazolinone";"methylisothiazolinone"
"VALUES";"mica";"donne un aspect soyeux, brillant";"Ingrédient";;"mica";"mica";"mica"
"VALUES";"mineral oil";"conditionneur, émollient";"Ingrédient";;"mineral oil";"mineral oil";"mineral oil"
"VALUES";"mourera fluviatilis";"hydratant, réparateur";"Ingrédient";;"mourera fluviatilis";"mourera fluviatilis";"mourera fluviatilis"
"VALUES";"mustela (mink oil)";"conditionneur, nourrissant, réparateur";"Ingrédient";;"mustela (mink oil)";"mustela (mink oil)";"mustela (mink oil)"
"VALUES";"myristyl alcohol";"stabilisateur, émollient";"Ingrédient";;"myristyl alcohol";"myristyl alcohol";"myristyl alcohol"
"VALUES";"neopentylglycol dicaprylate/dicaprate";"émollient, épaississant";"Ingrédient";;"neopentylglycol dicaprylate/dicaprate";"neopentylglycol dicaprylate/dicaprate";"neopentylglycol dicaprylate/dicaprate"
"VALUES";"nitrocellulose";"agent de supsension des pigments pour les vernis à ongles";"Ingrédient";;"nitrocellulose";"nitrocellulose";"nitrocellulose"
"VALUES";"octoxynol-13";"émulsionnant";"Ingrédient";;"octoxynol-13";"octoxynol-13";"octoxynol-13"
"VALUES";"octyl methoxycinnamate";"protège le produit fini, ou l peau suivant le dosage";"Ingrédient";;"octyl methoxycinnamate";"octyl methoxycinnamate";"octyl methoxycinnamate"
"VALUES";"octyl palmitate";"émollient, conditionneur";"Ingrédient";;"octyl palmitate";"octyl palmitate";"octyl palmitate"
"VALUES";"octyldodecanol";"émollient";"Ingrédient";;"octyldodecanol";"octyldodecanol";"octyldodecanol"
"VALUES";"octyldodecyl myristate";"conditionneur, occlusif";"Ingrédient";;"octyldodecyl myristate";"octyldodecyl myristate";"octyldodecyl myristate"
"VALUES";"oenothera biennis (evening primrose) oil";"conditionneur, anti-âge";"Ingrédient";;"oenothera biennis (evening primrose) oil";"oenothera biennis (evening primrose) oil";"oenothera biennis (evening primrose) oil"
"VALUES";"olea europaea (olive) fruit oil";"conditionneur, adoucissante, nourrissante, régénérante, anti-âge";"Ingrédient";;"olea europaea (olive) fruit oil";"olea europaea (olive) fruit oil";"olea europaea (olive) fruit oil"
"VALUES";"olea europaea leaf extract";"régénérant, apaisant";"Ingrédient";;"olea europaea leaf extract";"olea europaea leaf extract";"olea europaea leaf extract"
"VALUES";"oleth-10";"émulsionnant";"Ingrédient";;"oleth-10";"oleth-10";"oleth-10"
"VALUES";"oleth-20";"nettoyant, émulsionnant, solubilisant";"Ingrédient";;"oleth-20";"oleth-20";"oleth-20"
"VALUES";"oleth-5";"émulsionnant";"Ingrédient";;"oleth-5";"oleth-5";"oleth-5"
"VALUES";"olivoyl hydrolyzed wheat protein";"agent nettoyant, moussant, doux";"Ingrédient";;"olivoyl hydrolyzed wheat protein";"olivoyl hydrolyzed wheat protein";"olivoyl hydrolyzed wheat protein"
"VALUES";"oryza sativa (rice) extract";"conditionneur";"Ingrédient";;"oryza sativa (rice) extract";"oryza sativa (rice) extract";"oryza sativa (rice) extract"
"VALUES";"oyster shell extract";;"Ingrédient";;"oyster shell extract";"oyster shell extract";"oyster shell extract"
"VALUES";"ozokerite";"liant, épaississant, stabilisant";"Ingrédient";;"ozokerite";"ozokerite";"ozokerite"
"VALUES";"palm acid";"émulsionnant, opacifiant, nettoyant";"Ingrédient";;"palm acid";"palm acid";"palm acid"
"VALUES";"palmitic acid";"émulsionnant, opacifiant";"Ingrédient";;"palmitic acid";"palmitic acid";"palmitic acid"
"VALUES";"panax ginseng root extract";"conditionneur, tonifiant";"Ingrédient";;"panax ginseng root extract";"panax ginseng root extract";"panax ginseng root extract"
"VALUES";"panthenol";"conditionneur, apaisant";"Ingrédient";;"panthenol";"panthenol";"panthenol"
"VALUES";"paraffinum liquidum";"émolliente, protectrice";"Ingrédient";;"paraffinum liquidum";"paraffinum liquidum";"paraffinum liquidum"
"VALUES";"parfum (fragrance)";"argument supplémentaire de vente et d'offre de plaisir pour la cliente";"Ingrédient";;"parfum (fragrance)";"parfum (fragrance)";"parfum (fragrance)"
"VALUES";"passiflora incarnata";"astringent";"Ingrédient";;"passiflora incarnata";"passiflora incarnata";"passiflora incarnata"
"VALUES";"PCA";"humectant";"Ingrédient";;"PCA";"PCA";"PCA"
"VALUES";"pearl powder";"apporter de l'éclat, renvoyer la lumière";"Ingrédient";;"pearl powder";"pearl powder";"pearl powder"
"VALUES";"PEG-100 stearate";"nettoyant";"Ingrédient";;"PEG-100 stearate";"PEG-100 stearate";"PEG-100 stearate"
"VALUES";"PEG-12";"humectant, solvant";"Ingrédient";;"PEG-12";"PEG-12";"PEG-12"
"VALUES";"PEG-120 methyl glucose";"épaississant pour les tensio-actif (bases lavantes)";"Ingrédient";;"PEG-120 methyl glucose";"PEG-120 methyl glucose";"PEG-120 methyl glucose"
"VALUES";"PEG-150 distearate";"nettoyant, solubilisant";"Ingrédient";;"PEG-150 distearate";"PEG-150 distearate";"PEG-150 distearate"
"VALUES";"PEG-150 pentaerythrityl tetrastearate";"viscosant";"Ingrédient";;"PEG-150 pentaerythrityl tetrastearate";"PEG-150 pentaerythrityl tetrastearate";"PEG-150 pentaerythrityl tetrastearate"
"VALUES";"PEG-16 macadamia glycerides";"émollient, émulsionnant";"Ingrédient";;"PEG-16 macadamia glycerides";"PEG-16 macadamia glycerides";"PEG-16 macadamia glycerides"
"VALUES";"PEG-18 glyceryl oleate/cocoate";"émulsionnant, émollient";"Ingrédient";;"PEG-18 glyceryl oleate/cocoate";"PEG-18 glyceryl oleate/cocoate";"PEG-18 glyceryl oleate/cocoate"
"VALUES";"PEG-20 methyl glucose sesquistearate";"émulsionnant, émollient";"Ingrédient";;"PEG-20 methyl glucose sesquistearate";"PEG-20 methyl glucose sesquistearate";"PEG-20 methyl glucose sesquistearate"
"VALUES";"PEG-4";"humectant, solvant";"Ingrédient";;"PEG-4";"PEG-4";"PEG-4"
"VALUES";"PEG-4 dilaurate";"émulsionnant";"Ingrédient";;"PEG-4 dilaurate";"PEG-4 dilaurate";"PEG-4 dilaurate"
"VALUES";"PEG-4 laurate";"émulsionnant";"Ingrédient";;"PEG-4 laurate";"PEG-4 laurate";"PEG-4 laurate"
"VALUES";"PEG-4 rapeseedamide";"épaississant, émulsionnant";"Ingrédient";;"PEG-4 rapeseedamide";"PEG-4 rapeseedamide";"PEG-4 rapeseedamide"
"VALUES";"PEG-40 hydrogenated lanolin";"conditionneur, tensio-actif émulsionnant";"Ingrédient";;"PEG-40 hydrogenated lanolin";"PEG-40 hydrogenated lanolin";"PEG-40 hydrogenated lanolin"
"VALUES";"PEG-40 stearate";"nettoyant, solubilisant";"Ingrédient";;"PEG-40 stearate";"PEG-40 stearate";"PEG-40 stearate"
"VALUES";"PEG-45 palm kernel glycerides";"émollient, émulsionnant";"Ingrédient";;"PEG-45 palm kernel glycerides";"PEG-45 palm kernel glycerides";"PEG-45 palm kernel glycerides"
"VALUES";"PEG-7";"humectant, solvant";"Ingrédient";;"PEG-7";"PEG-7";"PEG-7"
"VALUES";"PEG-7 glyceryl cocoate";"émulsionnant, émollient";"Ingrédient";;"PEG-7 glyceryl cocoate";"PEG-7 glyceryl cocoate";"PEG-7 glyceryl cocoate"
"VALUES";"PEG-75 stearate";"nettoyant";"Ingrédient";;"PEG-75 stearate";"PEG-75 stearate";"PEG-75 stearate"
"VALUES";"PEG-8";"humectant, solvant";"Ingrédient";;"PEG-8";"PEG-8";"PEG-8"
"VALUES";"PEG-80 glyceryl cocoate";"nettoyant, solubilisant";"Ingrédient";;"PEG-80 glyceryl cocoate";"PEG-80 glyceryl cocoate";"PEG-80 glyceryl cocoate"
"VALUES";"pentaerythrityl tetraoctanoate";"occlusif";"Ingrédient";;"pentaerythrityl tetraoctanoate";"pentaerythrityl tetraoctanoate";"pentaerythrityl tetraoctanoate"
"VALUES";"pentasodium pentetate";"neutraliser les ions complexes de l'eau, en particulier le calcaire";"Ingrédient";;"pentasodium pentetate";"pentasodium pentetate";"pentasodium pentetate"
"VALUES";"persea gratissima (avocado) oil";"conditionneur, réparateur";"Ingrédient";;"persea gratissima (avocado) oil";"persea gratissima (avocado) oil";"persea gratissima (avocado) oil"
"VALUES";"petrolatum";"conditionneur, épaississant, protecteur";"Ingrédient";;"petrolatum";"petrolatum";"petrolatum"
"VALUES";"phenoxyethanol";"solvant pour d'autres conservateurs";"Ingrédient";;"phenoxyethanol";"phenoxyethanol";"phenoxyethanol"
"VALUES";"phenyl trimethicone";"anti-moussant, occlusif, protecteur";"Ingrédient";;"phenyl trimethicone";"phenyl trimethicone";"phenyl trimethicone"
"VALUES";"phenylethyl alcool";"note fleurie rosée, miellée";"Ingrédient";;"phenylethyl alcool";"phenylethyl alcool";"phenylethyl alcool"
"VALUES";"phospholipids";"conditionneur";"Ingrédient";;"phospholipids";"phospholipids";"phospholipids"
"VALUES";"pinus palustris (pine) oil";"stimulant";"Ingrédient";;"pinus palustris (pine) oil";"pinus palustris (pine) oil";"pinus palustris (pine) oil"
"VALUES";"piroctone olamine";"anti-pelliculaire";"Ingrédient";;"piroctone olamine";"piroctone olamine";"piroctone olamine"
"VALUES";"pisum sativum";"conditionneur, protecteur";"Ingrédient";;"pisum sativum";"pisum sativum";"pisum sativum"
"VALUES";"pogostemon cablin (patchouly) oil";"stimulante, purifiante";"Ingrédient";;"pogostemon cablin (patchouly) oil";"pogostemon cablin (patchouly) oil";"pogostemon cablin (patchouly) oil"
"VALUES";"poloxamer 407";"émulsionnant, solubilisant";"Ingrédient";;"poloxamer 407";"poloxamer 407";"poloxamer 407"
"VALUES";"polyacrylamide";"filmogène, fixateur";"Ingrédient";;"polyacrylamide";"polyacrylamide";"polyacrylamide"
"VALUES";"polycaprolactone";"agent de supsension";"Ingrédient";;"polycaprolactone";"polycaprolactone";"polycaprolactone"
"VALUES";"polyethylene";"exfoliant";"Ingrédient";;"polyethylene";"polyethylene";"polyethylene"
"VALUES";"polyperfluoromethylisopropyl ether";"conditionneur, occlusif";"Ingrédient";;"polyperfluoromethylisopropyl ether";"polyperfluoromethylisopropyl ether";"polyperfluoromethylisopropyl ether"
"VALUES";"polyquaternium-10";"conditionneur";"Ingrédient";;"polyquaternium-10";"polyquaternium-10";"polyquaternium-10"
"VALUES";"polyquaternium-7";"conditionneur";"Ingrédient";;"polyquaternium-7";"polyquaternium-7";"polyquaternium-7"
"VALUES";"polysorbate 20";"solubilisant, co-émulsionnant";"Ingrédient";;"polysorbate 20";"polysorbate 20";"polysorbate 20"
"VALUES";"polysorbate 40";"nettoyant, émulsionant, solubilisant";"Ingrédient";;"polysorbate 40";"polysorbate 40";"polysorbate 40"
"VALUES";"polysorbate 60";"nettoyant, émulsionant, solubilisant";"Ingrédient";;"polysorbate 60";"polysorbate 60";"polysorbate 60"
"VALUES";"polysorbate 80";"émulsionnant, solubilisant";"Ingrédient";;"polysorbate 80";"polysorbate 80";"polysorbate 80"
"VALUES";"polysorbate 85";"émulsionnant, dispersant";"Ingrédient";;"polysorbate 85";"polysorbate 85";"polysorbate 85"
"VALUES";"potassium cetyl phosphate";"émulsionnant";"Ingrédient";;"potassium cetyl phosphate";"potassium cetyl phosphate";"potassium cetyl phosphate"
"VALUES";"potassium salicylate";"empécher la prolifération de bactéries et de levures";"Ingrédient";;"potassium salicylate";"potassium salicylate";"potassium salicylate"
"VALUES";"potassium undecylenoyl hydrolyzed soy protein";"stabilisateur, conditionneur";"Ingrédient";;"potassium undecylenoyl hydrolyzed soy protein";"potassium undecylenoyl hydrolyzed soy protein";"potassium undecylenoyl hydrolyzed soy protein"
"VALUES";"PPG-15 stearyl ether";"émollient";"Ingrédient";;"PPG-15 stearyl ether";"PPG-15 stearyl ether";"PPG-15 stearyl ether"
"VALUES";"PPG-26 buteth-26";"solubilisant";"Ingrédient";;"PPG-26 buteth-26";"PPG-26 buteth-26";"PPG-26 buteth-26"
"VALUES";"PPG-5";"émulsionnant";"Ingrédient";;"PPG-5";"PPG-5";"PPG-5"
"VALUES";"PPG-9";"conditionneur";"Ingrédient";;"PPG-9";"PPG-9";"PPG-9"
"VALUES";"propyl gallate";"ralentir l'oxydation des corps gras et protéger les actifs sensibles à la lumière et/ou à l'oxygène et/ou à la chaleur";"Ingrédient";;"propyl gallate";"propyl gallate";"propyl gallate"
"VALUES";"propyl paraben";"empécher la prolifération de bactéries et de levures";"Ingrédient";;"propyl paraben";"propyl paraben";"propyl paraben"
"VALUES";"propylene glycol";"contribue à l'hydratation de la peau, solvant pour des extraits végétaux ou des poudres";"Ingrédient";;"propylene glycol";"propylene glycol";"propylene glycol"
"VALUES";"propylene glycol dicapylate/dicaprate";"occlusif";"Ingrédient";;"propylene glycol dicapylate/dicaprate";"propylene glycol dicapylate/dicaprate";"propylene glycol dicapylate/dicaprate"
