"PATH";"/System/Characts/PhysicoChems";
"TYPE";"bcpg:physicoChem";
"COLUMNS";"cm:name";"bcpg:physicoChemUnit"
"VALUES";"Indice de saponification";"-"
"VALUES";"Densité";"-"
