VALUES;CIQUAL25056;Gratin dauphinois;Gratin dauphinois;Creamed potatoes, Dauphiné-style;CIQUAL;Plats composés
VALUES;CIQUAL25057;Poêlée savoyarde;Poêlée savoyarde;Potato, cheese and wine dish;CIQUAL;Plats composés
VALUES;CIQUAL25065;Boeuf carottes;Boeuf carottes;Beef with carrots, canned;CIQUAL;Plats composés
VALUES;CIQUAL25067;Osso buco à  la milanaise;Osso buco à  la milanaise;Veal osso buco;CIQUAL;Plats composés
VALUES;CIQUAL25071;Potée auvergnate;Potée auvergnate;Stew of sausages with cabbage and root vegetables;CIQUAL;Plats composés
VALUES;CIQUAL25080;Cannelloni à  la viande;Cannelloni à  la viande;Cannelloni, meat;CIQUAL;Plats composés
VALUES;CIQUAL25081;Lasagne à  la bolognaise;Lasagne à  la bolognaise;Lasagne with bolognese sauce;CIQUAL;Plats composés
VALUES;CIQUAL25085;Pâtes à  la bolognaise (spaghetti, tagliatelles);Pâtes à  la bolognaise (spaghetti, tagliatelles);Pasta with bolognese sauce;CIQUAL;Plats composés
VALUES;CIQUAL25088;Riz cantonnais;Riz cantonnais;Rice, fried, Canton style;CIQUAL;Plats composés
VALUES;CIQUAL25089;Cordon bleu de volaille;Cordon bleu de volaille;Poultry filled with cheese and ham;CIQUAL;Plats composés
VALUES;CIQUAL25092;Poulet basquaise au riz;Poulet basquaise au riz;Chicken, Basque style, with rice;CIQUAL;Plats composés
VALUES;CIQUAL25093;Poulet basquaise aux pâtes;Poulet basquaise aux pâtes;Chicken, Basque style, with pasta;CIQUAL;Plats composés
VALUES;CIQUAL25103;Tomate farcie;Tomate farcie;Stuffed tomatoes;CIQUAL;Plats composés
VALUES;CIQUAL25108;Samossas ou samoussas;Samossas ou samoussas;Samosas;CIQUAL;Plats composés
VALUES;CIQUAL25109;Spaghetti, sauce tomate;Spaghetti, sauce tomate;Spaghetti with tomato sauce;CIQUAL;Plats composés
VALUES;CIQUAL25111;Chili con carne;Chili con carne;Chili con carne;CIQUAL;Plats composés
VALUES;CIQUAL25116;Poulet au curry, avec riz ou semoule, préemballé;Poulet au curry, avec riz ou semoule, préemballé;Chicken curry, with rice;CIQUAL;Plats composés
VALUES;CIQUAL25121;Coq au vin;Coq au vin;Coq au vin;CIQUAL;Plats composés
VALUES;CIQUAL25122;Gratin de pâtes;Gratin de pâtes;Pasta au gratin;CIQUAL;Plats composés
VALUES;CIQUAL25123;Moussaka;Moussaka;Moussaka;CIQUAL;Plats composés
VALUES;CIQUAL25124;Navarin d'agneau;Navarin d'agneau;Lamb navarin;CIQUAL;Plats composés
VALUES;CIQUAL25125;Paupiette de veau;Paupiette de veau;Veal paupiette;CIQUAL;Plats composés
