"VALUES";"Betterave";"Légume"
"VALUES";"Poivron";"Légume"
"VALUES";"Manioc";"Légume"
"VALUES";"Oignon";"Légume"
"VALUES";"Concombre";"Légume"
;;
"VALUES";"Agneau";"Animale"
"VALUES";"Bison";"Animale"
"VALUES";"Boeuf";"Animale"
"VALUES";"Cabri";"Animale"
"VALUES";"Caribou";"Animale"
"VALUES";"Kangourou";"Animale"
"VALUES";"Lapin";"Animale"
"VALUES";"Lièvre";"Animale"
"VALUES";"Sanglier";"Animale"
"VALUES";"Tripes";"Animale"
"VALUES";"Veau";"Animale"
"VALUES";"Porc";"Animale"
"VALUES";"Autruche";"Animale"
"VALUES";"Caille";"Animale"
"VALUES";"Canard";"Animale"
"VALUES";"Dinde";"Animale"
"VALUES";"Faisan";"Animale"
"VALUES";"Foie gras";"Animale"
"VALUES";"Oie";"Animale"
"VALUES";"Perdrix";"Animale"
"VALUES";"Pintade";"Animale"
"VALUES";"Poularde de Bresse";"Animale"
"VALUES";"Poulet";"Animale"
"VALUES";"Pigeon";"Animale"
;;
"VALUES";"Abadèche";"Poisson"
"VALUES";"Aiglefin";"Poisson"
"VALUES";"Anchois";"Poisson"
"VALUES";"Anguille";"Poisson"
"VALUES";"Bar";"Poisson"
"VALUES";"Barramundi";"Poisson"
"VALUES";"Baudroie";"Poisson"
"VALUES";"Brochet";"Poisson"
"VALUES";"Capelan";"Poisson"
"VALUES";"Carpe";"Poisson"
"VALUES";"Chapon / rascasse";"Poisson"
"VALUES";"Chevesne";"Poisson"
"VALUES";"Cobia";"Poisson"
"VALUES";"Congre";"Poisson"
"VALUES";"Daurade";"Poisson"
"VALUES";"Doré";"Poisson"
"VALUES";"Escolier";"Poisson"
"VALUES";"Espada";"Poisson"
"VALUES";"Espadon";"Poisson"
"VALUES";"Esturgeon";"Poisson"
"VALUES";"Flétan";"Poisson"
"VALUES";"Grenouille";"Poisson"
"VALUES";"Grondin Perlon";"Poisson"
"VALUES";"Hareng";"Poisson"
"VALUES";"Lingue";"Poisson"
"VALUES";"Loup de mer";"Poisson"
"VALUES";"Légine australe";"Poisson"
"VALUES";"Mahi Mahi";"Poisson"
"VALUES";"Maquereau";"Poisson"
"VALUES";"Merlan";"Poisson"
"VALUES";"Merlu, Colin";"Poisson"
"VALUES";"Mérou";"Poisson"
"VALUES";"Omble chevalier";"Poisson"
"VALUES";"Onaga";"Poisson"
"VALUES";"Pangasius";"Poisson"
"VALUES";"Perche";"Poisson"
"VALUES";"Perche du Nil";"Poisson"
"VALUES";"Pieuvre";"Poisson"
"VALUES";"Plie ou carrelet";"Poisson"
"VALUES";"Requin";"Poisson"
"VALUES";"Rouget";"Poisson"
"VALUES";"Saint-Pierre";"Poisson"
"VALUES";"Sandre";"Poisson"
"VALUES";"Sardine";"Poisson"
"VALUES";"Silure";"Poisson"
"VALUES";"Sole";"Poisson"
"VALUES";"Stockfish";"Poisson"
"VALUES";"Surimi";"Poisson"
"VALUES";"Thon";"Poisson"
"VALUES";"Tobiko ou caviar de poisson volant";"Poisson"
"VALUES";"Turbot";"Poisson"
"VALUES";"Vivaneau";"Poisson"
"VALUES";"Éperlan";"Poisson"
"VALUES";"Truite";"Poisson"
"VALUES";"Saumon";"Poisson"
"VALUES";"Seiche";"Poisson"
"VALUES";"Caviar";"Poisson"
"VALUES";"Cabillaud";"Poisson"
;;
"VALUES";"Bigorneau";"Crustacé"
"VALUES";"Buccin";"Crustacé"
"VALUES";"Cigale de mer";"Crustacé"
"VALUES";"Coque";"Crustacé"
"VALUES";"Couteau";"Crustacé"
"VALUES";"Crevette / Gambas";"Crustacé"
"VALUES";"Crevette nordique";"Crustacé"
"VALUES";"Crépidule";"Crustacé"
"VALUES";"Escargot";"Crustacé"
"VALUES";"Homard";"Crustacé"
"VALUES";"Lambi, Conque";"Crustacé"
"VALUES";"Langoustine";"Crustacé"
"VALUES";"Moule";"Crustacé"
"VALUES";"Ormeau";"Crustacé"
"VALUES";"Oursin";"Crustacé"
"VALUES";"Palourde";"Crustacé"
"VALUES";"Patelle";"Crustacé"
"VALUES";"Pousse-pied ou anatife";"Crustacé"
"VALUES";"Pétoncle";"Crustacé"
"VALUES";"Saint-Jacques";"Crustacé"
"VALUES";"Violet";"Crustacé"
"VALUES";"Écrevisse";"Crustacé"
"VALUES";"Huître";"Crustacé"
"VALUES";"Crabe";"Crustacé"
;;
"VALUES";"Ail";"Epice"
"VALUES";"Anis";"Epice"
"VALUES";"Asa foetida";"Epice"
"VALUES";"Cannelle";"Epice"
"VALUES";"Cardamome";"Epice"
"VALUES";"Caripoulé";"Epice"
"VALUES";"Carvi";"Epice"
"VALUES";"Clou de girofle";"Epice"
"VALUES";"Cumin";"Epice"
"VALUES";"Curcuma";"Epice"
"VALUES";"Curry";"Epice"
"VALUES";"Fenugreek";"Epice"
"VALUES";"Garam Massala";"Epice"
"VALUES";"Genièvre";"Epice"
