STOP_ON_FIRST_ERROR;false;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
PATH;/Temp/CIQUAL;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
TYPE;bcpg:rawMaterial;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
DISABLED_POLICIES;rep:reportEntityAspect;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
MAPPING;NutDatabaseFrench;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
COLUMNS;bcpg:code;Sodium;Magnésium;Phosphore;Potassium;Calcium;Manganèse;Fer total;Cuivre;Zinc;Sélénium;Iode;Protéines;Protéines brutes (N x 6.25);Glucides;Sucres;Energie kJ, étiquetage;Energie kcal, étiquetage;Amidon;Energie kJ;Energie kcal;Polyols totaux;Fibres alimentaires;Eau;Lipides;AG saturés;AG monoinsaturés;AG polyinsaturés;Rétinol;Bêta-carotène;Vitamine D;Activité vitaminique E (en équivalents alpha-tocophérol);Vitamine C totale;Vitamine B1 ou Thiamine;Vitamine B2 ou Riboflavine;Vitamine B3 ou PP ou Niacine;Vitamine B5 ou Acide pantothénique;Vitamine B6 ou Pyridoxine;Vitamine B12 ou Cobalamines;Vitamine B9 ou Folates totaux;Alcool (éthanol);Acides organiques;Cholestérol
VALUES;CIQUAL39511;66,4;13,1;86,7;127;109;0,0651;0,309;0,045;0,292;3,37;3,12;3,79;3,71;21,1;14;593;141;1,35;594;141;0;0,185;64,9;4,59;1,97;1,11;0,114;19,7;40,4;0,242;0,18;0,144;0,0129;0,151;0,0717;0,176;0,0243;0,167;10,1;0;0;25,6
VALUES;CIQUAL39710;71;10;124;161;115;0,1;0,64;0,03;0,7;4;26;2,9;2,9;22,8;16,5;500;118;3;500;118;0;0;72,1;1,7;0,847;0,622;0,163;89,5;100;0,24;0,335;0,925;0,065;0,19;0,21;0,68;0,055;1;15;0;0;123
VALUES;CIQUAL39215;62,4;9,1;27,8;121;83,7;0,1;0,45;0,1;0,9;6;9,85;4,67;4,58;20,2;19,3;564;134;2;566;134;0;1;69,7;3,76;1,31;0,727;0,351;41;4;0,5;0,31;0,5;0,04;0,229;0,1;0,575;0,059;0,28;10,5;0;0;82,1
VALUES;CIQUAL39400;56;9;90;120;89;0,005;0,3;0,013;0,46;0;35;3,8;3,73;10,2;8,4;389;92,6;0;390;92,9;0;0;81,2;4,1;2,43;1,31;0,188;59;7;0,23;0,18;;0,04;0,17;0,1;0,44;0,05;0,6;9;0;0;55
VALUES;CIQUAL39132;42,9;20;86;220;102;0,1;1,15;0,11;0,55;5;7,8;3,18;3,12;26;21,3;610;144;0,809;611;145;0;0;66,9;3,1;1,93;0,895;0,107;22;9;0,2;0,055;0,5;0,027;0,16;0,22;0,34;0,028;;20;0;0;7,8
VALUES;CIQUAL39221;36,6;8,38;76;134;97,3;0,0023;0,06;0,011;0,305;4,5;10,9;2,97;2,91;21,6;19,4;489;116;2,13;490;116;0;0,343;72,6;1,88;0,956;0,434;0,0498;7;5;0,2;0,03;0,5;0,032;0,17;0,16;0,31;0,045;0,09;23;0;0;5,58
VALUES;CIQUAL39000;76;12,9;109;188;136;;0,47;0,01;0,45;1,7;22;3,5;3,43;19,7;17,1;461;109;0;462;109;0;0,15;73,9;1,8;1,14;0,523;0,0641;21,3;4,5;1,1;0,05;0,333;0,0357;0,199;0,123;0,347;0,039;0,38;5,33;0;0;11
VALUES;CIQUAL39208;59,1;26;80;288;87,1;0,15;1,54;0,13;0,39;5;10,6;3,3;3,23;15,9;14;649;155;1,93;651;156;0;0;71,2;8,76;4,87;2,03;0,181;37;26;0,2;0,12;0,5;0,025;0,16;0,19;0,29;0,022;0,07;27;0;0;18,4
VALUES;CIQUAL76027;0,26;0,02;0,003;0,03;0,13;0,0001;0,001;0,0005;0,0005;1;0;0;0;0;0;0;0;0;0;0;0;0;100;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
VALUES;CIQUAL76028;3,47;1,06;0,003;0,08;4,9;0,0001;0,001;0,0005;0,001;1;0;0;0;0;0;0;0;0;0;0;0;0;100;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
VALUES;CIQUAL18008;1,61;1,19;0,001;0,153;5,81;0,0000333;0,000333;0,000167;0,000417;0,333;0;0;0;0;0;0;0;0;0;0;0;0;100;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
VALUES;CIQUAL18066;6,67;1,91;0;4,45;14,2;0,00187;0,0304;0,0171;0,0369;10;1,22;0;0;0;0;0;0;0;0;0;0;0;99,9;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
VALUES;CIQUAL18044;7,88;5,58;0,00362;0,79;24,4;0,0143;0,00051;0,000819;0,00392;0,465;0;0;0;0;0;0;0;0;0;0;0;0;99,9;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
VALUES;CIQUAL76000;9,25;0,9;0,003;0,3;1,74;0,0001;0,01;0,0005;0,0005;1;0;0;0;0;0;0;0;0;0;0;0;0;100;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
VALUES;CIQUAL76001;0,44;2,25;0,003;0,08;8,23;0,0001;0,001;0,0005;0,0005;1;0;0;0;0;0;0;0;0;0;0;0;0;100;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
VALUES;CIQUAL76002;0,13;2,77;0,003;0,12;8,01;0,0001;0,001;0,0005;0,0016;1;0;0;0;0;0;0;0;0;0;0;0;0;100;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
VALUES;CIQUAL76003;1,16;2,31;0,003;0,16;6;0,0001;0,001;0,0005;0,0005;1;0;0;0;0;0;0;0;0;0;0;0;0;100;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
VALUES;CIQUAL76004;5,5;6,6;0,003;0,61;24;0,0004;0,04;0,0005;0,0005;1;0;0;0;0;0;0;0;0;0;0;0;0;99,9;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
VALUES;CIQUAL76005;4,65;2,54;0,003;0,55;41,3;0,06;0,0007;0,009;0,007;1;0;0;0;0;0;0;0;0;0;0;0;0;99,9;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
VALUES;CIQUAL76079;38;11;0;3;9;0;0;0;;0;0;0;0;0;0;0;0;0;0;0;0;0;99,8;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
VALUES;CIQUAL76006;61;3,82;0,003;1,08;2,18;0,015;0,0006;0,0005;0,0005;1;0;0;0;0;0;0;0;0;0;0;0;0;99,8;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
VALUES;CIQUAL76007;66,1;10;0,003;13,5;17,8;0,039;0,0006;0,0005;0,001;1;0;0;0;0;0;0;0;0;0;0;0;0;99,7;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
VALUES;CIQUAL76008;3,68;2,71;0,003;0,3;34;0,012;0,001;0,0028;0,0018;1;0;0;0;0;0;0;0;0;0;0;0;0;99,9;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
VALUES;CIQUAL76009;0,51;2,1;0,003;0,07;4,1;0,0001;0,001;0,0005;0,0005;1;0;0;0;0;0;0;0;0;0;0;0;0;100;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
VALUES;CIQUAL76062;8,4;1;0;0,07;11,1;0;0;0;;0;0;0;0;0;0;0;0;0;0;0;0;0;100;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
VALUES;CIQUAL76061;16,7;9,86;0,003;1,1;14,1;0,06;0,001;0,0005;0,0006;1;0;0;0;0;0;0;0;0;0;0;0;0;99,9;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
VALUES;CIQUAL76063;0,3;0,5;0;0,06;9,7;0;0;0;;0;0;0;0;0;0;0;0;0;0;0;0;0;100;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
VALUES;CIQUAL76064;0,8;0;0;0;0,2;0;0;0;;0;0;0;0;0;0;0;0;0;0;0;0;0;100;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
VALUES;CIQUAL76010;0,12;0,2;0,003;0,2;0,59;0,0001;0,001;0,0005;0,0005;1;0;0;0;0;0;0;0;0;0;0;0;0;100;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
VALUES;CIQUAL76011;1,03;0,61;0,003;0,3;9,47;0,0001;0,001;0,0005;0,0005;1;0;0;0;0;0;0;0;0;0;0;0;0;100;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
VALUES;CIQUAL76012;1,34;0,96;0,003;0,13;2,62;0,06;0,001;0,0016;0,007;1;0;0;0;0;0;0;0;0;0;0;0;0;100;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
VALUES;CIQUAL76013;63,5;3,55;0,003;3,92;14,1;0,004;0,001;0,0005;0,0005;1;0;0;0;0;0;0;0;0;0;0;0;0;99,8;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
VALUES;CIQUAL76014;23,8;4,72;0,003;4,3;38,3;0,1;0,001;0,0005;0,004;1;0;0;0;0;0;0;0;0;0;0;0;0;99,8;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
VALUES;CIQUAL76065;4,4;1,8;0;0,25;6,5;0;0;0;;0;0;0;0;0;0;0;0;0;0;0;0;0;100;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
VALUES;CIQUAL76066;37;0;0;0;3,3;0;0;0;;0;0;0;0;0;0;0;0;0;0;0;0;0;99,9;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
VALUES;CIQUAL76015;2,94;4,15;0,003;0,36;16,4;0,0013;0,0005;0,0005;0,0005;1;0;0;0;0;0;0;0;0;0;0;0;0;99,9;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
VALUES;CIQUAL76016;0,85;9,63;0,003;0,26;48,1;0,0023;0,0005;0,00573;0,0139;1;0;0;0;0;0;0;0;0;0;0;0;0;99,8;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
VALUES;CIQUAL76067;0,1;6,7;0;0,2;51,7;0;0;0;;0;0;0;0;0;0;0;0;0;0;0;0;0;99,8;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
VALUES;CIQUAL76017;12,4;3,18;0,003;2,03;11,8;0,0003;0,001;0,0005;0,0005;1;0;0;0;0;0;0;0;0;0;0;0;0;99,9;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
VALUES;CIQUAL76019;13;10,7;0,003;1,31;17,2;0,016;0,001;0,0005;0,0005;1;0;0;0;0;0;0;0;0;0;0;0;0;99,9;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
VALUES;CIQUAL76018;12,6;11,2;0,003;1,4;12,6;0,026;0,0005;0,0005;0,0005;1;0;0;0;0;0;0;0;0;0;0;0;0;99,9;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
VALUES;CIQUAL18009;0,725;1,02;0,02;0,435;1,05;0,00005;0,0005;0,00025;0,00025;0,5;0;0;0;0;0;0;0;0;0;0;0;0;100;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
VALUES;CIQUAL76020;0,66;3,53;0,003;0,08;7,07;0,0001;0,001;0,00268;0,0005;1;0;0;0;0;0;0;0;0;0;0;0;0;100;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
VALUES;CIQUAL76021;112;8,69;0,003;12,4;11,4;0,014;0,0037;0,0005;0,0005;1;0;0;0;0;0;0;0;0;0;0;0;0;99,7;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
VALUES;CIQUAL18046;6,9;4,68;0,0013;0,646;17,3;0,026;0,000489;0,000217;0,00222;0,433;0;0;0;0;0;0;0;0;0;0;0;0;99,9;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
VALUES;CIQUAL76022;1,45;14,5;0,003;0,32;57,5;0,0001;0,001;0,0005;0,0005;1;0;0;0;0;0;0;0;0;0;0;0;0;99,7;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
VALUES;CIQUAL76068;0,6;0,9;0;0,06;3,5;0;0;0;;0;0;0;0;0;0;0;0;0;0;0;0;0;100;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
VALUES;CIQUAL76023;192;25,4;0,003;19,1;21,4;0,07;0,018;0,0005;0,0005;1;0;0;0;0;0;0;0;0;0;0;0;0;99,4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
VALUES;CIQUAL76069;0,2;0,2;0;0,2;2;0;0;0;;0;0;0;0;0;0;0;0;0;0;0;0;0;100;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
VALUES;CIQUAL76025;0,12;0,11;0,003;0,04;2,75;0,0001;0,001;0,0005;0,0005;1;0;0;0;0;0;0;0;0;0;0;0;0;100;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
VALUES;CIQUAL76070;0,6;0,2;0;0;0,1;0;0;0;;0;0;0;0;0;0;0;0;0;0;0;0;0;100;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
VALUES;CIQUAL76026;41,7;24,9;0,003;0,89;43,6;0,0009;0,01;0,0027;0,0036;1;0;0;0;0;0;0;0;0;0;0;0;0;99,6;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
VALUES;CIQUAL76071;4,1;3,5;0;0,2;5,9;0;0;0;;0;0;0;0;0;0;0;0;0;0;0;0;0;100;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
VALUES;CIQUAL76029;4,92;6,12;0,003;0,64;24;0,0006;0,0044;0,0005;0,0005;1;0;0;0;0;0;0;0;0;0;0;0;0;99,9;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
VALUES;CIQUAL76030;0,74;1,83;0,003;0,13;17,1;0,41;0,035;0,0005;0,0005;0,1;0;0;0;0;0;0;0;0;0;0;0;0;99,9;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
VALUES;CIQUAL76031;100;8,9;0,003;10,7;10,3;0,031;0,025;0,0005;0,0005;1;0;0;0;0;0;0;0;0;0;0;0;0;99,7;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
VALUES;CIQUAL76072;0,6;0,1;0;0;0,1;0;0;0;;0;0;0;0;0;0;0;0;0;0;0;0;0;100;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
VALUES;CIQUAL76060;1,17;0,35;0,003;0,04;13,7;0,0001;0,001;0,0005;0,0177;1;0;0;0;0;0;0;0;0;0;0;0;0;100;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
VALUES;CIQUAL76032;3,44;1,62;0,003;0,44;4,47;0,0018;0,001;0,0005;0,0005;1;0;0;0;0;0;0;0;0;0;0;0;0;100;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
VALUES;CIQUAL18045;0,751;6,11;0,00501;0,234;23,4;0,000313;0,0005;0,00115;0,00498;0,5;0;0;0;0;0;0;0;0;0;0;0;0;99,9;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
VALUES;CIQUAL76033;68,4;8,88;0,003;2,12;32,7;0,0001;0,001;0,0005;0,0005;1;0;0;0;0;0;0;0;0;0;0;0;0;99,6;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
VALUES;CIQUAL76034;45;3,24;0,003;1,68;4,25;0,025;0,0032;0,0005;0,0005;1;0;0;0;0;0;0;0;0;0;0;0;0;99,9;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
VALUES;CIQUAL76035;24,7;9,85;0,003;4,97;23,9;0,18;0,001;0,0005;0,0007;1;0;0;0;0;0;0;0;0;0;0;0;0;99,8;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
VALUES;CIQUAL76036;24,6;6,45;0,003;2,57;12,5;0,074;0,001;0,003;0,0021;1;0;0;0;0;0;0;0;0;0;0;0;0;99,9;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
VALUES;CIQUAL76037;52,5;15,6;0,003;4,77;30,5;0,0011;0,001;0,0011;0,0005;1;0;0;0;0;0;0;0;0;0;0;0;0;99,7;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
VALUES;CIQUAL76038;8,5;0,2;0,003;0,48;2,1;0,0004;0,001;0,0005;0,0007;1;0;0;0;0;0;0;0;0;0;0;0;0;100;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
VALUES;CIQUAL76039;0,62;1,04;0,003;0,23;24,1;0,08;0,001;0,0005;0,0005;1;0;0;0;0;0;0;0;0;0;0;0;0;99,9;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
VALUES;CIQUAL76073;0,7;2,8;0;0,1;4,6;0;0;0;;0;0;0;0;0;0;0;0;0;0;0;0;0;100;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
VALUES;CIQUAL76074;0,05;0,05;0;0,04;1,1;0;0;0;;0;0;0;0;0;0;0;0;0;0;0;0;0;100;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
VALUES;CIQUAL76075;4,4;5,1;0;0,3;20,8;0;0;0;;0;0;0;0;0;0;0;0;0;0;0;0;0;99,9;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
VALUES;CIQUAL76040;29,1;5,43;0,003;4,35;11,5;0,07;0,001;0,0018;0,0012;1;0;0;0;0;0;0;0;0;0;0;0;0;99,9;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
VALUES;CIQUAL76076;0,3;0,13;0;0,05;0,45;0;0;0;;0;0;0;0;0;0;0;0;0;0;0;0;0;100;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
VALUES;CIQUAL76041;33;6,85;0,003;4,05;21,8;0,07;0,0013;0,0006;0,001;1;0;0;0;0;0;0;0;0;0;0;0;0;99,8;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
VALUES;CIQUAL76042;32,6;6,92;0,003;4,17;22,4;0,073;0,0027;0,0006;0,001;1;0;0;0;0;0;0;0;0;0;0;0;0;99,8;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
VALUES;CIQUAL76043;4,78;5,9;0,003;0,53;23;0,0006;0,0008;0,0005;0,0005;1;0;0;0;0;0;0;0;0;0;0;0;0;99,9;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
VALUES;CIQUAL76044;0,84;8,2;0,003;0,29;50;0,0003;0,009;0,0005;0,0008;1;0;0;0;0;0;0;0;0;0;0;0;0;99,8;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
VALUES;CIQUAL76045;12,1;2,95;0,003;1,89;11,6;0,0011;0,001;0,0005;0,0005;1;0;0;0;0;0;0;0;0;0;0;0;0;99,9;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
VALUES;CIQUAL76046;36,8;7,4;0,003;6,4;7,8;0,019;0,001;0,0005;0,0005;1;0;0;0;0;0;0;0;0;0;0;0;0;99,8;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
VALUES;CIQUAL76047;35;11,5;0,003;3,35;16,5;0,0001;0,001;0,0019;0,0012;1;0;0;0;0;0;0;0;0;0;0;0;0;99,8;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
VALUES;CIQUAL76048;0,49;0,15;0,007;0,08;10,2;0,0001;0,001;0,0005;0,0005;1;0;0;0;0;0;0;0;0;0;0;0;0;100;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
VALUES;CIQUAL76049;178;1,12;0,003;11,9;8,9;0,0013;0,0015;0,0005;0,0005;1;0;0;0;0;0;0;0;0;0;0;0;0;99,5;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
VALUES;CIQUAL76077;0,7;7,7;0;0,2;59,6;0;0;0;;0;0;0;0;0;0;0;0;0;0;0;0;0;99,8;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
VALUES;CIQUAL76050;0,43;1,44;0,003;0,05;10,9;0,0001;0,001;0,0005;0,0005;1;0;0;0;0;0;0;0;0;0;0;0;0;100;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
VALUES;CIQUAL76051;8,3;1,74;0,003;0,7;3,31;0,072;0,001;0,0005;0,004;1;0;0;0;0;0;0;0;0;0;0;0;0;100;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
VALUES;CIQUAL76052;40,5;1,88;0,003;3,5;4,05;0,048;0,001;0,0005;0,0022;1;0;0;0;0;0;0;0;0;0;0;0;0;99,9;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
VALUES;CIQUAL76078;0,195;0,2;0;0,045;6,78;0;0;0;;0;0;0;0;0;0;0;0;0;0;0;0;0;100;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
VALUES;CIQUAL76053;1,42;0,96;0,003;0,15;3,79;0,04;0,001;0,0027;0,006;1;0;0;0;0;0;0;0;0;0;0;0;0;100;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
VALUES;CIQUAL76054;21,5;1,96;0,003;3,3;3,6;0,05;0,001;0,0005;0,004;1;0;0;0;0;0;0;0;0;0;0;0;0;99,9;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
VALUES;CIQUAL76024;15,8;7,22;0,003;4,72;18,5;0,04;0,001;0,0005;0,016;1;0;0;0;0;0;0;0;0;0;0;0;0;99,9;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
VALUES;CIQUAL76055;122;0,98;0,003;6,55;10,3;0,0014;0,001;0,0005;0,0008;1;0;0;0;0;0;0;0;0;0;0;0;0;99,7;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
VALUES;CIQUAL76056;0,37;5,89;0,003;0,18;20,6;0,0001;0,001;0,0005;0,0353;1;0;0;0;0;0;0;0;0;0;0;0;0;99,9;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
VALUES;CIQUAL76058;1,17;0,75;0,02;0,58;1,07;0,0001;0,001;0,0005;0,0005;1;0;0;0;0;0;0;0;0;0;0;0;0;100;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
VALUES;CIQUAL76057;1,45;1,02;0,02;0,869;1,05;0,0001;0,001;0,0005;0,0005;1;0;0;0;0;0;0;0;0;0;0;0;0;100;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
VALUES;CIQUAL76059;0,27;1,77;0,003;0,12;20,5;0,005;0,001;0,0005;0,011;1;0;0;0;0;0;0;0;0;0;0;0;0;99,9;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
VALUES;CIQUAL31035;78,6;25,4;118;54,1;108;0,2;6,72;0,2;0,627;5;4,55;6,21;6,21;38,1;24,4;1480;355;1,27;1480;355;0,00638;1,45;33,7;19,6;11,4;5,62;1,24;127;42;0,0952;3,78;0,29;0,0421;0,153;0,176;0,24;0,0357;0,258;3,39;0;0,037;15,2
VALUES;CIQUAL39216;99,2;13,5;76,2;164;66,6;0,125;0,578;0,0685;0,447;5;9,45;5;4,9;31,1;20,5;892;212;6,12;893;212;0;1;54,6;7,45;4,24;2,01;0,391;56;31,7;0,5;0,43;0,5;0,043;0,148;0,32;0,49;0,1;0,24;23;0;0;68
VALUES;CIQUAL39600;56,1;28,7;123;176;104;0,144;0,33;0,102;0,378;2,2;15;3,58;3,5;19,7;19,7;770;184;;771;184;0;0,22;65,5;10,1;5,72;2,29;0,271;102;39,5;0,155;5,84;0,8;0,047;0,25;0,123;0,456;0,066;0,43;7;0;0;37,6
VALUES;CIQUAL39507;39,5;29;107;405;109;4;0,915;3,8;0,59;0;14;4,08;3,99;17,5;15,7;799;192;1,81;800;192;0;4,2;62,5;10,8;7,16;2,87;0,337;67,5;39,5;0,16;0,33;0,35;0,041;0,192;0,213;0,554;0,0575;0,285;16;0;0;29,7
VALUES;CIQUAL24999;65,3;12,3;31,6;143;78,5;0,0666;0,394;0,0406;0,525;4,17;4,32;4,14;4,09;20,7;15,9;573;136;3,35;574;136;0;0,588;69,7;3,98;1,87;1,34;0,34;21,4;9,42;0,122;0,149;0,122;0,0174;0,153;0,11;0,224;0,0361;0,0931;9,68;0;0;26,3
VALUES;CIQUAL20909;35,1;17,8;86;80;121;0,374;0,505;0,049;0,142;5;40;3,41;3,74;12,8;9,63;361;85,7;0,88;356;84,4;0;0;80,9;2,17;0,36;0,455;1,27;2;10;0,5;1,54;0,5;0,04;0,04;0,1;0,08;0,06;0;19,5;0;0;0
VALUES;CIQUAL20905;35,1;19;57,3;71,3;60,2;0,263;0,558;0,112;0,185;5;10;4,27;4,68;2,59;1,5;223;53,2;0;216;51,6;0;0;90,1;2,68;0,457;0,626;1,33;2;80;0,5;1,82;0,5;0,04;0,04;0,16;0,16;0,039;0;26,2;0;0;0
VALUES;CIQUAL20911;56;29,3;72;182;119;0,224;1,77;0,158;0,273;5;60;2,87;3,15;21,3;9,42;480;114;5,55;476;112;0;0;73,3;1,75;0,343;0,365;0,972;2;8;0,5;1;0,5;0,04;0,04;0,08;0,08;0,03;0;21,3;0;0;
VALUES;CIQUAL23536;27,5;6,61;73;84;69,8;0,0529;0,3;0,0376;0,441;2,2;2;3,57;3,57;25,2;17,8;616;146;7,37;616;146;0;0,533;66,7;3,31;1,61;0,82;0,158;30;9;0,5;0,2;0,5;0,04;0,143;0,16;0,34;0,075;0,08;17;0;0;32
VALUES;CIQUAL23535;27,5;7,08;63;93;68,4;0,0529;0,3;0,0376;0,375;2,2;2;3,68;3,68;24,1;16,7;599;142;7,43;599;142;0;1;67,5;3,21;1,18;0,991;0,264;13;12;0,5;0,34;0,5;0,04;0,139;0,23;0,21;0,038;0,08;18,9;0;0;25
VALUES;CIQUAL39500;49,4;19,6;104;104;115;0,109;2,35;0,103;0,423;1,18;8,47;2,95;2,9;25,1;21;872;208;0,656;873;209;0,000383;0,458;59,7;10,6;6,4;2,61;0,51;94,5;21,2;0,114;3,63;0,768;0,034;0,171;0,0893;0,316;0,042;0,292;3,63;0;0,0155;24
VALUES;CIQUAL39508;73,3;20,9;86,7;261;98;;1,7;;0,567;1,1;29;4,15;4,07;33,1;21,8;1170;278;11,3;1170;279;0;1;46,5;14,2;11,4;1,82;0,443;;5;0,044;0,754;1;0,0695;0,16;0,526;0,35;0,056;0,259;8,32;0;0;4,44
VALUES;CIQUAL39503;59;14,3;122;38,9;107;0,1;6,33;0,14;0,517;1,1;3,63;2,2;2,16;31,7;24,7;1110;264;2,07;1110;265;0;1,1;49,6;14,2;9,18;3,64;0,759;134;0;0,127;2,36;0,271;0,021;0,112;0,045;0,208;0,021;0,206;0,494;0;0,0473;18,9
