STOP_ON_FIRST_ERROR;false;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
PATH;/Temp/CIQUAL;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
TYPE;bcpg:rawMaterial;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
DISABLED_POLICIES;rep:reportEntityAspect;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
MAPPING;NutDatabaseFrench;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
COLUMNS;bcpg:code;Sodium;Magnésium;Phosphore;Potassium;Calcium;Manganèse;Fer total;Cuivre;Zinc;Sélénium;Iode;Protéines;Protéines brutes (N x 6.25);Glucides;Sucres;Energie kJ, étiquetage;Energie kcal, étiquetage;Amidon;Energie kJ;Energie kcal;Polyols totaux;Fibres alimentaires;Eau;Lipides;AG saturés;AG monoinsaturés;AG polyinsaturés;Rétinol;Bêta-carotène;Vitamine D;Activité vitaminique E (en équivalents alpha-tocophérol);Vitamine C totale;Vitamine B1 ou Thiamine;Vitamine B2 ou Riboflavine;Vitamine B3 ou PP ou Niacine;Vitamine B5 ou Acide pantothénique;Vitamine B6 ou Pyridoxine;Vitamine B12 ou Cobalamines;Vitamine B9 ou Folates totaux;Alcool (éthanol);Acides organiques;Cholestérol
VALUES;CIQUAL19042;43,1;47,4;95;150;119;0,002;0,05;0,0042;0,408;1;13,2;3,3;3,23;4,56;0;189;45;0;191;45,3;0;0;89,8;1,54;1;0,425;0,0558;15,7;7,88;0,01;0,03;1;0,04;0,18;0,09;0,32;0,06;0,4;4,7;0;0;6,45
VALUES;CIQUAL19041;43,1;12,1;91,9;167;108;0,00585;0,0466;0,00874;0,392;0,94;11,5;3,3;3,23;4,83;4,6;194;46;0;195;46,3;0;0;89,6;1,53;0,927;0,492;0,0523;20;9,45;0,01;0,03;;0,04;0,18;0,09;0,33;0,05;0,2;2,62;0;0;6,55
VALUES;CIQUAL19055;50,5;10,1;98;150;124;0,002;1;0,003;0,4;6,2;60;3,3;3,23;5,08;4,9;143;33,7;0;144;34;0;0;90,8;0,05;0,031;0,0139;0,00174;2;50;1,4;0,1;1;0,05;0,16;0,25;0,34;0,05;0,2;11,2;0;0;2,1
VALUES;CIQUAL19051;47,5;6,03;95;156;121;;0,125;;0,4;0,8;13,4;3,4;3,34;4,68;4,68;142;33,4;0;143;33,7;0;0;91;0,15;0,0932;0,0436;0,00726;1;13,5;;;1;0,04;0,18;0,09;0,32;0,06;0,4;6;0;0;2,57
VALUES;CIQUAL19050;41,8;10,6;88,8;173;113;0,0016;0,05;0,003;0,41;0,8;12,7;3,28;3,21;4,32;4,3;134;31;0;135;32;0;0;91;0,15;0,11;0,0306;0,0038;0,5;;;;1,3;0,05;0,167;0,09;0,38;0,026;0,27;2,8;0;0;2,5
VALUES;CIQUAL19044;347;97;829;1330;1034;0,048;0,345;0,2;3,7;8,8;80;29,09;28,5;43,9;43,9;1719;408;0;1729;411;0;0;3,7;14,6;9,7;4,9;0,54;310;87;0,2;0,4;4;0,21;1,7;0,8;3,06;0,32;2,8;69;0;0;54
VALUES;CIQUAL19054;422;115;925;1700;1230;0,0443;0,48;0,0603;4,2;16,9;59;35,8;35;51,8;51,8;1500;354;0;1520;357;0;0;3,74;0,749;0,493;0,192;0,0339;9,3;1,67;0,0143;0,0265;8,27;0,374;1,8;0,925;3,8;0,435;3,84;69;0;0;20
VALUES;CIQUAL19021;365;86,2;703;1200;965;0,048;1,23;0,069;3,28;10,9;51;27,7;27,2;36,2;36,2;2050;491;0;2060;493;0;0;3,7;26,4;16,5;7,73;0,768;344;112;3,7;0,664;8,34;0,253;1,8;0,664;3,8;0,361;3,33;50,3;0;0;94,4
VALUES;CIQUAL19024;52,2;11;92;143;117;0,0033;0,048;0,22;0,379;3;9,77;3,2;3,13;4,62;0;263;62,9;0;264;63,1;0;0;87,8;3,54;1,46;1,05;0,119;37,5;16,7;0,03;0,09;1;0,04;0,17;0,08;0,35;0,06;0,4;4,8;0;0;13,8
VALUES;CIQUAL19023;42,2;11;87;140;112;0,00225;0,23;0,01;0,381;1;11,2;3,2;3,13;4,67;0;270;64,6;0;271;64,9;0;0;87,7;3,71;2,3;1,04;0,129;47;19,9;0,03;0,07;;0,04;0,18;0,09;0,32;0,04;0,2;2,45;0;0;14
VALUES;CIQUAL19110;41,3;16;65;147;87;0,052;0,03;0,0598;0,439;2,2;13;2,9;2,84;12,9;0;290;68,4;0;291;68,6;0;0;83,3;0,6;0,372;0,167;0,0208;34;0;0;0,12;0,96;0,04;0,17;0,06;0,35;0,03;0,33;6;0;0;0
VALUES;CIQUAL20052;56,6;29,5;49,2;380;39;0,2;0,72;0,075;0,49;;1,63;2,8;2,8;4,92;1,44;186;44,4;0,6;186;44,4;0;5,43;85,2;0,2;0,043;0,0075;0,072;0;72;0;0,21;10,3;0,0907;0,0587;0,999;0,316;0,062;0;68;0;0,27;0
VALUES;CIQUAL20000;61,5;41,8;40;411;43,1;0,166;0,647;0,0831;0,326;10;0,5;2,9;2,9;4,84;0,99;180;43,1;0;180;43,1;0;5,05;85,8;0,227;0,075;0,0102;0,132;0;8;0;0,19;3,7;;0,02;1;0,34;0,02;0;50;0;0;0,057
VALUES;CIQUAL20076;340;10;67;170;21;0,14;0,555;0,11;0,505;1;;3,4;3,4;0,95;0,95;96,7;23;0;96,7;23;0;0,533;93,6;0,5;0,107;0,0147;0,206;0;387;0;0,833;16;0,06;0,0933;0,867;0,113;0,0567;0;66,3;0;0;0
VALUES;CIQUAL20001;292;6,31;51,5;198;19,9;0,0992;0,735;0,0762;0,369;2,2;;2,68;2,68;3,18;0,81;125;29,7;0;125;29,7;0;1,7;91,5;0,32;0,072;0,0065;0,145;0;544;0;0;16;0,114;0,121;1,06;0,192;0,0495;0;76,5;0;0;0
VALUES;CIQUAL20002;158;15;15;123;20,1;0,116;0,25;0,0582;0,0975;2,2;1;0,83;0,83;6,26;3,2;148;35,2;0;148;35,2;0;2,5;89,7;0,2;0,0315;0,0148;0,113;0;22;0;0;1,3;0,076;0,02;0,6;0,075;0,086;0;14;0;0;0
VALUES;CIQUAL13004;38,8;27,1;41,9;412;10,8;0,36;0,51;0,53;0,467;0,005;1,45;1,8;1,8;1,02;1,03;685;167;2,1;685;167;0;5,18;74;16;2,3;11,5;1,54;0;60;0;2,36;7,49;0,0767;0,153;1,28;0,935;0,24;0;78,5;0;0,3;0
VALUES;CIQUAL20005;208;22,9;33;549;66,9;0,333;2,26;0,113;0,323;2,2;0,4;1,88;1,88;2,03;1,1;86,2;20,6;0;86,2;20,6;0;2,1;92,6;0,08;0,012;0,016;0,028;0;3650;0;0;18;0,034;0,086;0,36;0,163;0,085;0;10;0;0;0
VALUES;CIQUAL20003;54,1;16,3;31,1;266;18,4;0,46;0,668;0,059;0,312;0,3;0,325;2,3;2,3;7,17;6,68;183;43,4;0,494;183;43,4;0;2,3;87,2;0,1;0,0223;0,0183;0,0554;0;21;0;;5;0,01;0,01;0,1;0,1;0,04;0;74;0;0;0,2
VALUES;CIQUAL20006;53;11,5;56;148;55,8;0,284;1;0,198;0,4;2,2;2;2,1;2,1;2,82;1,39;120;28,7;0,5;120;28,7;0;2,23;91,9;0,51;0,124;0,061;0,254;0;312;0;1,03;37,3;0,05;0,08;0,1;0,46;0,23;0;102;0;0;0,49
VALUES;CIQUAL20054;17,4;21,3;19,2;396;58,5;0,03;0,2;0,07;0,38;0,2;0,09;0,6;0,6;3,69;1,5;89,4;21,3;0,2;89,4;21,3;0;1,6;92,9;0,1;0,0105;0,019;0,0405;0;0;0;0,19;4;0,02;0,04;0,2;0,338;0,078;0;48;0;0;0
VALUES;CIQUAL20007;282;4,88;18,9;106;21,6;0,105;0,685;0,035;0,277;0,87;2;0,58;0,58;4,21;2,63;110;26,1;0,47;110;26,1;0;1,7;92,1;0,33;0,0355;0,009;0,0915;0;5330;0;0,64;1,75;0,024;0,0267;0,378;0,135;0,082;0;8;0;0,19;0,082
VALUES;CIQUAL20009;49;11,9;20,4;243;26,2;0,131;0,281;0,0382;0,211;1,33;1,32;0,803;0,803;6,6;4,86;153;36,3;0,8;153;36,3;0;2,17;89,4;0,26;0,0592;0,0045;0,176;0;7260;0;0,56;4;0,052;0,0453;0,996;0,278;0,123;0;52;0;0;0,1
VALUES;CIQUAL20008;93,8;10,7;18;96,4;46;0,654;0,1;0,369;0,93;1;2;0,76;0,76;4,94;3,78;117;27,7;0,5;117;27,7;0;2;91,4;0,1;0,023;0,00461;0,0684;0;3340;0;0,56;2;0,05;0,05;0,05;0,1;0,05;0;29;0;0;0,106
VALUES;CIQUAL20078;360;8;0;281;29,2;0,11;0;0,04;0,14;1;0,2;0,83;0,83;1,28;0;49,5;11,8;0;49,5;11,8;0;1,3;95;0,0867;0,0186;0,0144;0,0358;0;56;0;0;0;0;0;0;0;0;0;0;0;0;0
VALUES;CIQUAL20023;109;9,23;27,2;269;53,3;0,1;0,29;0,02;0,115;4;0,567;1,2;1,2;1,16;1,11;65,8;15,8;0,0549;65,8;15,8;0;2,28;94,2;0,2;0,043;0,0333;0,0827;0;756;0;0,2;8;0,048;0,076;0,55;0,43;0,09;0;80;0;0;0,43
VALUES;CIQUAL20024;83,1;9;25;284;53,3;0,106;0,42;0,0516;0,0802;4,5;0,3;0,83;0,83;1,62;1,62;55,3;13,2;0;55,3;13,2;0;1,3;95,3;0,0867;0,023;0,0172;0,043;0;313;0;0,2;4;0,043;0,047;0,319;0,195;0,086;0;13;0;0;0
VALUES;CIQUAL20055;269;13,1;65,3;348;38,8;0,134;0,419;0,116;0,29;0,9;2,83;1,2;1,2;5,68;1,44;154;36,6;0,5;154;36,6;0;3,2;88,1;0,3;0,073;0,0355;0,163;0;50;0;0,1;8;0,18;0,035;0,555;0,64;0,125;0;51;0;0;0,56
VALUES;CIQUAL20025;58,2;15,1;58;306;52,4;0,185;0,32;0,075;0,22;0;1;0,96;0,96;4,56;0,73;146;35;0,5;146;35;0;2,6;90,2;0,86;;;;0;50;0;0,22;4,35;0,05;0,05;0,92;0,41;0,07;0;37;0;0;0
VALUES;CIQUAL20056;16,9;8,61;56,4;326;28,5;0,095;1,66;0,54;0,415;5,62;2,02;1,8;1,8;2,73;0,2;105;25;0,2;105;25;0;1,33;92,9;0,43;0,0675;0,012;0,144;0;10;0;0,12;1;0,09;0,31;3,2;2;0,18;0;33,5;0;0,13;0
VALUES;CIQUAL20125;107;12,7;79;341;16,9;0,1;0,65;0,2;0,7;144;5;2,4;2,4;0,33;;243;59;0,5;243;59;0;4,8;87;4,27;1,32;1,23;1,55;8;0;1,18;0,845;1,41;0,068;0,343;2,9;1,05;0,178;0,08;26,8;0;0;4,7
VALUES;CIQUAL20079;310;6,48;47;88,6;24,6;0,027;0,9;0,17;0,435;4,1;1;2,4;2,4;0,977;0,2;90,5;21,7;0,2;90,5;21,7;0;2,31;93,1;0,394;0,113;0,00567;0,259;0;10;0;0,065;6,5;0,0505;0,12;0,5;0,34;0,025;0;26,3;0;0;0,142
VALUES;CIQUAL20011;281;6,08;55,1;96,7;16,3;0,0548;0,948;0,209;0,561;5,1;2;2,37;2,37;0,456;0,456;82,7;19,8;0;82,7;19,8;0;2,28;93;0,397;0,044;0,0075;0,136;0;0;0,2;0,12;;0,0525;0,106;1,6;0,811;0,0605;0;10;0;0,13;0
VALUES;CIQUAL20010;11,2;10,9;86;318;22,8;0,0665;0,5;0,373;0,612;22,1;2,75;3,09;3,09;0,21;0,21;126;30,2;0;126;30,2;0;1,75;92,6;1,5;0;0;0,16;0;0;0,2;0,12;1;0,081;0,402;3,61;1,5;0,104;0,04;44;0;0;0
VALUES;CIQUAL20012;12,5;19,3;29,3;280;64,3;0,3;1,05;0,01;0,2;1;0,4;1,2;1,2;0,95;0,95;54;12,9;0;54;12,9;0;1,1;95,2;0,233;0,056;0,00467;0,103;0;1250;0;0,57;12;0,0433;0,173;0,433;1,03;0,0267;0;125;0;0;0
VALUES;CIQUAL20116;13;11,9;29,6;237;50;0,24;0,353;0,019;0,145;;0,7;1,25;1,25;4,75;0;123;29,2;0;123;29,2;0;1,7;91,5;0,2;0,018;0,00827;0,0496;0;0;0;0,02;35,5;0,0495;0,043;0,35;0,21;0,153;0;27;0;0;0
VALUES;CIQUAL20077;272;12,2;53;252;26,3;0,1;0,7;0,03;0,2;1,5;1;2,6;2,6;3,23;0;161;38,5;0;161;38,5;0;3,1;88,9;1;0,09;0,0413;0,248;0;465;0;0,69;18;0;0;0;0;0;0;0;0;0;0
VALUES;CIQUAL20013;9,7;16,9;65;324;36,2;0,2;0,1;0,03;0,3;0;1;2,55;2,55;6,69;1,74;174;41,2;1,5;174;41,2;0;3,2;87,7;0,11;0,0273;0,0102;0,0682;0;209;0;0,9;58,2;0,05;0,06;0,72;0,27;0,06;0;110;0;0;0
VALUES;CIQUAL20014;23;15;29,4;278;49,8;0,2;0,75;0,01;0,1;2;2;1,61;1,61;4,99;3,26;138;32,8;0;138;32,8;0;2,3;90,2;0,2;0,0478;0,00917;0,0998;0;335;0;0,2;55;0,063;0,0563;0,539;0,236;0,143;0;47;0;0;0
VALUES;CIQUAL20095;71,5;11,4;34;130;53,7;0,163;0,3;0,0322;0,136;2;2;0,8;0,8;2,93;2,93;94;22,5;0;94;22,5;0;2,43;92,6;0,3;0,0233;0,008;0,0693;0;20;0;0,2;32;0,02;0,01;0,2;0,22;0,04;0;31;0;0;0
VALUES;CIQUAL20015;114;12,5;18,7;92,6;58,5;0,171;0,14;0,0685;0,176;14,7;2;1,36;1,36;3;2,5;84,5;20,3;0,5;84,5;20,3;0;2,4;94,7;0,45;0,006;0,013;0,033;0;48;0;0,2;20;0,056;0,029;0,136;0,166;0,132;0;29;0;0;0,333
VALUES;CIQUAL20016;8,92;12,3;47,6;268;23,8;0,179;0,548;0,0377;0,333;0,847;0,49;2,46;2,46;2,34;2,21;118;28,2;0,134;118;28,2;0;2,77;91,1;0,31;0,07;0,0207;0,174;0;38;0;0,155;57,9;0,11;0,1;0,6;1,01;0,2;0;80,5;0;0,22;0,062
VALUES;CIQUAL20017;59;12,5;34;229;19,6;0,2;0,405;0,0486;0,4;10;;1,84;1,84;2,79;2,08;106;25,2;0,5;106;25,2;0;2;92,7;0,295;0,0621;0,0284;0,193;0;50;0;0,11;18,4;0,05;0,05;0,21;0,23;0,05;0;78;0;0;0,062
VALUES;CIQUAL20018;740;12,3;71,4;126;46,1;0,86;0,36;0,16;0,52;0;0,5;2,73;2,73;3,4;0;139;33,1;0;139;33,1;0;1,55;89,7;0,61;0,13;0,103;0,202;0;0;0;0;7,9;0,011;0,057;0,437;0,126;0,022;0;39;0;0;0
VALUES;CIQUAL20210;4,25;12;21;154;14;0,09;0,17;0,03;0,13;0,005;4;0,59;0,59;1,19;1,38;42,9;10,2;0,5;42,9;10,2;0;0,7;97;0,19;0,013;0,002;0,003;0;31;0;0,07;3,73;0,04;0,018;0,11;0,16;0,048;0;12;0;0;0
VALUES;CIQUAL20020;2,84;26;35,5;244;18,4;0,132;0,77;0,051;0,26;0,743;1,31;1,34;1,34;2,49;1,9;84,3;20;0,05;84,3;20;0;1,13;94,1;0,273;0,0473;0,0117;0,0693;0;112;0;1,06;21;0,101;0,105;0,446;0,18;0,177;0;51;0;0;0,2
VALUES;CIQUAL20021;185;21,8;65;368;20,3;0,151;0,496;0,151;0,354;1;1;1,14;1,14;2,34;1,71;80,7;19,2;0,5;80,7;19,2;0;1,35;94,1;0,29;0,072;0,029;0,151;0;173;0;0,28;6,95;0,05;0,05;0,05;0,05;0,05;0;39,5;0;0;0,35
VALUES;CIQUAL20022;39,7;19,8;42,9;240;130;0,6;2,15;0,01;0,54;0;13,8;1,6;1,6;2,09;0,3;89;21,2;0;89;21,2;0;1,89;93,1;0,3;0,111;0,0329;0,144;0;2220;0;1,46;56,5;0,085;0,17;0,65;0,205;0,163;0;214;0;0;0
VALUES;CIQUAL20097;11;16,5;42,5;242;31;0,292;0,95;0,088;0,4;0;2;1,9;1,9;15,9;3,2;323;76,1;0;323;76,1;0;1,8;79,4;0,15;0,017;0,014;0,039;0;28;;0,26;9;0,045;0,03;0,2;0,29;0,222;0;348;0;0;0
VALUES;CIQUAL20026;2,49;11,8;23,3;184;23,2;0,3;0,158;0,0519;0,18;0,203;0,1;1,03;1,03;2,37;1,72;73,2;17,4;0,5;73,2;17,4;0;1;95;0,2;0,0527;0,00633;0,114;0;50;0;0,1;3,25;0,05;0,05;0,13;0,14;0,05;0;35;0;0;0
VALUES;CIQUAL20098;120;12;25;110;42,2;0,163;0,4;0,0964;0,209;2,2;0,1;0,6;0,6;2,7;0;75,2;17,9;0;75,2;17,9;0;1;94,8;0,3;;;;0;0;0;;1;0,05;;;0,15;;0;22,5;0;0;0
VALUES;CIQUAL20059;70;69,2;52,4;515;98,2;0,43;3,42;0,104;0,664;0,645;1,6;2,7;2,7;3,2;0,53;144;34,5;2,6;144;34,5;0;3,55;91,5;0,425;0,0656;0,0305;0,312;0;4010;0;1,76;39,3;0,127;0,217;0,733;0,285;0,195;0;175;0;0;0
VALUES;CIQUAL20027;90,7;53;40;390;141;0,717;15,7;0,13;0,873;1;2;2,97;2,97;1,87;0,43;112;26,8;0,5;112;26,8;0;3,07;90,7;0,14;0,0366;0,0051;0,0927;0;1610;0;2,05;5,05;0,05;0,1;0,24;0,05;0,06;0;122;0;0;0
VALUES;CIQUAL20028;11;8;26;440;24;0,191;0,3;0,02;0,5;0;0,5;0,9;0,9;3,01;1,7;89,1;21,2;0,1;89,1;21,2;0;1,9;93;0,2;0;0;0;0;12;0;0,2;5;0,06;0,01;0,6;0,232;0,06;0;47,5;0;0;0
VALUES;CIQUAL20118;125;10,8;17,3;270;43,7;0,101;0,2;0,129;0,164;2,2;10;1,13;1,13;1,63;0,5;64,8;15,5;0,3;64,8;15,5;0;2;94,4;0,1;0,028;0,004;0,05;0;14;0;0,32;1,6;0,024;0,04;0,36;0,15;0,116;0;24,9;0;0;0
VALUES;CIQUAL20063;273;15,2;14,8;169;42,9;0,1;0,74;0,03;0,14;0,43;0,15;1,48;1,48;2,8;1,25;98,7;23,6;1,47;98,7;23,6;0;2,65;92,1;0,127;0,0345;0,00657;0,0805;0;56;0;0,29;5,97;0,0377;0,068;0,338;0,081;0,041;0;55;0;0;0
VALUES;CIQUAL20029;226;8,63;22,6;40;41,2;0,0647;0,448;0,087;0,304;0,47;3,49;1,6;1,75;3,5;0,4;119;28,4;0,4;116;27,8;0;2,7;91,7;0,22;0,016;0,008;0,02;0;2;0;0,09;1;0,02;0,03;0,2;0,0715;0,03;0;12;0;0;0
VALUES;CIQUAL20183;24,7;38;110;250;44,2;0,359;1,34;0,252;0,798;1,4;2;3,81;4,18;5,16;3,38;188;44,4;0;181;43;0;1,2;88,9;0,52;0,0793;0,117;0,303;0;75;0;0,163;14,2;0,218;0,147;0,9;0,563;0,133;0;106;0;0;0
VALUES;CIQUAL20062;281;16,7;21,8;115;48,1;0,173;2,15;0,07;0,238;1,9;0,532;1,35;1,35;2,75;0,86;100;23,9;1,5;100;23,9;0;3,1;91,6;0,1;0,0318;0,00308;0,0612;0;87,5;0;0,21;3,45;0,26;0,085;1,4;0,395;0,295;0;28;0;0,15;0
VALUES;CIQUAL20030;144;22,4;36;175;56,3;0,287;0,569;0,0785;0,308;10;5;1,35;1,35;5,08;2,26;140;33,3;2,82;140;33,3;0;3,07;89,7;0,155;0,0491;0,00762;0,0921;0;137;;0,2;8;0,05;0,08;0,34;0,05;0,05;;45;0;0;0,108
VALUES;CIQUAL20071;8;17;33;160;56;0,2;0,6;0,05;0,2;0,4;0,4;1,7;1,7;4,43;1,14;134;32;3,29;134;32;0;3,3;90;0,1;0,0303;0,00505;0,0606;0;334;0;0,12;7;0,05;0,09;0,4;0,049;0,06;0;47,5;0;0;0,123
VALUES;CIQUAL20171;1;6;29;220;21;0,3;0,6;;0,2;1;2;1;1;1,28;1,19;75,6;18,2;0;75,6;18,2;0;1,83;94,7;0,6;0,0395;0,012;0,159;0;5230;0;0,57;5;0,12;0,02;0,6;0,155;0,03;0;55;0;0;0
VALUES;CIQUAL20031;13,2;12,5;21,4;175;44,7;0,26;0,357;0,0368;0,188;7,3;0,86;1,34;1,34;1,39;0,63;57,5;13,6;0;57,5;13,6;0;0,5;95,8;0,2;0,0363;0,0128;0,107;0;2320;0;0,57;3,67;0,0652;0,0748;0,351;0,14;0,0907;0;91;0;0,13;0,16
VALUES;CIQUAL20032;0;0;0;0;0;0,25;0;0,04;0,15;0,1;0,2;1,2;1,2;;0;50,1;12,2;0;50,1;12,2;0;3,07;95;0,14;0;0;0;0;2000;0;0;0;0;0;0;0;0;0;0;0;0;0
VALUES;CIQUAL20499;150;20,2;38,4;198;44,9;0,2;1,28;0,0855;0,328;1,63;1,09;2,07;2,07;5,02;1,99;155;36,9;1,65;155;36,9;0;2,91;88,9;0,293;0,0555;0,0264;0,116;0;970;0;0,393;7,7;0,0701;0,0551;0,559;0,174;0,0752;0;48,4;0;0,0192;0,114
VALUES;CIQUAL20495;84,7;11,8;28,3;150;47,7;0,291;0,119;0,156;0,402;0,743;1,74;0,811;0,811;4,84;3;124;29,6;0,25;124;29,6;0;2,15;91,1;0,295;0,0171;0,00343;0,0508;0;2490;0;0,473;1,86;0,025;0,025;0,255;0,18;0,0366;0;31,1;0;0;0,0394
VALUES;CIQUAL20101;53;24;59;212;25,5;0,244;0,95;0,093;0,45;0,3;5;3,33;3,33;13,5;4;529;127;3;529;127;0;4,7;71,3;5,55;1,66;2,58;0,235;2;500;0;0;10,4;0,122;0,085;1,25;0,163;0,096;0,08;29;0;0;0
VALUES;CIQUAL20051;358;11,1;33;210;35,5;0,131;1;0,0712;0,287;2,2;0,2;1,9;1,9;6,71;2,41;200;47,6;0;200;47,6;0;3;86,7;0,8;0,051;0,016;0,119;0;5670;0;0,77;1;0,04;0,03;0,6;0,143;0,05;0;3;0;0;0
VALUES;CIQUAL20099;7,12;29,1;37,5;382;90,7;0,364;1,9;0,4;0,245;2,2;30;2,02;2,02;1,25;0;87,2;20,9;0,5;87,2;20,9;0;2,12;93,2;0,395;0,0725;0,16;0,118;0;874;;0,75;8,85;0,0665;0,116;0,47;0,255;0,1;0;107;0;0;0
VALUES;CIQUAL20066;235;24,8;43,2;212;5,47;0,11;0,385;0,0359;0,424;0,35;0,712;2,95;2,95;17,8;3,54;436;103;14,3;436;103;0;3,92;72,9;1,39;0,164;0,273;0,509;0;66;0;0,46;3,1;0,04;0,06;1,5;0,22;0,13;0;8;0;0;0,2
VALUES;CIQUAL20049;1;26;77;218;3;0,2;0,45;0,04;0,4;;1;3,41;3,41;16,4;4,77;421;99,9;7,17;421;99,9;0;3,56;74,5;1,5;0,197;0,374;0,603;0;66;0;0,88;7;0,093;0,057;1,68;0,792;0,139;0;57,8;0;0;0
VALUES;CIQUAL20033;11,3;8,68;26;235;37,7;0,108;0,123;0,0421;0,103;1;0,5;0,71;0,71;3,1;2,99;89,8;21,4;0,5;89,8;21,4;0;2,2;93,2;0,2;0,008;0,005;0,042;0;50;0;0,1;7,8;0,05;0,05;0,05;0,21;0,06;0;8,5;0;0;0
VALUES;CIQUAL20064;33,8;9,72;26,4;193;38,7;0,0467;0,258;0,0233;0,107;1,64;5,33;0,945;0,945;2,39;2,19;87,9;21,1;0,196;87,9;21,1;0;2,7;93;0,26;0,0055;0,003;0,0265;0;21,5;0;;18,5;0,045;0,0305;0,535;0,2;0,08;0;14;0;0;0,1
VALUES;CIQUAL20034;39;9,16;29,7;179;31;0,115;0,143;0,13;0,18;6;2,6;1,25;1,25;7,37;5,35;182;43,2;0,5;182;43,2;0;1,42;88,7;0,585;0,0443;0,017;0,0537;0;50;0;0,31;6;0,05;0,05;0,05;0,15;0,1;0;20,5;0;0,21;1,05
VALUES;CIQUAL20035;6,4;12,8;44;218;28,9;0,119;0,21;0,162;0,187;10;1;1,04;1,04;5,36;3,82;127;30,2;0,5;127;30,2;0;1,4;91,5;0,2;0,0235;0,02;0,0555;0;50;;0,15;2,55;0,05;0,05;0,05;0,13;0,09;0;27;0;;1,3
VALUES;CIQUAL20111;4;103;63;390;44;0,349;2,4;0,131;0,2;0,9;0,4;2;2;0,3;;88,2;21,3;0,1;88,2;21,3;0;2,9;93;0,7;0;0;0;0;0;0;0;48;0,04;0,1;0,5;0,041;0,122;0;152;0;0;0
VALUES;CIQUAL20112;3;89;52;321;38;0,2;2,08;0,1;0,2;0,8;0,2;1,83;1,83;2,93;2,8;92;22;0,1;92;22;0;0,7;93,6;0,14;0,0254;0,00896;0,0749;0;2150;0;0;26,3;0,03;0,09;0,41;0,03;0,1;0;94;0;0;0
VALUES;CIQUAL20036;259;20,2;49;103;23,9;0,23;1,48;0,105;0,671;0,005;2,03;5,36;5,36;12,7;1,77;368;87,3;6,51;368;87,3;0;5,75;74,7;0,4;0,149;0,112;0,123;0;371;0;0,22;12;0,12;0,08;1,42;0,157;0,0515;0;49,5;0;0;0,5
VALUES;CIQUAL20037;167;31,6;96;133;33,5;0,4;1,19;0,181;0,827;0,95;2;5,18;5,18;8,27;3,86;297;70,8;2,8;297;70,8;0;6;79,2;0,555;0,039;0,019;0,102;0;414;;0,21;8,9;0,13;0,05;0,4;0,05;0,05;;44;0;0;0
VALUES;CIQUAL20093;244;18;53,5;127;29;0,357;1,18;0,103;0,58;0;2;2,78;2,78;8,92;4,49;225;53,4;3,5;225;53,4;0;2;85,1;0,285;0,049;0,023;0,129;0;3000;;;3,75;0,067;0,0515;0,941;0,12;0,069;0;18;0;0;0
VALUES;CIQUAL20038;44,3;13,2;66;397;62,2;0,163;3,1;0,0667;0,212;2,2;0,4;2,85;2,85;6,9;0,71;219;52;0;219;52;0;2,7;85,3;0,85;0,085;0,007;0,153;0;5850;0;0;37,5;0,19;0,2;0,803;0,084;0,251;0;191;0;0;0
VALUES;CIQUAL20039;11,2;8,02;32,9;281;27,4;0,123;0,752;0,045;0,218;0,658;0,273;2,08;2,08;3,35;3,35;122;29,2;0;122;29,2;0;2,46;90,9;0,28;0,0463;0,006;0,139;0;140;0;0,92;17;0,08;0,08;0,533;0,13;0,347;0;91,5;0;0;0,44
VALUES;CIQUAL20040;3;8,44;20;148;25,3;0,2;0,759;0,211;0,2;1;0,2;0,81;0,81;3,28;2,11;103;24,6;0,5;103;24,6;0;3,2;92,1;0,2;0,027;0,003;0,111;0;94;0;0,495;4,15;0,05;0,05;0,05;0,05;0,06;0;54,5;0;0;0,53
VALUES;CIQUAL20087;6,76;10,9;26,7;187;8,72;0,15;0,395;0,045;0,14;19,2;1;1;1;5,73;4,2;144;34,3;0;144;34,3;0;1,9;90,4;0,4;0,055;0,0075;0,148;0;790;0;0,8;162;0,01;0,03;1,3;0,08;0,36;0;31;0;0;0
VALUES;CIQUAL20088;686;14;26;180;9;0,1;0,63;0,01;0,2;;1;1,1;1,1;5,74;4,39;141;33,4;0;141;33,4;0;1,2;89,5;0,4;0,0455;0,011;0,138;0;1520;0;0,9;81;0,01;0,03;0,9;0,06;0,31;0;11;0;0;0
VALUES;CIQUAL20085;10,7;9,59;16,6;159;11;0,0938;0,315;0,0533;0,117;6,7;0,7;0,8;0,8;3,08;1,93;89,2;21,3;0;89,2;21,3;0;1,52;93,9;0,3;0,0565;0,008;0,106;0;208;0;0,8;120;0,0455;0,0265;0,54;0,08;0,3;0;33;0;0;0
VALUES;CIQUAL20086;70;10;23;140;9;0,1;0,4;0,03;0,2;;1;1;1;4,39;3,19;120;28,5;0;120;28,5;0;1,2;92,6;0,5;0,029;0,013;0,106;0;264;0;0,8;69;0,01;0,02;;0,079;0,26;0;19;0;0;0
