COLUMNS;id;bcpg:hierarchy1;bcpg:hierarchy2;cm:name;bcpg:legalName;Energie kJ, étiquetage;Energie kcal, étiquetage;Energie kJ;Energie kcal;Eau;Protéines;Protéines brutes (N x 6.25);Glucides;Lipides;Sucres;Amidon;Fibres alimentaires;Polyols totaux;Résidu à sec;Alcool (éthanol);Acides organiques;AG saturés;AG monoinsaturés;AG polyinsaturés;AG 4:0, butyrique;AG 6:0, caproïque;AG 8:0, caprylique;AG 10:0, caprique;AG 12:0, laurique;AG 14:0, myristique;AG 16:0, palmitique;AG 18:0, stéarique;AG 18:1 9c (n-9), oléique;AG 18:2 9c,12c (n-6), linoléique;AG 18:3 c9,c12,c15 (n-3), alpha-linolénique;AG 20:4 5c,8c,11c,14c (n-6), arachidonique;AG 20:5 5c,8c,11c,14c,17c (n-3), EPA;AG 22:6 4c,7c,10c,13c,16c,19c (n-3), DHA;Cholestérol;Sel;Calcium;Chlorure;Cuivre;Fer;Iode;Magnésium;Manganèse;Phosphore;Potassium;Sélénium;Sodium;Zinc;Rétinol;Bêtacarotène;Vitamine D;Activité vitaminique E (en équivalents alpha-tocophérol);Vitamine K1;Vitamine K2;Vitamine C totale;Vitamine B1 ou Thiamine;Vitamine B2 ou Riboflavine;Vitamine B3 ou PP ou Niacine;Vitamine B5 ou Acide pantothénique;Vitamine B6 ou Pyridoxine;Vitamine B9 ou Folates totaux;Vitamine B12 ou Cobalamines
VALUES;8512;CIQUAL;Autres spécialités charcutières;Andouille de Vire;Andouille de Vire;989;238;989;238;;19;19;;18;0;;;0;;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
VALUES;8550;CIQUAL;Autres spécialités charcutières;Andouillette, crue;Andouillette, crue;934;225;934;225;63;18,8;18,8;0,33;16,3;0,5;0,33;0,71;0;1,76;0;0;6,94;6,22;1,72;;;;0,014;0,02;0,22;3,84;2,71;;1,26;0,12;;;;284;1,46;34,1;;0,28;1,67;2;12,5;0,16;112;55,6;18,3;584;2,6;;0;0,25;0,39;;;;0,028;0,15;0,81;;0,1;1,2;0,49
VALUES;8551;CIQUAL;Autres spécialités charcutières;Andouillette, sautée/poêlée;Andouillette, sautée/poêlée;1250;302;1250;302;48,7;24,5;24,5;0,54;22,3;0,2;1;1;0;3,48;0;0;11,1;8,37;2,85;0,02;0,02;0,02;0,02;0,02;0,58;6,84;3,5;7,76;2,27;0,2;0,25;;;344;2,73;35,6;;0,2;2,3;15;9,6;0,1;98,3;64;19;1090;4,3;52;30;0,5;0,41;;;1;0,035;0,15;0,96;0,24;0,09;20;0,91
VALUES;8552;CIQUAL;Autres spécialités charcutières;Andouillette de Troyes, crue;Andouillette de Troyes, crue;1050;252;1050;252;59,9;19,7;19,7;0;19;0,5;;0,9;0;2,4;0;0;7,91;6,93;2,3;;;;0,02;0,02;0,26;4,44;3,08;;1,75;0,12;;;;310;1,97;26,1;;0,2;2,8;;9,4;0,2;110;58,4;22;830;2,6;;;0,25;0,55;;;;0,02;;0,8;;0,1;2;0,5
VALUES;8703;CIQUAL;Autres spécialités charcutières;Boudin noir, rayon frais;Boudin noir, rayon frais;1230;297;1230;297;57,2;12,2;12,2;0,29;27,1;0,2;0,098;1,42;0;1,85;0;0;9,57;10,9;3,5;0,06;0,05;0,03;0,038;0,04;0,36;5,78;3,15;;2,92;0,22;;;;82,5;1,29;22,4;;0,3;17,4;5;6,84;0,2;137;162;8;574;0,37;;;0,25;0,12;;;;0,034;0,13;0,41;;0,1;2,22;0,19
VALUES;8704;CIQUAL;Autres spécialités charcutières;Boudin noir, sauté/poêlé;Boudin noir, sauté/poêlé;1160;279;1160;279;53,9;14,8;14,8;5,35;21,7;3,9;0,5;2;0;2,36;0;0;11,4;7,3;1,94;0,14;0,083;0,16;0,21;0,98;0,78;7,5;1,51;7,17;1,69;0,21;0,021;0;0;73,8;1,87;27,2;1150;0,1;22,8;40;8,5;0,1;27,2;155;11;749;0,7;7;80;0,75;0,13;0;;0;0,052;0,062;0,53;0,16;0,094;25,4;0,2
VALUES;8800;CIQUAL;Autres spécialités charcutières;Boudin blanc, sauté/poêlé;Boudin blanc, sauté/poêlé;;;;;60,1;9,89;9,89;4,6;17,1;2;;;0;2,23;0;0;6,6;8,56;;;0,014;0,0069;0,028;0,033;0,32;4,11;1,71;8,06;1,89;0,11;0,031;;0,019;61,4;1,64;43,8;85;0,1;0,45;35,1;10,9;0,1;134;160;5;655;0,9;14;0;0,61;0,46;;;0,5;0,16;0,14;1,87;0,38;0,11;20,7;0,54
VALUES;8803;CIQUAL;Autres spécialités charcutières;Boudin blanc truffé, cru;Boudin blanc truffé, cru;1020;244;1020;244;58,8;11,3;11,3;9,01;17,8;1,7;;1,4;0;1,69;0;0;7,4;;;;;;;;;;;;;;;;;;1,48;54;;;1,9;;15,1;;;142;;711;1,3;;;;;;;;;;;;;;
VALUES;25610;CIQUAL;Autres spécialités charcutières;Museau de boeuf en vinaigrette;Museau de boeuf en vinaigrette;694;167;694;167;;11,3;11,3;1;13,1;0,5;;;0;1,59;0;0;1,5;;;;;;;;;;;;;;;;;;1,59;;;;;;;;;;;634;;;;;;;;;;;;;;;
VALUES;28501;CIQUAL;Autres spécialités charcutières;Lardon nature, cru;Lardon nature, cru;1110;269;1110;269;56,9;16,6;16,6;0,78;22,1;0,78;;0,38;0;4,15;0;0;7,91;10,4;2,74;;;0,12;0,018;0,019;0,28;4,89;2,58;8,68;2,22;0,18;0,068;0;0,004;60,7;2,72;20;;0,35;0,42;0,95;15,6;0,2;147;540;5,77;1130;1,67;0;;0,75;0,3;0;;0,8;0,42;0,16;4,87;0,4;0,21;2;0,38
VALUES;28502;CIQUAL;Autres spécialités charcutières;Poitrine de porc, fumée, crue;Poitrine de porc, fumée, crue;1250;303;1250;303;53,9;15,6;15,6;0,75;26,1;0,75;;1;0;4,18;0;0;9,39;10,5;2,47;;;;;0,025;0,31;5,14;2,34;10,2;2,22;0,18;0,067;0;0;;2,41;;;;;;;;;;;956;;;;;;;;;;;;;;;
VALUES;28503;CIQUAL;Autres spécialités charcutières;Bresaola;Bresaola;737;175;737;175;57,1;31,6;31,6;2,35;4,3;0;0;0;0;4,66;0;0;2,04;1,91;0,15;;;;;;;;;;;;;;;65;3,46;35;;;7,1;;;;200;323;;1390;4,1;;0;0,5;0,13;;;0;0,12;0,6;2,4;;0,53;19;
VALUES;28504;CIQUAL;Autres spécialités charcutières;Lardon nature, cuit;Lardon nature, cuit;1340;324;1340;324;51,3;23,8;23,8;2;24,5;;0;0;0;3,41;0;0;12,6;8,12;2,6;0,024;0,024;0,024;0,023;0,029;0,38;6,22;3,08;8,12;2,41;0,024;0,12;;;80,6;3,8;7,5;;0,1;0,5;12;22;0,1;156;572;12;1650;2,1;2;4;0,5;0,24;;;;0,59;0,16;6,9;0,8;0,42;16;0,67
VALUES;28530;CIQUAL;Autres spécialités charcutières;Oreille de porc demi-sel;Oreille de porc demi-sel;951;228;951;228;61,3;22,5;22,5;0,6;15,1;;;0;0;0,6;0;0;5,39;6,86;1,61;0;0;0;0;0,01;0,2;3,38;1,8;;;;;0;0;82;0,48;21;;0,006;2,4;;7;0,012;41;55;;191;0,19;0;;;;;;0;0,08;0,11;0,78;0,068;0,02;0;0,07
VALUES;28540;CIQUAL;Autres spécialités charcutières;Pied de porc demi-sel;Pied de porc demi-sel;568;137;568;137;75;11,6;11,6;0;10;0;;0;0;3,35;0;0;2,95;5,68;0,78;0;0;0;0;0;0,12;2,08;0,7;5,16;0,64;0,028;;0;0;83;2,37;32;;0,037;0,31;;11;0,022;87;13;;946;0,2;11;0;0,4;0,21;0;;0;0,006;0,015;0,22;0,26;0,007;1;0,21
VALUES;28550;CIQUAL;Autres spécialités charcutières;Poitrine de porc demi-sel;Poitrine de porc demi-sel;1120;271;1120;271;56,5;16,8;16,8;1,51;22;0,6;;0;0;3,22;0;0;8,3;9,95;2,72;;;;;;;;;;2,59;0,13;;;;;2;8,4;3330;0,05;0,52;;16;;208;256;;790;1,68;;;;0,34;;;;0,85;0,24;10,2;;0,3;2,19;0,83
VALUES;28720;CIQUAL;Autres spécialités charcutières;Lardon fumé, cru;Lardon fumé, cru;1140;275;1140;275;55,3;16,7;16,7;0,92;22,6;0,8;;0,34;0;4,15;0;0;8;9,49;2,63;0,05;0,05;0,05;0,022;0,021;0,27;4,64;3,05;8,7;2,36;0,19;0,069;0;0,0035;60,1;2,63;18,2;1760;0,1;0,6;11,1;23,8;0,1;122;596;5;1100;1,2;2;0;0,48;0,19;0;;0,9;0,38;0,11;4,9;0,44;0,25;21,1;0,42
VALUES;28725;CIQUAL;Autres spécialités charcutières;Lardon fumé, cuit;Lardon fumé, cuit;1150;277;1150;277;54,6;14,7;14,7;4,8;22,1;0,9;;0;0;3,78;0;0;8,25;9,52;2,98;;;;0,021;0,021;0,28;4,88;2,81;8,79;2,63;0,2;;;;55,5;2,59;10;;0,054;0,82;;21;0,027;296;428;;1040;1,7;0;0;1,1;0,34;0;;0;0,43;0,2;6,92;0,52;0,45;4;0,78
VALUES;28860;CIQUAL;Autres spécialités charcutières;Viande des Grisons;Viande des Grisons;874;207;874;207;49,5;38,9;38,9;0,56;5,47;0,56;;0;0;5,5;0;0;2,52;1,25;0,098;;;;;0,0052;0,14;1,47;0,72;1,25;0,087;0,011;;;;91,9;3,83;30,8;2310;0,15;1,8;53,8;46,6;0,1;278;660;9;1530;5,9;3;;0,5;0,01;;;0,5;0,062;0,26;11,8;1,33;0,7;33,9;2,39
VALUES;28927;CIQUAL;Autres spécialités charcutières;Haché de volaille;Haché de volaille;575;137;575;137;;17,7;17,7;3,5;5,68;1,4;;0,63;0;1,3;0;0;1,88;;;;;;;;;;;;;;;;;;1,3;;;;;;;;;;;550;;;;;;;;;;;;;;;
VALUES;28976;CIQUAL;Autres spécialités charcutières;Rôti de volaille en salaison, cuit;Rôti de volaille en salaison, cuit;464;110;464;110;;22;22;1,28;1,73;0,97;;0,44;0;2;0;0;0,55;;;;;;;;;;;;;;;;;;2;;;;;;;;;;;806;;;;;;;;;;;;;;;
VALUES;30315;CIQUAL;Autres spécialités charcutières;Chorizo;Chorizo;1790;431;1790;431;32,9;23,5;23,5;2,64;36,1;2,01;;0,93;0;3,92;0;0;14,3;16,9;3,18;0;0;0;0,037;0,039;0,7;9,02;4,49;16,3;2,94;0,16;0,078;0;0;88;4,24;8;;0,08;1,59;7;18;0,04;150;398;;1690;3,41;0;0;1,5;0,22;1,6;;0;0,63;0,3;5,13;1,12;0,53;2;2
VALUES;30350;CIQUAL;Autres spécialités charcutières;Salami;Salami;1940;467;1940;467;30;16,3;16,3;8,29;41;0,83;;;0;4,43;0;0;14,2;19,4;5,5;0,05;0,05;0,05;0,037;0,037;0,51;8,86;4,73;18,8;3,75;0,42;0;0;0;79,8;4,02;13,9;2020;0,14;1,7;7,87;13;0,1;170;205;6,55;1580;1,9;9;0;1,04;0,26;1,8;9;17;0,18;0,18;3,12;0,91;0,18;3,23;2,28
VALUES;30351;CIQUAL;Autres spécialités charcutières;Salami pur porc;Salami pur porc;1660;400;1660;400;36,2;22,6;22,6;1,6;33,7;0;;0;0;5,92;0;0;11,9;16;3,74;0;0;0;0;0;0,52;7,64;3,56;;;;;0;0;79;5,65;13;;0,16;1,3;;22;0,07;229;378;;2260;4,2;0;;;;;;0;0,93;0,33;5,6;1,06;0,55;2;2,8
VALUES;30352;CIQUAL;Autres spécialités charcutières;Salami porc et boeuf;Salami porc et boeuf;1460;351;1460;351;43,2;21,5;21,5;1,56;28,8;0,61;;0;0;5,02;0;0;10,4;12,9;3,71;0;0;0,002;0,048;0,026;0,49;6,33;3,27;11,4;3,11;0,15;;0,004;0,007;98,5;4,37;19,5;;0,23;1,46;;19,5;0,96;192;340;;1750;2,8;11;0;0,95;0,43;3,2;;0;0,38;0,28;6,08;1,11;0,45;3;1,34
VALUES;30366;CIQUAL;Autres spécialités charcutières;Salami type danois;Salami type danois;1830;442;1830;442;35,3;17,1;17,1;2,36;40,5;0,56;;0;0;4,75;0;0;15,4;17,8;5,3;;;;;;;;;;;;;;;75;3,95;;;;;;;;;;;1580;;;;;;;;;;;;;;;
VALUES;30700;CIQUAL;Autres spécialités charcutières;Saucisson à l'ail;Saucisson à l'ail;1140;276;1140;276;57,2;15;15;0,56;23,6;0,56;;0,63;0;3;0;0;9,92;10,7;2,87;0,05;0,05;0,05;0,023;0,023;0,32;5,53;2,96;;;0,18;;;;;2;9;1220;;2,3;7;9;;174;230;;783;;;;;;;;5;0,16;0,22;2,6;;;;
VALUES;30701;CIQUAL;Autres spécialités charcutières;Saucisson cuit pur porc;Saucisson cuit pur porc;1330;322;1330;322;52,1;13,8;13,8;1,3;29;0;;;0;1,9;0;0;;;;;;;;;;;;;;;;;;;1,9;;1280;;;;;;;;;;;;;;;;;5;;;;;;;
VALUES;30705;CIQUAL;Autres spécialités charcutières;Saucisson de Paris;Saucisson de Paris;1430;346;1430;346;50,6;12,5;12,5;0,6;32,7;0,5;;;0;1,87;0;0;3,5;;;;;;;;;;;;;;;;;;1,73;;1400;;;;;;140;;;691;;;;;;;;;;;;;;;
VALUES;30706;CIQUAL;Autres spécialités charcutières;Saucisson de Paris, fumé;Saucisson de Paris, fumé;1190;288;1190;288;57,3;13,7;13,7;0,6;25,6;0;;;0;;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;90;;;;;;;;;;;;;;;;;;
VALUES;30707;CIQUAL;Autres spécialités charcutières;Saucisson brioché, cuit;Saucisson brioché, cuit;1260;303;1260;303;42,4;14,7;14,7;20,9;17,4;3,8;15,8;2;0;2,64;0;0;8,6;6,37;1,58;0,18;0,11;0,065;0,15;0,16;0,65;4,25;1,73;6,01;1,41;0,13;0,031;0,0081;0,016;86,4;1,38;19;1230;0,09;1,1;20;21;0,22;160;240;50;550;1,7;49,7;;;0,76;0,8;;;0,3;0,14;2,66;1,02;0,18;12;0,54
VALUES;30730;CIQUAL;Autres spécialités charcutières;Cervelas;Cervelas;1130;274;1130;274;61,1;11,9;11,9;0,63;24,8;0,63;;0,4;0;2,92;0;0;9,37;9,91;4,34;;;;0,021;0,025;0,36;6,21;2,75;9,91;3,28;0,27;0,045;;;66,8;1,95;32,6;1340;0,11;0,5;37,9;20,4;0,1;197;187;5;763;1;3;0;0,5;0,56;;;18,1;0,21;0,11;3,43;0,43;0,17;32,9;0,61
VALUES;30731;CIQUAL;Autres spécialités charcutières;Cervelas obernois;Cervelas obernois;1260;305;1260;305;;13;13;1;27,5;0,6;;0,6;0;2;0;0;11,5;;;;;;;;;;;;;;;;;;2;;;;0,5;;;;;;;800;;;;;;;;;;;;;;;
VALUES;30732;CIQUAL;Autres spécialités charcutières;Cervelas à l'ail, pur porc;Cervelas à l'ail, pur porc;1260;305;1260;305;55,3;13;13;0,2;28;0;;;0;;0;0;;;;;;;;;;;;;;;;;;;;;1460;;;;;;;;;;;;;;;;;;;;;;;;
VALUES;30789;CIQUAL;Autres spécialités charcutières;Mortadelle;Mortadelle;1250;301;1250;301;55,1;15;15;0,27;26,7;0;;0;0,016;2,97;0;0;10,6;11,5;;;;;0,025;0,025;0,39;6,42;3,33;11,5;2,32;0,089;0,038;;;72,5;2,13;36,5;1340;0,1;0,8;27,8;26,9;0,1;127;270;5;851;1,5;7;;0,78;0,5;;;;0,33;0,16;4,09;0,52;0,25;31,5;0,68
VALUES;30790;CIQUAL;Autres spécialités charcutières;Mortadelle, pur porc;Mortadelle, pur porc;1280;310;1280;310;52,3;14,8;14,8;4,46;25,8;1;0;0;0,016;2,58;0;0;9,85;11,3;3,48;;;;;;;;;;;;;;;70;2,14;19;;;1,1;;;;180;236;;850;1,6;;0;;0,09;;;0;0,19;0,26;3,6;;0,08;4;
VALUES;30791;CIQUAL;Autres spécialités charcutières;Mortadelle, porc et boeuf;Mortadelle, porc et boeuf;1270;306;1270;306;52,3;16,4;16,4;3,05;25,4;0;0;0;0;2,89;0;0;9,51;11,4;3,12;0;0;0;0,12;0,07;0,51;5,43;3,23;;;;;0;0;56;3,12;18;1570;0,06;1,4;;11;0,03;97;163;;1250;2,1;0;0;1;0,22;1,6;;0;0,12;0,15;2,67;0,44;0,13;3;1,48
VALUES;30797;CIQUAL;Autres spécialités charcutières;Mortadelle pistachée pur porc;Mortadelle pistachée pur porc;1310;318;1310;318;54,5;14,4;14,4;0,49;28,2;0,48;;1,97;0,016;2,88;0;0;11,4;12,1;3,5;;;;;;;;;;;;;;;;2,08;;1460;;;;;;;;;822;;;;;;;;;;;;;;;
VALUES;26001;CIQUAL;Poissons et batraciens crus;Bar rayé ou bar d'Amérique, cru;Bar rayé ou bar d'Amérique, cru;477;113;477;113;74,6;20,3;20,3;;3,58;0;;0;0;1,5;0;0;0,76;1,31;1,07;0;0;0;0;0;0,08;0,58;0,1;;;;;0,24;0,47;78,3;0,19;66;;0,081;1,41;60;36;0,68;218;356;;76,3;0,63;30,7;;;;;;2,05;0,087;0,065;1,62;0,79;0,19;13,7;2,71
VALUES;26006;CIQUAL;Poissons et batraciens crus;Lieu ou colin d'Alaska, cru;Lieu ou colin d'Alaska, cru;304;71,8;304;71,8;81,2;16,3;16,3;;0,72;0;0;0,2;0;1,33;0;0;0,029;0,016;0,055;0,0001;0,0001;0,0001;0,0001;0,0001;0,001;0,019;0,005;0,007;0,00019;0,00019;0,00019;0,011;0,043;48,4;0,5;13,9;297;0,039;0,4;69;37,4;0,014;160;296;15,3;199;0,41;4;0;1,1;0,36;0,1;;0;0,07;0,07;1,1;0,16;0,14;3;2,3
VALUES;26009;CIQUAL;Poissons et batraciens crus;Flétan de l'Atlantique ou flétan blanc, cru;Flétan de l'Atlantique ou flétan blanc, cru;419;99,1;419;99,1;75,7;21,5;21,5;;1,45;0;0;0;0;0,95;0;0;0,23;0,45;0,62;;;;;;0,042;0,16;0,037;0,32;0,021;0,047;0,11;0,16;0,28;49,5;0,16;15;;0,2;0,5;12,6;23;0,01;220;398;;64;0,5;33;0;;0,64;;;0;0,04;0,045;4;0,28;0,42;12;0,96
VALUES;26011;CIQUAL;Poissons et batraciens crus;Hareng, cru;Hareng, cru;687;165;687;165;71,9;17,7;17,7;;10,4;0;0;0;0;1,43;0;0;2,57;5,24;2,38;0;0;0;0,0044;0,011;0,89;1,53;0,13;1,23;0,24;0,15;;0,65;1,1;59,8;0,2;84;492;0,085;1,17;36;29;0,023;292;331;28,9;80;0,92;29,2;0;7,45;1,44;0,45;0,21;0,5;0,064;0,24;3,91;0,86;0,37;10;11
VALUES;26018;CIQUAL;Poissons et batraciens crus;Lotte ou baudroie, crue;Lotte ou baudroie, crue;290;68,5;290;68,5;83,2;14,8;14,8;;0,99;0;;0,25;0;1,24;0;0;0,18;0,15;0,37;;;;;0;0;0,072;0,026;;0,0076;0,004;0,007;0,053;0,13;32,3;0,23;19,3;370;0,028;0,31;37;21;0,024;200;400;34,5;90,8;0,41;12;;4,3;0;;;1;0,025;0,06;2,1;0,15;0,24;7;0,9
VALUES;26036;CIQUAL;Poissons et batraciens crus;Saumon, cru, élevage;Saumon, cru, élevage;799;192;799;192;67,2;20,5;20,5;;12,2;0;0;0,33;0;1,2;0;0;2,13;4,79;4,14;0;0;0;0;0,008;0,4;1,25;0,31;2,56;1,15;0,32;0,018;0,61;0,86;53,6;0,16;5,59;73,2;0,1;0,4;9,1;27,2;0,1;180;362;16,5;47,8;0,36;4,53;0,008;4,22;2,07;0,3;0,5;1,8;0,21;0,076;7,85;0,96;0,57;20,8;4,03
VALUES;26042;CIQUAL;Poissons et batraciens crus;Turbot sauvage, cru;Turbot sauvage, cru;373;88,4;373;88,4;77;16,6;16,6;;2,43;0;;0;0;2,1;0;0;0,72;0,54;0,71;;;;;;;;;;;;;;;48;0,38;18;140;0,037;0,36;35;51;0,017;129;238;47,3;150;0,22;11;;;0;;;1,7;0,066;0,08;2,2;0,57;0,21;8;2,2
VALUES;26043;CIQUAL;Poissons et batraciens crus;Cabillaud, cru;Cabillaud, cru;329;77,7;329;77,7;79,8;18,1;18,1;;0,56;0;;0,25;0;1,1;0;0;0,1;0,067;0,22;0;0;0;0;0;0,0024;0,072;0,019;0,03;0,003;0,001;;0,05;0,13;43,6;0,24;4,11;112;0,1;0,49;105;26;0,1;164;359;125;66,6;0,38;2;0;1,35;0,55;0,1;;1;0,04;0,046;2,24;0,14;0,16;21,2;1,31
VALUES;26044;CIQUAL;Poissons et batraciens crus;Merlu, cru;Merlu, cru;332;78,4;332;78,4;82;17,4;17,4;;1;0;0;0;0;1,53;0;0;0,2;0,57;0,04;;;;;;0,01;0,16;0,032;;0,00066;0;0,0012;0,0074;0,031;35;0,26;41;83;0,017;1;45;22,9;0,035;142;365;36;102;0,33;;0;4,3;0,19;0;;0;0,1;0,2;1,7;0;0,18;9;1
VALUES;26047;CIQUAL;Poissons et batraciens crus;Lieu noir, surgelé, cru;Lieu noir, surgelé, cru;350;82,4;350;82,4;78,3;19,8;19,8;;0,37;0;;0;0;1,3;0;0;0,074;0,066;0,11;;;;;0;0,0041;0,051;0,016;0,037;0,003;0,0012;;0,023;;71;0,11;22;;0,03;0,61;82,5;14;0,01;170;440;19,8;44;0,34;6;;0,89;0,36;0;;0;0,05;0,1;1,6;;0,12;10;2,79
VALUES;26048;CIQUAL;Poissons et batraciens crus;Merlu, filet, surgelé, cru;Merlu, filet, surgelé, cru;346;82;346;82;80,1;15,1;15,1;;2,4;0;;0;0;0,55;0;0;0,6;;;;;;;;;;;;;;;;;;0,41;12,5;;0,03;0,16;21;36,8;;39,2;57,9;32,7;262;0,13;;;;;;;;;;;;;;
VALUES;26051;CIQUAL;Poissons et batraciens crus;Maquereau, cru;Maquereau, cru;808;194;808;194;66,4;18,1;18,1;;13,5;0;0;0;0;1,12;0;0;3,22;4,03;3,91;0;0;0;0;0,004;0,46;2,14;0,46;1,86;0,13;0,12;0,12;0,91;1,56;49,7;0,16;4,92;82;0,1;0,48;87,2;28,4;0,1;190;340;37,6;64;0,6;56,6;0;6,44;1,41;3,6;0,4;0,4;0,086;0,19;9,13;0,32;0,53;11,3;4,9
VALUES;26052;CIQUAL;Poissons et batraciens crus;Raie, crue;Raie, crue;382;89,9;382;89,9;76,8;21,4;21,4;;0,47;0;0;0;0;1,3;0;0;0,12;0,074;0,16;;;;;0;0,0014;0,084;0,025;0,034;0,003;0,001;;0,011;0,11;45,6;0,35;11,8;210;0,1;0,23;23,6;23,1;0,1;136;279;27,8;139;0,41;1,2;0;0,36;0,31;;;0;0,04;0,05;3,44;0,15;0,19;5;1,13
VALUES;26053;CIQUAL;Poissons et batraciens crus;Thon, cru;Thon, cru;477;112;477;112;70,8;26,1;26,1;;0,91;0;0;0;0;1,3;0;0;0,26;0,16;0,29;;;;;0;0,011;0,053;0,2;0,13;;0,0013;0,061;0,046;0,19;47;0,11;10;0;0,051;1,5;23,7;50;0,03;200;363;85,8;43;0,08;372;0;2,9;1,2;;;2,6;0,16;0,08;8,5;0,66;1;15;4,8
VALUES;26055;CIQUAL;Poissons et batraciens crus;Carrelet ou plie, cru;Carrelet ou plie, cru;343;80,9;343;80,9;79,3;18,1;18,1;;0,94;0;;0;0;1,2;0;0;0,13;0,26;0,26;0;0;0;0;0;0;0,13;0;0,25;0;0;;0,089;0,17;60;0,23;45;;0,052;0,3;34;22;0,04;220;321;28,9;92;0,68;16;;3;0,8;0,2;2,2;1,5;0,21;0,21;4;0,8;0,31;14;1,59
VALUES;26057;CIQUAL;Poissons et batraciens crus;Limande, crue;Limande, crue;342;80,8;342;80,8;79,7;18,3;18,3;;0,85;0;;0;0;0,96;0;0;0,16;0,18;0,2;;;;;;0,013;0,11;0,024;0,084;0,0027;0,00074;;0,043;0,16;49,8;0,28;27;0;0,17;0,3;30;24;0,04;176;262;13,8;111;0,46;14,4;;0,5;0,4;0;;1;0,1;0,084;2,64;0,54;0,23;5;1,5
VALUES;26058;CIQUAL;Poissons et batraciens crus;Sole, crue;Sole, crue;328;77,3;328;77,3;80,1;18;18;;0,6;0;0;0;0;1,26;0;0;0,13;0,1;0,16;;;;;;0,009;0,082;0,026;0,037;0,003;0,00052;0,057;0,019;0,081;51,8;0,19;22,5;142;0,1;0,35;88,2;26,9;0,1;170;349;23;76,3;0,42;5;0;0,75;0,47;0;;;0,046;0,077;3,51;0,24;0,26;10;1,91
VALUES;26063;CIQUAL;Poissons et batraciens crus;Rascasse, crue;Rascasse, crue;404;95,6;404;95,6;78,8;18,8;18,8;;2,27;0;;0;0;1;0;0;0,41;0,35;0,83;;;;;;0,054;0,35;;0,35;;;;0,077;0,32;;;61;;0,5;;11;21;0,3;;465;;;1,8;;0;4,3;;;;;;;;;;;
VALUES;26064;CIQUAL;Poissons et batraciens crus;Thon albacore ou thon jaune, cru;Thon albacore ou thon jaune, cru;440;104;440;104;72,4;24,4;24,4;;0,7;0;;0;0;1,47;0;0;0,17;0,12;0,15;0;0;0;0;0,001;0,009;0,11;0,045;0,08;0,006;0,002;;0,012;0,088;43;0,12;10;;0,044;0,99;23,7;42,5;0,021;239;402;79,6;41,7;0,23;195;0;2,3;0,72;0,1;;2,6;0,14;0,098;13,5;0,47;0,97;8,5;3,44
VALUES;26065;CIQUAL;Poissons et batraciens crus;Sardine, crue;Sardine, crue;826;198;826;198;64;19,3;19,3;;13,5;0;0;0;0;3,26;0;0;5,01;1,2;5,82;;;;;0;0,13;3,03;0,61;0,019;0,21;0,77;;1,92;2,61;58,4;0,025;57,5;130;0,053;1,67;30;36;0,33;286;584;55,4;101;0,81;28;;14;0,28;;;2,5;0,038;0,23;7,56;0,81;0,47;3,18;8,6
VALUES;26068;CIQUAL;Poissons et batraciens crus;Thon listao ou Bonite à ventre rayé, cru;Thon listao ou Bonite à ventre rayé, cru;411;97,1;411;97,1;73;22;22;;1,01;0;;0;0;1,3;0;0;0,33;0,19;0,32;;;;;;0,04;0,23;0,055;;;;;0,071;0,19;47;0,093;29;;0,086;1,25;;34;0,015;222;407;;37;0,82;16;;;;;;1;0,033;0,1;15,4;0,42;0,85;9;1,9
VALUES;26069;CIQUAL;Poissons et batraciens crus;Thon rouge, cru;Thon rouge, cru;649;155;649;155;68,1;23,3;23,3;;6,81;0;;0;0;1,18;0;0;1,26;1,6;1,43;0;0;0;0;0;0,14;0,81;0,31;;;;;0,28;0,89;38;0,098;8;;0,086;1,02;;50;0,015;254;252;73,4;39;0,6;655;0;5,7;1;0;;0;0,24;0,25;8,65;1,05;0,46;2;9,43
VALUES;26072;CIQUAL;Poissons et batraciens crus;Bar commun ou loup, cru, sans précision;Bar commun ou loup, cru, sans précision;444;106;444;106;77,5;18,3;18,3;;3,6;0;;0;0;1,27;0;0;0,59;0,52;0,5;;;;;0;0,063;0,39;0,1;0,45;0,072;;;0,18;0,24;74,7;0,27;134;0;;2,3;13,7;25;0,01;213;399;;108;0,3;7,5;0;;0,5;;;;0,11;0,16;3;0;0,32;9;3,34
VALUES;26074;CIQUAL;Poissons et batraciens crus;Roussette ou petite roussette ou saumonette, crue;Roussette ou petite roussette ou saumonette, crue;415;97,8;415;97,8;75,2;23,3;23,3;;0,5;0;;0;0;1,08;0;0;0,11;0,087;0,13;0;0;0;;0;0,0014;0,078;0,028;0,037;0,0032;0,00046;;0,012;0,086;29,8;0,31;11,7;0;0,1;0,37;26,2;20,9;0,1;147;258;28,8;125;0,87;2;0;0,5;0,65;0,1;;0;0,025;0,083;3,14;0,2;0,25;3,1;1,95
