COLUMNS;id;bcpg:hierarchy1;bcpg:hierarchy2;cm:name;bcpg:legalName;Energie kJ, étiquetage;Energie kcal, étiquetage;Energie kJ;Energie kcal;Eau;Protéines;Protéines brutes (N x 6.25);Glucides;Lipides;Sucres;Amidon;Fibres alimentaires;Polyols totaux;Résidu à sec;Alcool (éthanol);Acides organiques;AG saturés;AG monoinsaturés;AG polyinsaturés;AG 4:0, butyrique;AG 6:0, caproïque;AG 8:0, caprylique;AG 10:0, caprique;AG 12:0, laurique;AG 14:0, myristique;AG 16:0, palmitique;AG 18:0, stéarique;AG 18:1 9c (n-9), oléique;AG 18:2 9c,12c (n-6), linoléique;AG 18:3 c9,c12,c15 (n-3), alpha-linolénique;AG 20:4 5c,8c,11c,14c (n-6), arachidonique;AG 20:5 5c,8c,11c,14c,17c (n-3), EPA;AG 22:6 4c,7c,10c,13c,16c,19c (n-3), DHA;Cholestérol;Sel;Calcium;Chlorure;Cuivre;Fer;Iode;Magnésium;Manganèse;Phosphore;Potassium;Sélénium;Sodium;Zinc;Rétinol;Bêtacarotène;Vitamine D;Activité vitaminique E (en équivalents alpha-tocophérol);Vitamine K1;Vitamine K2;Vitamine C totale;Vitamine B1 ou Thiamine;Vitamine B2 ou Riboflavine;Vitamine B3 ou PP ou Niacine;Vitamine B5 ou Acide pantothénique;Vitamine B6 ou Pyridoxine;Vitamine B9 ou Folates totaux;Vitamine B12 ou Cobalamines
VALUES;19579;CIQUAL;Yaourts et spécialités laitières type yaourts;Yaourt, lait fermenté ou spécialité laitière, aux céréales;Yaourt, lait fermenté ou spécialité laitière, aux céréales;;;;;74,1;3,64;3,57;11,3;3,43;;1,4;1;0;0,74;0;;2,22;0,87;0,15;0,09;0,06;0,043;0,089;0,14;0,37;0,94;0,34;0,87;0,12;0,027;0,005;0,005;0,005;13;0,11;125;;0,1;0,085;5;12,6;0,01;95;145;5;42,3;0,4;28,1;;0,093;0,084;0;;0,1;0,036;0,16;0,12;0,31;0,042;23;0,15
VALUES;19580;CIQUAL;Yaourts et spécialités laitières type yaourts;Yaourt, lait fermenté ou spécialité laitière, aux copeaux de chocolat, à la crème, sucré;Yaourt, lait fermenté ou spécialité laitière, aux copeaux de chocolat, à la crème, sucré;;;;;72,4;3,75;3,67;16,2;5,69;15,8;0,1;0,1;0;0,77;0;;3,57;1,7;0,2;;;;;;;;;;;;;;;10,5;0,11;120;;0,02;0,3;17;14;0,02;98;178;1,3;43,3;0,4;42;19;0,1;0,16;;;0,2;0,04;0,2;0,15;0,34;0,05;20;0,19
VALUES;19581;CIQUAL;Yaourts et spécialités laitières type yaourts;Yaourt, lait fermenté ou spécialité laitière, aux fruits, avec édulcorants, 0% MG;Yaourt, lait fermenté ou spécialité laitière, aux fruits, avec édulcorants, 0% MG;209;49,3;211;49,6;86,3;4,28;4,19;6,89;0,085;5,52;0;0,59;;0,85;0;1;0,038;0,024;0,006;0,003;0,005;0,005;0,0026;0,0026;0,0072;0,018;0,0047;0,024;0,006;0,005;0,005;0,005;0,005;;0,15;122;;0,016;0,2;11,6;14,1;0,089;95;159;4,5;58,8;0,41;3;87;1,25;0,08;;;0,5;0,1;0,27;0,26;0,65;0,15;30,5;0,16
VALUES;19582;CIQUAL;Yaourts et spécialités laitières type yaourts;Yaourt, lait fermenté ou spécialité laitière, aux fruits, avec édulcorants, 0% MG, enrichi en vitamine D;Yaourt, lait fermenté ou spécialité laitière, aux fruits, avec édulcorants, 0% MG, enrichi en vitamine D;;;;;87;4,68;4,58;7,23;0,097;6,86;0,35;0,66;0;1;0;;0,042;;;;;;;;;;;;;;;;;;0,19;156;136;0,02;0,06;20;14;0,04;120;220;20;74,8;0,52;21;35,7;1,23;;0,8;;0,5;0,049;0,21;0,16;0,55;0,044;7,88;0,3
VALUES;19587;CIQUAL;Yaourts et spécialités laitières type yaourts;Yaourt, lait fermenté ou spécialité laitière, aux fruits, sucré;Yaourt, lait fermenté ou spécialité laitière, aux fruits, sucré;396;93,8;397;94,1;78,3;3,61;3,54;13,7;2,4;13,6;0,2;0,22;0,091;0,74;0;1;1,54;0,52;0,053;0,058;0,038;0,024;0,054;0,066;0,22;0,59;0,21;0,48;0,04;0,013;0,005;0,005;0,005;9,9;0,12;127;121;0,01;0,13;5,37;10,4;0,1;78,5;157;3,35;46,8;0,35;19,5;21,5;0,97;0,051;0,1;;0,43;0,032;0,33;0,17;0,55;0,057;22;0,09
VALUES;19588;CIQUAL;Yaourts et spécialités laitières type yaourts;Yaourt, lait fermenté ou spécialité laitière, aux fruits, sucré, 0% MG;Yaourt, lait fermenté ou spécialité laitière, aux fruits, sucré, 0% MG;;;;;85,5;4,34;4,25;15,1;0,1;14,8;0;0,2;0,031;0,93;0;;0,04;0,038;0,0096;0,005;0,005;0,005;0,0019;0,0023;0,0071;0,021;0,0074;0,036;0,0086;0,005;0,005;0,005;0,005;4;0,14;130;;0,1;0,2;14;12;0,1;95;159;5;55;0,5;3;87;0,2;0,08;;;0,5;0,1;0,27;0,26;0,65;0,15;30,5;0,16
VALUES;19589;CIQUAL;Yaourts et spécialités laitières type yaourts;Yaourt, lait fermenté ou spécialité laitière, aux fruits, sucré, à la crème;Yaourt, lait fermenté ou spécialité laitière, aux fruits, sucré, à la crème;;;;;76,9;2,97;2,91;14,9;5,76;14,1;0,5;0,21;0,091;0,71;0;;4,2;0,71;0,14;0,085;0,073;0,044;0,1;0,13;0,44;1,21;0,4;0,71;0,071;0,022;0,0022;0,0022;0,0022;14;0,14;110;148;0,0075;0,045;15;9,85;0,045;84;170;20;49;0,36;32,5;38,7;;0,18;0,8;;0,4;0,12;0,2;0,12;0,66;0,031;15,9;0,4
VALUES;19592;CIQUAL;Yaourts et spécialités laitières type yaourts;Yaourt, lait fermenté ou spécialité laitière, aux fruits, sucré, enrichi en vitamine D;Yaourt, lait fermenté ou spécialité laitière, aux fruits, sucré, enrichi en vitamine D;;;;;78,9;3,45;3,38;13,7;2,22;12,2;0,35;0,1;0,091;0,8;0;;1,45;0,5;0,06;0,086;0,051;0,029;0,061;0,07;0,24;0,71;0,2;0,5;0,047;0,013;0,0012;0,0012;0,0012;11,6;0,13;129;110;0,01;0,04;20;12;0,02;94;160;20;50,7;0,44;25,3;103;0,81;0,21;0,8;;0,5;0,046;0,18;0,13;0,43;0,038;5;0,25
VALUES;19593;CIQUAL;Yaourts et spécialités laitières type yaourts;Yaourt, lait fermenté ou spécialité laitière, nature;Yaourt, lait fermenté ou spécialité laitière, nature;302;71,8;304;72,1;84,1;4,12;4,04;7,38;2,57;4,75;0;;0;0,84;0;1;1,61;0,82;0,089;0,084;0,055;0,036;0,073;0,094;0,25;0,73;0,26;0,47;0,045;0,019;0;0,00045;0;11;0,12;128;170;0,0078;0,25;19,4;12,5;0,0053;98;176;3,35;49,9;0,39;11;6;0,8;0,076;0,27;0,68;0,5;0,04;0,26;0,19;0,31;0,057;25;0,33
VALUES;19594;CIQUAL;Yaourts et spécialités laitières type yaourts;Yaourt, lait fermenté ou spécialité laitière, nature, 0% MG;Yaourt, lait fermenté ou spécialité laitière, nature, 0% MG;168;39,4;169;39,8;88,9;4,82;4,73;4,1;0,064;4,1;0;;0;0,93;0;1,16;0,041;0,018;0,0018;0,0021;0,0017;0,00085;;0,0025;0,0051;0,021;0,0076;;;;;0;0;2;0,14;129;135;0,0083;0,1;20;13,6;0,0026;105;182;4,5;57,3;0,46;3;8;0,8;0;0,2;0,1;0,5;0,042;0,24;0,26;0,44;0,065;28;0,29
VALUES;19598;CIQUAL;Yaourts et spécialités laitières type yaourts;Yaourt, lait fermenté ou spécialité laitière, nature, à la crème;Yaourt, lait fermenté ou spécialité laitière, nature, à la crème;;;;;82,5;3,83;3,75;4,85;6,16;4,28;0,53;;0;0,72;0;;4,41;1,29;0,12;0,15;0,096;0,064;0,14;0,19;0,55;1,5;0,46;1,04;0,078;0,022;0,012;0,005;0,005;10,7;0,12;128;106;0,1;1;11,4;11,8;0,1;87;163;5;48,9;0,42;27;17;0,75;0,1;;;0,5;0,17;0,23;0,16;0,75;0,04;23;0,11
VALUES;19599;CIQUAL;Yaourts et spécialités laitières type yaourts;Yaourt, lait fermenté ou spécialité laitière, nature, sucré;Yaourt, lait fermenté ou spécialité laitière, nature, sucré;356;84,3;357;84,6;80,2;3,48;3,41;12,5;1,95;12,5;0;;0;0,79;0;1;1,29;0,54;0,061;0,062;0,042;0,026;0,064;0,075;0,23;0,6;0,18;0,54;0,041;0,017;;0,0016;;9,6;0,12;120;;0,1;0,23;8;11,4;0,1;90;159;5;48,8;0,41;25;14;0,5;0,07;;;0,5;0,04;0,21;0,16;0,27;0,04;14,6;0,2
VALUES;19801;CIQUAL;Yaourts et spécialités laitières type yaourts;Lait fermenté à boire, nature, maigre;Lait fermenté à boire, nature, maigre;;;;;86,1;3,93;3,85;5,05;0,3;4,9;0;0;0;0,75;0;;0,18;0,096;0,012;0,0091;0,0058;0,003;0,0074;0,0087;0,029;0,076;0,035;;;;;0;0;4,9;0,14;160;139;0,0095;1;17;10,2;1;91;120;5;55;1;2;50;0;0,1;0,1;;1,25;0,05;0,09;0,05;0,38;0,05;7,8;0,24
VALUES;19805;CIQUAL;Yaourts et spécialités laitières type yaourts;Lait fermenté à boire, nature, au lait entier;Lait fermenté à boire, nature, au lait entier;;;;;87,6;3,15;3,08;4,1;3,2;;;0;0;0,8;0;;2,07;0,86;0,091;0,11;0,069;0,045;0,099;0,12;0,35;0,95;0,32;0,8;0,067;0,024;;;;14;0,12;127;;0,01;0,05;24,3;12,7;0,009;95;155;1,3;49;0,44;30,6;;0,1;0,092;0,22;8,15;0,3;0,045;0,2;0,087;0,31;0,038;6;0,18
VALUES;19860;CIQUAL;Yaourts et spécialités laitières type yaourts;Yaourt à la grecque, nature;Yaourt à la grecque, nature;;;;;80,4;3,32;3,25;4,21;9,22;3,9;;0,14;0;1,7;0;;6,22;2,53;0,28;0,32;0,19;0,11;0,25;0,34;1,07;2,99;0,96;1,91;0,2;0,05;0;0;0;16,7;0,097;139;;;;;;;;;;34,5;;;;;;;;;;;;;;;
VALUES;19865;CIQUAL;Yaourts et spécialités laitières type yaourts;Kéfir;Kéfir;;;;;87,6;3,19;3,13;4,5;3,6;;;0;0;0,8;0;;2,33;0,97;0,1;0,12;0,078;0,051;0,11;0,14;0,4;1,07;0,36;0,8;0,075;0,027;;;;14;0,12;127;;0,01;0,05;24,3;12,7;0,009;95;155;1,3;49;0,44;30,6;;0,1;0,092;0;;0,3;0,045;0,2;0,087;0,31;0,038;21;0,18
VALUES;19641;CIQUAL;Fromages blancs;Faisselle, 6% MG environ;Faisselle, 6% MG environ;;;;;83,9;3,75;3,67;4,27;6,13;3,66;;;0;0,6;0;;4,4;1,43;0,18;0,28;0,16;0,11;0,19;0,23;0,75;2,07;0,61;1,33;0,12;0,033;0,0091;0,0033;0,0033;26,8;0,1;110;99,5;0,01;0,37;20;10;0,01;97;140;20;40,3;0,34;57,6;34;0,2;0,18;0,8;;0,5;0,033;0,14;0,11;0,34;0,045;14,3;0,34
VALUES;19644;CIQUAL;Fromages blancs;Fromage blanc nature, 0% MG;Fromage blanc nature, 0% MG;210;49,4;213;50,1;86,5;7,95;7,78;3,89;0,044;3,89;;;0;0,87;0;0,77;0,027;0,013;0,0017;;;;;;;;;;;;;;;1;0,11;134;89;0,011;0,16;10,4;12,2;0,0051;116;144;3,35;44,3;0,49;4;3;0,2;;;;;0,044;0,24;0,2;0,33;0,058;24;0,4
