COLUMNS;id;bcpg:hierarchy1;bcpg:hierarchy2;bcpg:suppliers;cm:name;bcpg:legalName;Energie kJ, étiquetage;Energie kcal, étiquetage;Energie kJ;Energie kcal;Eau;Protéines;Protéines brutes (N x 6.25);Glucides;Lipides;Sucres;Amidon;Fibres alimentaires;Alcool (éthanol);Polyols totaux;Acides organiques;AG saturés;AG monoinsaturés;AG polyinsaturés;AG 4:0, butyrique;AG 6:0, caproïque;AG 8:0, caprylique;AG 10:0, caprique;AG 12:0, laurique;AG 14:0, myristique;AG 16:0, palmitique;AG 18:0, stéarique;AG 18:1 9c (n9), oléique;AG 18:2 9c,12c (n6), linoléique;AG 18:3 c9,c12,c15 (n3), alphalinolénique;AG 20:4 5c,8c,11c,14c (n6), arachidonique;AG 20:5 5c,8c,11c,14c,17c (n3), EPA;AG 22:6 4c,7c,10c,13c,16c,19c (n3), DHA;Cholestérol;Sel;Sodium;Chlorure;Magnésium;Phosphore;Potassium;Calcium;Manganèse;Fer;Cuivre;Zinc;Sélénium;Iode;Rétinol;Bêtacarotène;Vitamine D;Activité vitaminique E (en équivalents alphatocophérol);Vitamine K1;Vitamine K2;Vitamine C totale;Vitamine B1 ou Thiamine;Vitamine B2 ou Riboflavine;Vitamine B3 ou PP ou Niacine;Vitamine B5 ou Acide pantothénique;Vitamine B6 ou Pyridoxine;Vitamine B9 ou Folates totaux;Vitamine B12 ou Cobalamines
VALUES;25956;CIQUAL;soupes;Table Ciqual 2020;Soupe minestrone, déshydratée reconstituée;Soupe minestrone, déshydratée reconstituée;132;31,3;132;31,3;91,3;1,14;1,14;5,53;0,34;1,07;;0,79;0;0;;0,02;;;;;;;;;;;;;;;;;;0,7;281;427;;;122;;;;;;;;;;;;;;5;;;;;0,06;18;
VALUES;25957;CIQUAL;soupes;Table Ciqual 2020;Soupe au cresson, déshydratée reconstituée;Soupe au cresson, déshydratée reconstituée;105;25,1;105;25,1;;0,42;0,42;3,95;0,8;0,31;;0,19;0;0;;0,42;;;;;;;;;;;;;;;;;;0,77;308;;;;;;;;;;;;;;;;;;;;;;;;;
VALUES;25958;CIQUAL;soupes;Table Ciqual 2020;Soupe au cresson, préemballée à réchauffer;Soupe au cresson, préemballée à réchauffer;143;34;143;34;;1;1;5,4;0,8;0,9;;0,6;0;0;;0,5;;;;;;;;;;;;;;;;;;0,78;310;;;;;;;;;;;;;;;;;;;;;;;0,25;30;
VALUES;25962;CIQUAL;soupes;Table Ciqual 2020;Soupe aux légumes avec fromage, préemballée à réchauffer;Soupe aux légumes avec fromage, préemballée à réchauffer;210;50,2;210;50,2;;1,34;1,34;5,09;2,51;1,62;;0,93;0;0;;1,58;;;;;;;;;;;;;;;;;;0,67;268;;;;;;;;;;;;;;;;;;11;;;;;0,3;30;
VALUES;25963;CIQUAL;soupes;Table Ciqual 2020;Soupe aux légumes verts, préemballée à réchauffer;Soupe aux légumes verts, préemballée à réchauffer;140;33,4;140;33,4;90,9;1;1;3,84;1,32;0,81;3,03;1,05;0;0;;0,64;0,51;0,16;0,026;0,02;0,013;0,026;0,033;0,099;0,33;0,092;0,44;0,13;0,03;0,01;0,01;0,01;3,52;0,7;280;423;7,1;24;120;24;0,06;0,27;0,02;0,18;20;20;21;177;0,25;0,28;16,5;;9;0,17;0,042;0,53;0,22;0,25;27,5;
VALUES;25964;CIQUAL;soupes;Table Ciqual 2020;Soupe aux légumes verts, déshydratée reconstituée;Soupe aux légumes verts, déshydratée reconstituée;146;34,8;146;34,8;91,8;0,72;0,72;5,31;1,07;1,07;3,3;0,54;0;0;;0,71;0,23;0,075;0,01;0,01;0,01;0,01;0,057;0,036;0,56;0,057;0,23;0,075;0,01;0,01;0,01;0,01;0,7;0,66;264;446;3;15;50;12;0,03;0,11;0,02;0,09;20;20;21;10,5;0,25;0,18;2,82;;6,15;0,05;0,014;0,15;0,072;0,033;7,6;
VALUES;25965;CIQUAL;soupes;Table Ciqual 2020;Soupe aux pois cassés, préemballée à réchauffer;Soupe aux pois cassés, préemballée à réchauffer;238;56,7;238;56,7;;2,68;2,68;6,25;1,98;1,02;;1,6;0;0;;0,67;;;;;;;;;;;;;;;;;;0,7;279;;;;;;;;;;;;;;;;;;;;;;;;;
VALUES;25967;CIQUAL;soupes;Table Ciqual 2020;Soupe froide type Gaspacho ou Gazpacho, préemballée;Soupe froide type Gaspacho ou Gazpacho, préemballée;137;32,8;137;32,8;91,1;0,65;0,65;3,38;1,62;2,32;0,35;1,04;0;0;;0,27;;0,16;0,003;0,01;0,01;0,01;0,01;0,01;0,21;0,059;0,01;0,14;0,02;0,01;0,01;0,01;;0,75;293;468;8,9;25;210;11;0,06;0,11;0,04;0,1;20;20;;291;0,25;1,31;52,6;;1,98;0,01;0,02;0,56;0,093;0,041;5;
VALUES;25968;CIQUAL;soupes;Table Ciqual 2020;Soupe aux asperges, préemballée à réchauffer;Soupe aux asperges, préemballée à réchauffer;551;133;551;133;;4,6;4,6;4,7;10,4;2,9;;1;0;0;;5,1;;;;;;;;;;;;;;;;;;0,98;;;;;;;;;;;;;;;;;;;;;;;;;;
VALUES;25969;CIQUAL;soupes;Table Ciqual 2020;Soupe (aliment moyen);Soupe (aliment moyen);157;37,4;157;37,4;90,7;1,27;1,27;4,5;1,37;1,6;2,1;1,02;0;0;0;0,57;0,54;0,18;0,022;0,014;0,0096;0,018;0,023;0,074;0,29;0,085;0,39;0,11;0,03;0,005;0,0087;0,011;7,47;0,75;296;454;7,19;24,9;108;27,8;0,064;0,27;0,04;0,18;9,35;16,5;15,2;1090;;0,48;6,98;;5,04;0,05;0,036;0,49;0,23;0,1;15,8;0,24
VALUES;25972;CIQUAL;soupes;Table Ciqual 2020;Soupe miso, déshydratée reconstituée;Soupe miso, déshydratée reconstituée;72,4;17,1;72,4;17,1;94,6;1,38;1,38;2,18;0,5;0,69;;0,5;0;0;0,058;0,0098;0,0098;0,0098;0,0098;0,0098;0,0098;0,0098;0,0098;0,0098;0,0098;0,0098;0,0098;0,0098;0,0098;0,0098;0,0098;0,0098;;1,1;438;661;6,9;19;49;18;0,08;0,19;0,06;0,11;20;70;;;0,25;0,26;1,15;;;0,015;0,01;0,1;0,068;0,01;16,5;1,98
VALUES;8601;CIQUAL;plats composés;Table Ciqual 2020;Tripes à la mode de Caen;Tripes à la mode de Caen;487;116;487;116;74;20,4;20,4;0,3;3,68;;0,3;0;0;0;;1,29;1,12;0,18;0,0032;0,0032;0,0034;0,0032;0,0052;0,071;0,63;0,57;1;0,086;0,011;;;;119;1,06;423;;6,4;;42,5;23;;1,1;;0,64;;6;;;;0,47;;;0;0,02;;0,37;0,42;0,023;;1,2
VALUES;8602;CIQUAL;plats composés;Table Ciqual 2020;Tripes à la mode de Caen, préemballées;Tripes à la mode de Caen, préemballées;469;112;469;112;77,9;18,4;18,4;0,7;3,62;0,5;;1,25;0;0;;2,1;;;;;;;;;;;;;;;;;;1,03;421;;6,6;;34,6;23,6;;0,9;;2,1;;;;;;;;;;;;;;;;
VALUES;8612;CIQUAL;plats composés;Table Ciqual 2020;Tripes à la tomate ou à la provençale;Tripes à la tomate ou à la provençale;396;94,1;396;94,1;76,6;15,7;15,7;0,6;3,2;0,4;;0;0;0;;1,64;1,28;0,14;0,01;0,01;0,01;0,01;0,01;0,1;0,89;0,65;1,28;0,1;0,02;;;0,01;;1,23;492;751;;;;;;;;;;;;;;;;;;;;;;;;
VALUES;25001;CIQUAL;plats composés;Table Ciqual 2020;Blanquette de veau;Blanquette de veau;474;113;474;113;75,1;15,4;15,4;3,1;4;0,3;1,9;0,8;0;0;0,32;2,03;1,36;0,26;0,06;0,04;0,02;0,04;0,06;0,25;1;0,5;1,18;0,21;0,02;0,03;0,01;0,01;56,6;0,74;295;432;12;110;190;15;0,04;0,92;0,07;3,2;20;20;21;736;0,25;0,37;2,55;;0,5;0,062;0,047;1,77;0,33;0,074;23,3;1,59
VALUES;25033;CIQUAL;plats composés;Table Ciqual 2020;Boeuf bourguignon;Boeuf bourguignon;355;84,6;355;84,6;78,4;8,93;8,93;4,17;3,3;1,57;1,3;1,25;0;0;;0,88;1,18;0,44;0,05;0,0025;0,0025;0,004;0,006;0,044;0,52;0,27;0,71;0,22;0,022;;;0,01;64;0,88;354;409;13,3;215;230;16,9;0,054;1,75;0,053;2,91;2,58;3,8;10;;0,5;0,6;;;0,8;0,07;0,1;2,3;0,3;0,23;11;0,6
VALUES;25035;CIQUAL;plats composés;Table Ciqual 2020;Sauté d'agneau au curry, préemballé;Sauté d'agneau au curry, préemballé;0;;0;;73,5;10,5;10,5;;13,9;;;1;0;0;;6,7;;;;;;;;;;;;;;;;;;1,29;514;;13,3;181;200;17,5;0,04;2,15;0,07;2,77;;;;;;;;;;;;;;;;
VALUES;25058;CIQUAL;plats composés;Table Ciqual 2020;Canard en sauce (poivre vert, chasseur, etc.), préemballé;Canard en sauce (poivre vert, chasseur, etc.), préemballé;605;145;605;145;;9,55;9,55;10,2;7,3;;;;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
VALUES;25063;CIQUAL;plats composés;Table Ciqual 2020;Lapin à la moutarde, préemballé;Lapin à la moutarde, préemballé;453;108;453;108;;14,9;14,9;0,5;5;0,5;;0,8;0;0;;2,1;;;;;;;;;;;;;;;;;;1,2;480;;;;;;;;;;;;;;;;;;;;;;;;;
VALUES;25121;CIQUAL;plats composés;Table Ciqual 2020;Coq au vin;Coq au vin;555;133;555;133;;13;13;4;7;1;;0,9;0;0;;1;3,87;1,75;;;;;;;;;;;;;;;65;1,05;420;;16;128;145;14;0,14;1,3;0,03;0,21;0,11;3,3;;0;0,04;0,48;;;1,5;0,07;0,19;3,7;0,74;0,17;31;1,4
VALUES;25125;CIQUAL;plats composés;Table Ciqual 2020;Paupiette de veau;Paupiette de veau;801;193;801;193;64,1;14,5;14,5;2,6;13,8;0,41;2,19;0,2;0;0;;5,45;3,05;1,28;;;;;;;;;;;;;;;63,3;1,26;510;;37,2;133;272;27,6;0,18;1;0,088;1,25;3,26;5,54;24,9;1160;0,1;0,68;;;1,34;0,084;0,14;3,51;0,59;0,28;14,3;0,41
VALUES;25126;CIQUAL;plats composés;Table Ciqual 2020;Paupiette de volaille;Paupiette de volaille;691;164;691;164;64,2;23,9;23,9;8,8;3,4;;2,97;1,17;0;0;;0,65;1,63;0,81;;;;;;;;;;;;;;;59,6;1,05;251;;38,6;130;264;27,6;0,18;1,03;0,083;1,09;6,08;5,4;26,1;1160;0,14;0,69;;;1,33;0,082;0,11;3,97;0,56;0,31;13,8;0,28
VALUES;25172;CIQUAL;plats composés;Table Ciqual 2020;Viande en sauce (aliment moyen);Viande en sauce (aliment moyen);436;104;436;104;77,1;11,3;11,3;3,65;4,6;1,34;1,71;1,08;0;0;0,39;1,8;1,51;0,63;0,047;0,029;0,044;0,041;0,16;0,19;0,83;0,35;1,24;0,52;0,028;0,02;;0,005;49,8;0,85;341;471;14,2;142;198;17,1;0,07;1,13;0,064;2,4;6,17;7,06;12,1;542;0,23;0,81;;;1,27;0,061;0,067;2,61;0,42;0,16;14,8;0,74
VALUES;25174;CIQUAL;plats composés;Table Ciqual 2020;Poulet au curry et au lait de coco;Poulet au curry et au lait de coco;517;124;517;124;75,2;10,6;10,6;3,15;6,9;1,49;1,65;1,1;0;0;;3,03;2,06;1,37;0,08;0,06;0,13;0,12;0,56;0,44;1,19;0,38;1,86;1,3;0,05;0,02;0,01;0,01;37,3;1,07;427;625;18;110;210;18;0,12;0,51;0,05;0,44;20;20;21,3;412;0,25;1,65;3,22;;2,51;0,032;0,01;4,08;0,62;0,17;17,5;0,15
VALUES;25175;CIQUAL;plats composés;Table Ciqual 2020;Meloukhia, plat à base de boeuf et corete, fait maison;Meloukhia, plat à base de boeuf et corete, fait maison;783;189;783;189;67,7;10,6;10,6;1,2;14,7;1,2;0;4,7;0;0;;;;;;;;;;;;;;;;;;;23;0,93;373;;30,6;88;228;51,3;0,05;2,4;0,04;2;2,1;2,8;0;143;0;5,1;;;1,5;0,03;0,14;1,36;0,32;0,12;20;0,66
VALUES;25200;CIQUAL;plats composés;Table Ciqual 2020;Palette à la diable, préemballée;Palette à la diable, préemballée;501;120;501;120;;13,5;13,5;2,08;6,07;1,38;;1,45;0;0;;2,2;;;;;;;;;;;;;;;;;;2,25;901;;;;;;;1;;;;;;;;;;;;;;;;;;
VALUES;25201;CIQUAL;plats composés;Table Ciqual 2020;Langue de boeuf sauce madère, préemballée;Langue de boeuf sauce madère, préemballée;746;180;746;180;;9,5;9,5;4,5;13,5;2,5;;1;0;0;;6;;;;;;;;;;;;;;;;;;1,08;430;;;;;;;;;;;;;;;;;;;;;;;;;
VALUES;25207;CIQUAL;plats composés;Table Ciqual 2020;Porc au caramel, préemballé;Porc au caramel, préemballé;569;136;569;136;70,7;10;10;11,4;5,4;7,9;1,3;0,7;0;0;;1,44;2,2;1,27;0,01;0,01;0,01;0,01;0,01;0,048;0,94;0,45;1,97;1,21;0,056;0,0094;0,01;0,01;29;1,34;536;805;12;94;160;9,9;0,11;0,49;0,04;1,1;20;20;21;64,5;0,25;0,62;1,5;;0,5;0,19;0,034;1,93;0,31;0,094;9,1;0,27
VALUES;25211;CIQUAL;plats composés;Table Ciqual 2020;Boulettes au boeuf, à la sauce tomate, préemballées;Boulettes au boeuf, à la sauce tomate, préemballées;487;117;487;117;;9;9;5,5;6,5;;;;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
VALUES;25213;CIQUAL;plats composés;Table Ciqual 2020;Paupiette de veau, préemballée,  cuite au four;Paupiette de veau, préemballée,  cuite au four;1150;276;1150;276;54,8;22;22;0,48;20,5;0,3;0,35;0,9;0;0;;8,19;8,77;2,51;0,01;0,01;0,01;0,01;0,03;0,4;4,71;2,88;7,77;2,07;0,23;0,07;0,01;0,01;89,5;1,07;428;558;18;180;260;24;0,03;0,94;0,07;2,3;20;20;21;;0,25;0,08;0,87;;1,62;0,16;0,071;3,83;0,59;0,22;11,9;1,61
VALUES;25538;CIQUAL;plats composés;Table Ciqual 2020;Carpaccio de boeuf, avec marinade;Carpaccio de boeuf, avec marinade;1120;271;1120;271;57;15,2;15,2;0,55;23;0,5;0,0024;0,36;0;0;;7,38;10;4;;;;;;;;;;;;;;;55,6;1,12;437;;22,6;187;242;112;0,064;1,84;0,1;2,79;5,84;9,12;23,6;98,3;0,38;3,18;;;5,87;0,088;0,17;2,11;0,28;0,27;12;2,04
VALUES;25565;CIQUAL;plats composés;Table Ciqual 2020;Yakitori (brochettes japonaises grillées en sauce);Yakitori (brochettes japonaises grillées en sauce);727;172;727;172;58,8;26;26;9,3;3,3;6,6;1,3;0,6;0;0;;1,2;1,18;0,78;0,01;0,01;0,01;0,01;0,07;0,04;0,64;0,16;1,18;0,68;0,07;0,03;0,01;0,01;86,6;1,19;475;706;31;220;340;9,8;0,15;0,61;0,06;1,5;20;20;21;10,5;0,25;0,5;0,8;;;0,09;0,042;7,69;1,36;0,25;31,8;0,41
VALUES;25585;CIQUAL;plats composés;Table Ciqual 2020;Brochette de boeuf, cuite;Brochette de boeuf, cuite;583;139;583;139;69,2;21,9;21,9;0,33;5,2;;;3;0;0;;1,8;2,35;0,71;0,01;0,01;0,01;0,01;0,01;0,08;1,03;0,64;2,03;0,51;0,12;0,04;0,01;0,01;60,2;0,86;345;445;25;200;430;23;0,08;2,4;0,1;4,4;20;20;21;;0,25;0,65;3,71;;10,8;0,041;0,14;4,72;0,54;0,31;19,8;1,94
VALUES;25586;CIQUAL;plats composés;Table Ciqual 2020;Brochette de volaille, cuite;Brochette de volaille, cuite;576;137;576;137;68;23,1;23,1;1,39;4;;;3;0;0;;1,02;1,69;0,99;0,01;0,01;0,01;0,01;0,02;0,03;0,73;0,24;1,48;0,87;0,09;0,03;0,01;0,01;76,9;0,75;299;465;33;230;520;13;0,1;0,61;0,05;1,1;20;20;21;;0,25;0,74;2,41;;8,49;0,071;0,07;8,91;1,71;0,47;88,3;0,7
VALUES;25009;CIQUAL;plats composés;Table Ciqual 2020;Hachis parmentier à la viande, préemballé;Hachis parmentier à la viande, préemballé;577;138;577;138;73,6;5,99;5,99;9,39;8,22;1,47;;1,43;0;0;;4,7;2,75;0,41;0,1;0,059;0,045;0,096;0,14;0,54;2,29;0,8;2,44;0,38;0,025;0,0033;0,00089;0,000082;20;0,83;322;482;17,5;45,5;184;59,6;0,087;0,71;0,079;1,2;10;4,55;45,9;0;0,1;0,2;;;0,65;0,02;0,07;;;0,08;5,71;0,42
VALUES;25029;CIQUAL;plats composés;Table Ciqual 2020;Couscous au mouton;Couscous au mouton;626;149;626;149;68,9;8,31;8,31;12,2;7,2;1,38;10,8;1,3;0;0;;;;;;;;;;;;;;;;;;;17,5;0,81;322;607;23,2;95,4;187;31,6;0,19;1,24;0,1;1,22;;3;0;724;0,14;0,4;;;5;0,075;0,075;1,7;0,3;0,11;18;0,5
VALUES;25043;CIQUAL;plats composés;Table Ciqual 2020;Couscous à la viande ou au poulet, préemballé, allégé;Couscous à la viande ou au poulet, préemballé, allégé;382;90,7;382;90,7;72,9;5,9;5,9;11,5;1,9;2,1;9,4;2;0;0;;0,4;0,75;0,59;;;;;;;;;;;;;;;16;0,7;300;;17;88;148;22;0,16;0,78;;;;2,3;34;779;0,04;0,97;;;7;0,07;0,07;2;0,3;0,13;18;0,04
VALUES;25057;CIQUAL;plats composés;Table Ciqual 2020;Poêlée de pommes de terre préfrites, lardons ou poulet, et autres, sans légumes verts, préemballée;Poêlée de pommes de terre préfrites, lardons ou poulet, et autres, sans légumes verts, préemballée;702;168;702;168;65;3,2;3,2;16,2;9,6;1,7;14,5;2,1;0;0;;2,9;3,67;2,64;0,02;0,02;0,02;0,03;0,03;0,13;1,47;0,54;3,46;2,52;0,12;0,01;0,01;0,01;10,5;0,6;260;465;20;88;390;26;0,1;0,49;0,08;0,45;20;20;21;22,6;0,25;1,49;3,13;;3,04;0,086;0,056;1,28;0,41;0,15;23,8;0,15
VALUES;25127;CIQUAL;plats composés;Table Ciqual 2020;Couscous royal (avec plusieurs viandes), préemballé;Couscous royal (avec plusieurs viandes), préemballé;553;132;553;132;69,2;7,69;7,69;14;4,53;1,57;12,5;2,1;0;0;;1,54;2,14;0,6;0,01;0,01;0,0036;0,0036;0,014;0,067;0,84;0,31;1,93;0,52;0,07;0,0086;;0,01;20;0,88;345;474;18,8;72,3;179;25,2;0,21;0,93;0,098;1,02;2,58;5,8;10,6;700;0;0,4;;;1,69;0,07;0,09;1,9;0,3;0,15;17,2;0,28
VALUES;25138;CIQUAL;plats composés;Table Ciqual 2020;Couscous au poulet;Couscous au poulet;547;130;547;130;66,9;7,5;7,5;15,6;3,85;2,87;12,8;1,47;0;0;;1,17;1,61;0,86;;;;;;;;;;;;;;;26,6;0,79;307;674;18,4;69;153;18,4;;0,86;;;;3;14;700;0,01;0,48;;;4,05;0,08;0,09;1,9;0,3;0,14;19,1;0,13
VALUES;25152;CIQUAL;plats composés;Table Ciqual 2020;Couscous à la viande, préemballé;Couscous à la viande, préemballé;537;128;537;128;69,2;7,59;7,59;12,5;4,73;1,97;;2,53;0;0;;1,24;1,54;0,63;0,05;0,05;0,05;0,003;0,007;0,059;0,7;0,35;;;0,067;;;;;0,78;313;474;18,8;;179;25,2;0,21;;0,098;1,02;2,58;;;;;;;;;;;;;;;
VALUES;25195;CIQUAL;plats composés;Table Ciqual 2020;Parmentier de canard, préemballé;Parmentier de canard, préemballé;608;146;608;146;69,9;6,82;6,82;8,51;9,06;1,96;;1,55;0;0;;4,5;3,56;0,65;;;;;;;;;;0,53;0,06;;;;;0,81;310;;;;;;;;;;;;;;;;;;;;;;;;;
VALUES;25587;CIQUAL;plats composés;Table Ciqual 2020;Parmentier de canard, préemballé, cuit;Parmentier de canard, préemballé, cuit;699;168;699;168;68,5;7;7;10,5;10,2;1,7;8,4;1,2;0;0;1,16;4,7;3,89;1,02;0,11;0,07;0,05;0,09;0,14;0,4;3,04;0,72;3,51;0,92;0,069;0,03;0,01;0,01;37,9;0,74;296;498;14;74;290;39;0,06;0,68;0,07;0,89;20;20;37,7;;0,25;0,08;1,59;;0,5;0,08;0,071;1,4;0,55;0,11;45,9;0,61
VALUES;25002;CIQUAL;plats composés;Table Ciqual 2020;Cassoulet, appertisé;Cassoulet, appertisé;539;129;539;129;70,6;8,06;8,06;9,41;5,77;1,06;7,3;3,55;0;0;;2,07;2,63;0,8;0,05;0,05;0,05;0,0055;0,0055;0,063;1,37;0,63;;0,53;0,14;;;;21,3;0,97;388;495;34,8;107;289;45,7;0,22;1,23;0,14;0,88;10;6;3,5;0;0,5;0,18;;;2,94;0,083;0,057;1,25;0,16;0,091;30;0,12
VALUES;25003;CIQUAL;plats composés;Table Ciqual 2020;Choucroute garnie, préemballée;Choucroute garnie, préemballée;454;109;454;109;82,4;5,06;5,06;2,8;8,06;0,66;;2,71;0;0;;3,22;3,45;0,96;0,05;0,05;0,05;0,0075;0,0075;0,1;1,86;0,98;;0,82;0,074;;;;34,7;1,39;552;633;18;60,6;97,5;27,1;0,067;0,83;0,076;0,84;10;17,8;0;0;0;0,25;;;9,09;0,14;0,11;0,68;;0,02;10;
VALUES;25010;CIQUAL;plats composés;Table Ciqual 2020;Petit salé ou saucisse aux lentilles, préemballé;Petit salé ou saucisse aux lentilles, préemballé;494;118;494;118;73,5;8,24;8,24;8,89;4,87;1,51;6,3;2,83;0;0;;1,89;1,97;0,6;0,05;0,05;0,05;0,004;0,004;0,056;1;0,48;;0,56;0,043;;;0,01;27;0,98;384;610;19,4;145;167;20;0,3;1,8;0,2;1,2;2,8;2;2;280;0,5;0,39;;;0,5;0,24;0,075;1,5;0,23;0,14;22,9;0,13
VALUES;25013;CIQUAL;plats composés;Table Ciqual 2020;Pot-au-feu, préemballé;Pot-au-feu, préemballé;326;77,5;326;77,5;82,9;10,9;10,9;3,2;2,02;1,5;1,7;1,5;0;0;;0,82;0,97;0,05;0,01;0,01;0,01;0,0014;0,0015;0,053;0,57;0,2;0,97;0,04;0,0079;0,002;;0,01;28,8;0,32;130;304;16,2;;189;23,5;0,069;1,69;0,15;3,48;10;6;;718;;;;;;;;;;;4,6;
VALUES;25065;CIQUAL;plats composés;Table Ciqual 2020;Boeuf aux carottes;Boeuf aux carottes;406;96,6;406;96,6;78,5;13,2;13,2;3,3;3,15;0,6;2,7;1,1;0;0;;1,21;1,47;0,44;;;;0,003;0,0033;0,059;0,71;0,31;1,47;0,39;0,02;0,018;;;47;0,58;231;425;11,3;95;119;15,9;0,1;0,9;0,1;3,5;3,2;3,5;0;456;0;0,4;;;2;0,07;0,16;1,77;0,44;0,16;9,5;0,8
VALUES;25071;CIQUAL;plats composés;Table Ciqual 2020;Potée auvergnate (chou et porc);Potée auvergnate (chou et porc);342;82,1;342;82,1;82,5;6;6;3,7;4,3;0,86;2,84;2,3;0;0;;1,57;2,11;0,58;;;;;;;;;;0,49;0,05;;;;28;0,84;356;;14,3;78;221;30,5;0,15;1,05;0,09;0,6;2,4;4;0;587;0;0,5;;;10,5;0,18;0,09;1,23;0,31;0,16;19,9;0,2
VALUES;25098;CIQUAL;plats composés;Table Ciqual 2020;Cassoulet au porc, appertisé;Cassoulet au porc, appertisé;552;132;552;132;71,1;8,3;8,3;8,6;6,3;1,8;;4;0;0;;2,2;;;;;;;;;;;;;;;;;;1,1;500;474;;;293;;;;;;;;;;;;;;;;;;;;;
VALUES;25099;CIQUAL;plats composés;Table Ciqual 2020;Cassoulet au canard ou oie, appertisé;Cassoulet au canard ou oie, appertisé;672;161;672;161;68,6;10,5;10,5;10,1;7,86;1,09;;3,86;0;0;;2,43;2,61;0,88;0,01;0,01;0,01;0,01;0,01;0,06;1,31;0,53;2,26;0,73;0,11;;;0,01;;1,05;416;570;;;307;;;;;;;;;;;;;;;;;;;;;
VALUES;25103;CIQUAL;plats composés;Table Ciqual 2020;Tomate farcie;Tomate farcie;503;122;503;122;78,5;5,49;5,49;2;9,67;0,88;1,12;2,31;0;0;;3,24;4,16;1,08;0,05;0,05;0,05;0,0085;0,0085;0,13;2,01;1,05;;;0,086;;;;42;0,7;280;;12,8;62;199;18,4;0,12;0,87;0,066;0,75;2,2;4;10;;0,1;1,1;;;7;0,06;0,06;0,9;;0,07;;
VALUES;25106;CIQUAL;plats composés;Table Ciqual 2020;Chou farci, préemballé;Chou farci, préemballé;393;94,9;393;94,9;81,2;5,3;5,3;2;6,6;2;;3,13;0;0;;;;;;;;;;;;;;;;;;;;0,87;350;;41,4;;;145;0,65;;0,23;0,8;5,33;;;;;;;;;;;;;;;
VALUES;25111;CIQUAL;plats composés;Table Ciqual 2020;Chili con carne, préemballé;Chili con carne, préemballé;494;118;494;118;74,2;7,13;7,13;13;3,35;2,58;4,6;3,56;0;0;;1,13;1,39;0,32;0,0028;0,005;0,0018;0,00092;0,0028;0,081;0,68;0,37;1,1;0,18;0,1;;0;0,005;14,6;0,93;371;631;27,3;78,5;282;32,8;0,2;1,6;0,15;1,2;;2;2;233;0,5;0,88;4,6;;2,25;0,088;0,068;1,25;0,16;0,15;44;0,35
VALUES;25123;CIQUAL;plats composés;Table Ciqual 2020;Moussaka;Moussaka;610;147;610;147;76;5,82;5,82;5,16;10,8;3,01;0,9;2,84;0;0;;3,37;3,25;2,27;0,017;0,017;0,017;0,034;0,051;0,21;1,77;0,64;;;0,03;;;;31;0,97;393;;22;150;576;16;0,06;0,62;0,06;0,47;1,4;5,2;37;150;0,2;0,46;;;3,1;0,06;0,11;1,3;0,33;0,09;10;0,6
VALUES;25124;CIQUAL;plats composés;Table Ciqual 2020;Navarin d'agneau aux légumes;Navarin d'agneau aux légumes;554;133;554;133;73,7;8,05;8,05;5;8,61;0,9;1,61;1,65;0;0;;1,4;2,54;0,95;;;;;;;;;;;;;;;40,3;0,63;260;;17,9;107;230;22,1;0,16;1,31;0,065;0,85;1,8;5,16;20,7;846;0,039;0,84;;;4,76;0,1;0,14;3,15;0,4;0,14;18,4;1,19
VALUES;25159;CIQUAL;plats composés;Table Ciqual 2020;Tajine de mouton;Tajine de mouton;550;132;550;132;73;12,8;12,8;4,5;6,83;2,4;2,1;1;0;0;;2,73;3,25;0,52;;;;;;;;;;;;;;;57,8;0,99;394;583;14,7;102;211;5,1;0,1;1,6;0,1;3;1;2;4;700;0,5;0,71;;;0,5;0,07;0,16;2,95;0,23;0,19;24;1,65
VALUES;25164;CIQUAL;plats composés;Table Ciqual 2020;Osso buco;Osso buco;406;96,7;406;96,7;77,4;11,2;11,2;3,5;4,08;1,1;2,3;0,6;0;0;;0,8;2,62;0,39;;;;;;;;;;;;;;;26;1,47;586;;18,4;97,4;234;13,7;0,066;0,6;0,057;1,26;3,24;3,3;0;481;0;0,53;;;2,4;0,083;0,12;3,48;0,25;0,19;11;0,38
VALUES;25190;CIQUAL;plats composés;Table Ciqual 2020;Poulet basquaise, préemballé;Poulet basquaise, préemballé;448;107;448;107;;9,3;9,3;2,5;6,4;2;;1,3;0;0;;1,7;;;;;;;;;;;;;;;;;;0,89;355;;;;;;;;;;;;;;;;;;;;;;;;;
VALUES;25204;CIQUAL;plats composés;Table Ciqual 2020;Tajine de poulet, préemballé;Tajine de poulet, préemballé;534;127;534;127;72,7;7,54;7,54;14,4;3,7;6,8;2,3;3;0;0;;0,4;2,14;1;0,01;0,01;0,01;0,01;0,011;0,016;0,29;0,082;2,14;0,85;0,15;0,01;0,01;0,01;27,7;1,17;466;621;17;82;220;18;0,13;0,45;0,06;0,46;20;20;21;152;0,25;1,27;7,32;;0,5;0,14;0,037;2,3;0,39;0,096;30,2;0,075
