COLUMNS;id;bcpg:hierarchy1;bcpg:hierarchy2;bcpg:suppliers;cm:name;bcpg:legalName;Energie kJ, étiquetage;Energie kcal, étiquetage;Energie kJ;Energie kcal;Eau;Protéines;Protéines brutes (N x 6.25);Glucides;Lipides;Sucres;Amidon;Fibres alimentaires;Alcool (éthanol);Polyols totaux;Acides organiques;AG saturés;AG monoinsaturés;AG polyinsaturés;AG 4:0, butyrique;AG 6:0, caproïque;AG 8:0, caprylique;AG 10:0, caprique;AG 12:0, laurique;AG 14:0, myristique;AG 16:0, palmitique;AG 18:0, stéarique;AG 18:1 9c (n9), oléique;AG 18:2 9c,12c (n6), linoléique;AG 18:3 c9,c12,c15 (n3), alphalinolénique;AG 20:4 5c,8c,11c,14c (n6), arachidonique;AG 20:5 5c,8c,11c,14c,17c (n3), EPA;AG 22:6 4c,7c,10c,13c,16c,19c (n3), DHA;Cholestérol;Sodium;Magnésium;Phosphore;Potassium;Calcium;Manganèse;Fer;Cuivre;Zinc;Sélénium;Iode;Rétinol;Bêtacarotène;Vitamine D;Activité vitaminique E (en équivalents alphatocophérol);Vitamine K1;Vitamine K2;Vitamine C totale;Vitamine B1 ou Thiamine;Vitamine B2 ou Riboflavine;Vitamine B3 ou PP ou Niacine;Vitamine B5 ou Acide pantothénique;Vitamine B6 ou Pyridoxine;Vitamine B9 ou Folates totaux;Vitamine B12 ou Cobalamines
VALUES;40203;CIQUAL;Abats;Table Ciqual 2013;Langue, boeuf, cuite;Langue, boeuf, cuite;1010;243;1010;243;57,9;22,6;22,6;3,03;15,6;0;;0;0;0;;5,39;7,84;0,917;0;0;0;0;0,0132;0,318;2,77;2,28;5,75;0,51;0,116;;0,0136;0;138;383;9,44;144;184;14,5;0,0437;3,06;0,127;2,2;2,2;5;0;0;0,4;0,24;1,2;;1,3;0,036;0,303;3,9;0,907;0,138;7;6,62
VALUES;40201;CIQUAL;Abats;Table Ciqual 2013;Langue, veau, cuite;Langue, veau, cuite;901;216;901;216;60,5;23,4;23,4;0;13,6;0;0;0;0;0;;5,1;5,82;1,15;0;0;0;0;0,00876;0,339;2,75;1,49;4,43;0,349;0,0814;;0;0;200;64;18;166;162;9;0,047;2,34;0,21;4,16;;;0;;;1,1;;;6;0,09;0,35;2,04;0,92;0,155;9;6,05
VALUES;40305;CIQUAL;Abats;Table Ciqual 2013;Ris, veau, braisé ou poêlé;Ris, veau, braisé ou poêlé;536;127;536;127;73,6;21,8;21,8;0;4,46;0;;0;0;0;;1,09;1,32;0,432;0;0;0;;0;0,0205;0,522;0,342;;;0;;0;0;312;59;24;627;435;4;0,021;0,87;0,072;1,56;;4;0;0;0;0,6;0;;39,4;0,072;0,1;3,89;1,42;0,0535;20;3,88
VALUES;40406;CIQUAL;Abats;Table Ciqual 2013;Rognon d'agneau, braisé;Rognon d'agneau, braisé;593;141;593;141;68,5;24,1;24,1;0;4,96;0;0;0;0;0;;1,66;0,77;1,02;;;;;0,01;0,04;0,51;0,63;;;;;0,06;0,04;588;210;24,5;325;259;15,5;0,137;12,2;0,51;3,95;;10;124;;0;0,41;;;10,5;0,455;2,18;7,8;3,57;0,21;80;79
VALUES;40408;CIQUAL;Abats;Table Ciqual 2013;Rognon de veau, braisé ou poêlé;Rognon de veau, braisé ou poêlé;701;167;701;167;67,7;26;26;0;7;0;0;0;0;0;;1,33;0,799;0,865;0;0;0;;0;0,0286;0,62;0,546;0,544;0,587;0,035;0,148;0;0;396;;;;;;;5;;4,9;;10;260;;0;1,2;;;;0,5;;6,3;5,6;0,55;;42
VALUES;40402;CIQUAL;Abats;Table Ciqual 2013;Rognon, boeuf, cru;Rognon, boeuf, cru;373;88,5;373;88,5;79,8;15,3;15,3;0,85;2,65;0,8;0;0;0;0;;0,503;0,303;0,328;0;0;0;;0;0,0109;0,235;0,207;0,206;0,223;0,0133;0,056;0;0;378;198;16;236;235;10,2;0,16;6,87;0,51;1,56;118;8,73;238;0;0,7;0,7;0;;13,1;0,382;2,39;7,91;3,91;0,356;71,6;21,1
VALUES;40403;CIQUAL;Abats;Table Ciqual 2013;Rognon, boeuf, cuit;Rognon, boeuf, cuit;676;161;676;161;66,9;27,1;27,1;0;5,82;0;0;0;0;0;;1,72;0,836;0,753;0;0;0;;0;0,0075;0,481;0,457;0,453;0,489;0,008;0,123;0;0;576;94;12;304;135;19;0,185;7,65;0,564;2,97;;10;0;0;1,11;1,03;0;;0;0,295;2,97;5,21;1,95;0,526;83;25,5
VALUES;40405;CIQUAL;Abats;Table Ciqual 2013;Rognon, porc, cuit;Rognon, porc, cuit;606;144;606;144;68,7;25,4;25,4;0;4,7;;0;0;0;0;;1,51;1,55;0,474;0;0;0;;0,01;0,025;0,85;0,6;;;;;0;0;480;80;18;240;143;13;0,149;5,29;0,683;4,15;;10;78;;0;;;;10,6;0,396;1,59;5,78;2,87;0,46;41;7,79
VALUES;16412;CIQUAL;"Aliments ""moyens"" pour les enquêtes Inca";Table Ciqual 2013;Beurre allégé (aliment moyen);Beurre allégé (aliment moyen);1270;307;1270;307;62,8;3,41;3,41;4,47;30,6;0,187;0;0;0;0;;19;7,27;1,03;1,08;0,742;0,374;0,816;1,05;3,23;8,59;2,83;5,89;0,243;0,151;0,0176;0,0133;0;60,2;168;2,97;8,24;45,1;14,9;0,294;0,335;0,294;0,294;4,77;3,77;201;289;0,0588;1,51;;;0,294;0,0147;0,0147;0,0147;0,0353;0,0147;1,47;0,0588
VALUES;18029;CIQUAL;"Aliments ""moyens"" pour les enquêtes Inca";Table Ciqual 2013;Boisson rafraîchissante sans alcool (aliment moyen);Boisson rafraîchissante sans alcool (aliment moyen);162;38,1;162;38,1;90,1;0,324;0,326;8,62;0,0695;8,28;0;0,128;0;0;0,491;0,0176;0,0181;0,0292;0;0;0;0;0,0000627;0,000328;0,0129;0,00115;0,0122;0,0146;0,00497;0;0;0;0;10;5,4;10,8;73,2;21,6;0,0187;0,05;0,0122;0,0155;2,13;0,427;0;27,8;0,0111;0,0478;0,00625;;17,2;0,0278;0,0112;0,128;0,0649;0,0213;9,78;0
VALUES;32003;CIQUAL;"Aliments ""moyens"" pour les enquêtes Inca";Table Ciqual 2013;Céréales pour petit déjeuner (aliment moyen);Céréales pour petit déjeuner (aliment moyen);1660;391;1660;391;3,35;6,16;6,16;81,8;3,69;27;49,5;2,94;0;0;;1,63;1,18;0,644;0,0136;0,0051;0,0108;0,0121;0,0601;0,0372;0,512;0,316;0,95;0,465;0,0158;0,000208;0;0;0,3;441;30,5;94,1;262;201;0,331;7,75;0,195;0,734;1,47;8,87;0;5,38;0,174;0,761;0,36;;43,4;1,27;1,42;16,1;4,75;1,8;185;0,901
VALUES;30900;CIQUAL;"Aliments ""moyens"" pour les enquêtes Inca";Table Ciqual 2013;Charcuterie (aliment moyen);Charcuterie (aliment moyen);956;230;956;230;59,6;17,6;17,6;1,87;16,9;0,772;0,69;0;0;0;;5,66;8,34;1,93;0,00163;0,00108;0,00542;0,0109;0,0217;0,204;3,46;1,88;5,08;1,24;0,107;0,075;0,00209;0,00582;79,5;1070;24,9;163;330;11,3;0,0471;1,66;0,162;1,93;8,71;10,4;602;0;0,579;0,318;0,112;;5,09;0,509;0,324;5,83;0,56;0,314;41,1;1,64
VALUES;5003;CIQUAL;"Aliments ""moyens"" pour les enquêtes Inca";Table Ciqual 2013;Cidre (aliment moyen);Cidre (aliment moyen);126;30,2;126;30,2;93,9;0;0;2,75;0;2,75;0;0,5;2,6;0;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;3,48;3,44;3;117;7,05;0,022;0,84;0,00292;0,0209;0,591;0,7;;;;;;;14,1;;;;;;;
VALUES;31006;CIQUAL;"Aliments ""moyens"" pour les enquêtes Inca";Table Ciqual 2013;Confiture ou Marmelade, tout type (aliment moyen);Confiture ou Marmelade, tout type (aliment moyen);1020;241;1020;241;38,7;0,581;0,581;58,6;0,179;53,9;2,16;1,41;0;0;;0,0213;0,0766;0,0514;0;0;0;0,000000372;0,000571;0,00052;0,0153;0,00227;0,0469;0,0375;0,0139;0;0;0;0;10,5;3,93;8,77;81,2;12,9;0,0196;0,366;0,0405;0,0488;0,087;0,739;0;53,9;0;0,0195;0;;3,88;0,0118;0,0174;0,245;0,064;0,0224;4,04;0
VALUES;19402;CIQUAL;"Aliments ""moyens"" pour les enquêtes Inca";Table Ciqual 2013;Crème de lait (aliment moyen);Crème de lait (aliment moyen);777;188;778;189;75,7;2,24;2,19;2,18;18,8;2,18;0,0162;0;0;0;0,55;10,7;5,51;0,525;0,484;0,31;0,2;0,437;0,544;1,8;4,87;1,45;3,34;0,241;0,111;0,0178;0,00767;0;50,7;39,5;8,77;74,9;132;91,7;0,00026;0,0968;0,00106;0,375;0,179;11,8;248;17,3;0,134;0,274;0;;0,0406;0,029;0,17;0,0846;0,29;0,039;6,33;0,187
VALUES;39505;CIQUAL;"Aliments ""moyens"" pour les enquêtes Inca";Table Ciqual 2013;Crème dessert, appertisée (aliment moyen);Crème dessert, appertisée (aliment moyen);558;133;560;133;70,6;3,66;3,58;20;4,09;15,6;2,56;0,765;0;0;;1,79;0,805;0,1;0,117;0,0699;0,0389;0,0778;0,0891;0,275;0,728;0,334;0,557;0,0446;0,0149;0;0;0;7,23;61,6;19,5;80;229;118;0,124;1,54;0,114;0,68;1,84;9,81;21,3;1,41;0,0629;0,116;;;1,15;0,0347;0,188;0,3;0,337;0,0441;11,9;0,047
VALUES;39230;CIQUAL;"Aliments ""moyens"" pour les enquêtes Inca";Table Ciqual 2013;Crème dessert, rayon frais (aliment moyen);Crème dessert, rayon frais (aliment moyen);572;136;586;139;71,2;4,06;3,22;19,7;4,9;16,2;2,05;0,156;0;0;;1,55;0,956;0,102;0,079;0,053;0,035;0,079;0,21;0,15;0,7;0,35;0,956;0,079;0,017;0,002;0,002;0,002;22,7;73,5;16,9;93,5;137;117;0,158;0,03;0,0407;0,171;1,09;4,9;0,06;;0,394;0,053;;;0,04;0,007;0,14;0,0571;0,03;0,007;1,92;0,19
VALUES;39511;CIQUAL;"Aliments ""moyens"" pour les enquêtes Inca";Table Ciqual 2013;Crème dessert, rayon frais ou appertisée (aliment moyen);Crème dessert, rayon frais ou appertisée (aliment moyen);593;141;594;141;64,9;3,79;3,71;21,1;4,59;14;1,35;0,185;0;0;;1,97;1,11;0,114;0,0715;0,0466;0,0313;0,0699;0,0855;0,273;0,968;0,422;0,892;0,0768;0,0206;0,00148;0;0;25,6;66,4;13,1;86,7;127;109;0,0651;0,309;0,045;0,292;3,37;3,12;19,7;40,4;0,242;0,18;;;0,144;0,0129;0,151;0,0717;0,176;0,0243;10,1;0,167
VALUES;25617;CIQUAL;"Aliments ""moyens"" pour les enquêtes Inca";Table Ciqual 2013;Crudité vinaigrette (aliment moyen);Crudité vinaigrette (aliment moyen);509;123;509;123;82;0,877;0,877;2,58;11,8;1,57;0,358;1,53;0;0;0,132;1,09;5,06;3,32;0;0;0,0000185;0,00000508;0,000326;0,00428;0,773;0,262;3,98;1,99;0,0958;0,000638;0,0000577;0;0,0806;190;13,6;21;217;25,3;0,111;0,384;0,0536;0,153;1,61;3,39;0,153;1510;0,173;3,53;20,3;;5,87;0,0357;0,0316;0,442;0,203;0,0598;28,6;0,00299
VALUES;25616;CIQUAL;"Aliments ""moyens"" pour les enquêtes Inca";Table Ciqual 2013;Crudité, sans assaisonnement (aliment moyen);Crudité, sans assaisonnement (aliment moyen);124;29,8;124;29,8;91,9;1,06;1,06;2,92;1,05;2,01;0,239;1,96;0;0;0,169;0,163;0,606;0,185;0;0;0,0000238;0;0,000372;0,00111;0,151;0,00541;0,435;0,14;0,0264;0,000818;0;0;0,0793;42,8;15,9;24,7;271;25,4;0,132;0,441;0,061;0,187;1,62;1,33;0,196;1930;0,049;3,33;16,8;;7,5;0,0438;0,0386;0,556;0,252;0,0747;33,3;0
VALUES;24999;CIQUAL;"Aliments ""moyens"" pour les enquêtes Inca";Table Ciqual 2013;Dessert (aliment moyen);Dessert (aliment moyen);573;136;574;136;69,7;4,14;4,09;20,7;3,98;15,9;3,35;0,588;0;0;;1,87;1,34;0,34;0,0515;0,0339;0,0216;0,0498;0,0609;0,209;1,02;0,343;1,17;0,296;0,0188;0,00415;0,00156;0,0115;26,3;65,3;12,3;31,6;143;78,5;0,0666;0,394;0,0406;0,525;4,17;4,32;21,4;9,42;0,122;0,149;;;0,122;0,0174;0,153;0,11;0,224;0,0361;9,68;0,0931
VALUES;18008;CIQUAL;"Aliments ""moyens"" pour les enquêtes Inca";Table Ciqual 2013;Eau de source, embouteillée (aliment moyen);Eau de source, embouteillée (aliment moyen);0;0;0;0;100;0;0;0;0;0;0;0;0;0;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1,61;1,19;0,001;0,153;5,81;0,0000333;0,000333;0,000167;0,000417;0,333;0;0;0;0;0;;;0;0;0;0;0;0;0;0
VALUES;18044;CIQUAL;"Aliments ""moyens"" pour les enquêtes Inca";Table Ciqual 2013;Eau minérale (aliment moyen);Eau minérale (aliment moyen);0;0;0;0;99,9;0;0;0;0;0;0;0;0;0;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;7,88;5,58;0,00362;0,79;24,4;0,0143;0,00051;0,000819;0,00392;0,465;0;0;0;0;0;;;0;0;0;0;0;0;0;0
VALUES;18009;CIQUAL;"Aliments ""moyens"" pour les enquêtes Inca";Table Ciqual 2013;Eau minérale embouteillée, faiblement minéralisée (aliment moyen);Eau minérale embouteillée, faiblement minéralisée (aliment moyen);0;0;0;0;100;0;0;0;0;0;0;0;0;0;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,725;1,02;0,02;0,435;1,05;0,00005;0,0005;0,00025;0,00025;0,5;0;0;0;0;0;;;0;0;0;0;0;0;0;0
VALUES;18046;CIQUAL;"Aliments ""moyens"" pour les enquêtes Inca";Table Ciqual 2013;Eau minérale gazeuse (aliment moyen);Eau minérale gazeuse (aliment moyen);0;0;0;0;99,9;0;0;0;0;0;0;0;0;0;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;6,9;4,68;0,0013;0,646;17,3;0,026;0,000489;0,000217;0,00222;0,433;0;0;0;0;0;;;0;0;0;0;0;0;0;0
VALUES;18045;CIQUAL;"Aliments ""moyens"" pour les enquêtes Inca";Table Ciqual 2013;Eau minérale plate (aliment moyen);Eau minérale plate (aliment moyen);0;0;0;0;99,9;0;0;0;0;0;0;0;0;0;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,751;6,11;0,00501;0,234;23,4;0,000313;0,0005;0,00115;0,00498;0,5;0;0;0;0;0;;;0;0;0;0;0;0;0;0
VALUES;11081;CIQUAL;"Aliments ""moyens"" pour les enquêtes Inca";Table Ciqual 2013;Epice (aliment moyen);Epice (aliment moyen);1360;327;1360;327;9,93;12;12;37,1;8,32;28,7;2,78;27,7;0;0;;1,16;4,49;1,56;0;0;0,00588;;0,0346;0,0212;0,346;0,0799;3,13;1,1;0,104;;0;0;0;56,3;233;255;1350;521;5,33;19,7;1,06;2,48;4,09;0,712;0;224;0;3,83;13;;4,84;0,196;0,26;1,88;;0,385;10,3;0
VALUES;12999;CIQUAL;"Aliments ""moyens"" pour les enquêtes Inca";Table Ciqual 2013;Fromage (aliment moyen);Fromage (aliment moyen);1460;351;1460;353;42,9;23,5;23;0,877;28,2;0,278;0;0;0;0;0,447;18,3;7,32;0,885;0,886;0,561;0,465;0,991;0,984;2,96;7,95;2,61;4,88;0,416;0,141;0,0119;0,00641;0;87,1;496;31,1;512;107;689;0,0317;0,236;0,127;3,34;7,14;28,8;250;55,4;0,818;0,492;5,74;;0,0402;0,0424;0,356;0,56;0,497;0,115;32,2;1,28
VALUES;12034;CIQUAL;"Aliments ""moyens"" pour les enquêtes Inca";Table Ciqual 2013;Fromage à pâte molle et croûte lavée (aliment moyen);Fromage à pâte molle et croûte lavée (aliment moyen);1360;328;1370;330;48,5;21,9;21,4;0,979;26,5;0,352;;0;0;0;0,1;17,1;6,58;0,744;0,801;0,552;0,414;0,792;0,968;2,95;7,26;2,51;4,49;0,372;0,138;0,0165;0,0118;0;77,1;540;27,7;378;101;592;0,0137;0,185;0,0548;4,46;5,44;39,8;174;72,6;0,181;0,486;0,786;;0;0,00409;0,101;0,0324;0,0598;0,0176;9,84;0,462
VALUES;12100;CIQUAL;"Aliments ""moyens"" pour les enquêtes Inca";Table Ciqual 2013;Fromage à pâte pressée cuite (aliment moyen);Fromage à pâte pressée cuite (aliment moyen);1560;375;1570;378;35,8;30,2;29,6;1,22;27,9;0,408;0;0;0;0;0,365;17,6;7,59;0,967;0,93;0,536;0,43;0,807;0,947;3,02;7,84;2,55;4,7;0,431;0,175;0,0171;0,00884;0;65,1;417;202;561;86,5;766;0,0307;0,342;0,151;3,74;5,63;37,9;173;64,8;0,634;0,372;5,11;;;0,0203;0,169;0,0447;0,141;0,0459;9,08;0,902
VALUES;19501;CIQUAL;"Aliments ""moyens"" pour les enquêtes Inca";Table Ciqual 2013;Fromage blanc nature ou aux fruits (aliment moyen);Fromage blanc nature ou aux fruits (aliment moyen);317;75,4;320;76,1;84,5;7,54;7,38;3,68;3,22;3,42;0;0;0;0;0,74;0,704;0,873;0,0869;0;0;0;0;0;0;0;0;0;0;0;0;0,000653;0;23,4;29,2;10,2;113;80,5;111;0,0012;0,13;0,00995;0,516;2,25;14,5;29;20;0,3;0,07;;;0,25;0,037;0,24;0,19;0,38;0,047;26;0,37
VALUES;19502;CIQUAL;"Aliments ""moyens"" pour les enquêtes Inca";Table Ciqual 2013;Fromage blanc ou spécialité laitière, aromatisé ou aux fruits (aliment moyen);Fromage blanc ou spécialité laitière, aromatisé ou aux fruits (aliment moyen);355;84,9;357;85,3;83,2;5,65;5,54;3,79;5,04;3,51;0;0;0;0;0,74;2,72;1,28;0,124;0,106;0,0662;0,0413;0,0992;0,118;0,378;1,07;0,298;0,561;0,0561;0,0114;0;0,00102;0;11,7;25,3;10,6;112;114;118;0,0306;0,135;0,00998;0,458;2,19;12,6;46,5;27;0,2;0,102;;;0,125;0,034;0,2;0,205;0,35;0,043;29,5;0,335
VALUES;13999;CIQUAL;"Aliments ""moyens"" pour les enquêtes Inca";Table Ciqual 2013;Fruit (aliment moyen);Fruit (aliment moyen);233;55,1;233;55,1;84,9;0,663;0,663;11,2;0,224;9,38;0,321;1,85;0;0;0,654;0,0395;0,0211;0,101;0;0;0;0;0,000298;0,00039;0,0327;0,00494;0,0162;0,0563;0,0219;0,000041;0;0;0,0759;12,1;13,1;16,2;197;12,9;0,142;0,162;0,0575;0,1;1,51;2,06;0;152;0;0,43;4,58;;18,1;0,0441;0,0322;0,296;0,195;0,109;24,3;0
VALUES;10043;CIQUAL;"Aliments ""moyens"" pour les enquêtes Inca";Table Ciqual 2013;Fruit de mer (aliment moyen);Fruit de mer (aliment moyen);396;93,5;396;93,5;77,3;16,5;16,5;3,71;1,41;0;0;0;0;0;;0,307;0,237;0,461;0;0;0;0;0,0118;0,0372;0,18;0,029;0,0296;0,012;0,0127;0,0082;0,154;0,0914;112;527;75,2;171;219;122;0,377;3,15;0,924;8,81;36,9;91,8;30,9;0;0,169;1,26;0,121;;0;0,0439;0,155;1,33;0,371;0,0579;13,2;16
VALUES;15040;CIQUAL;"Aliments ""moyens"" pour les enquêtes Inca";Table Ciqual 2013;Fruits séchés et graines oléagineuses (aliment moyen);Fruits séchés et graines oléagineuses (aliment moyen);2080;499;2040;490;12,2;14,5;16,8;29,9;32,8;21,1;2,73;6,74;0;0;1,11;4,33;12,3;13,8;0;0;0,00149;0,00000921;0,0000146;0,0211;2,77;0,751;10,3;12,5;1,37;0;0;0;0,263;5,64;87,2;261;477;65,8;0,779;1,71;0,482;1,42;4,04;3,07;0;62,9;0;3,38;13,5;;1,68;0,16;0,222;8,65;0,808;0,336;70,7;0,00667
VALUES;23000;CIQUAL;"Aliments ""moyens"" pour les enquêtes Inca";Table Ciqual 2013;Gâteau (aliment moyen);Gâteau (aliment moyen);1680;401;1680;401;22,5;6,22;6,22;48;19,9;25,5;16,4;2,13;0,122;0;0;6,85;7,98;3,63;0,486;0,669;0,128;0,189;0,542;0,678;3,11;1,05;7,18;2,5;0,864;0,0888;0,00892;0,00876;85,9;281;20,3;234;171;53,2;0,23;1,63;0,117;0,667;3,7;12;140;113;0,443;2,09;0,345;;0,167;0,0808;0,127;0,507;0,396;0,0652;22,1;0,259
VALUES;39500;CIQUAL;"Aliments ""moyens"" pour les enquêtes Inca";Table Ciqual 2013;Glace à l'eau ou sorbet ou crème glacée, tout parfum (aliment moyen);Glace à l'eau ou sorbet ou crème glacée, tout parfum (aliment moyen);872;208;873;209;59,7;2,95;2,9;25,1;10,6;21;0,656;0,458;0;0,000383;0,0155;6,4;2,61;0,51;0,242;0,156;0,133;0,242;1,04;0,965;2,32;0,745;2,51;0,459;0,0384;0;0,011;0,00128;24;49,4;19,6;104;104;115;0,109;2,35;0,103;0,423;1,18;8,47;94,5;21,2;0,114;3,63;0,141;;0,768;0,034;0,171;0,0893;0,316;0,042;3,63;0,292
VALUES;11080;CIQUAL;"Aliments ""moyens"" pour les enquêtes Inca";Table Ciqual 2013;Herbes aromatiques fraîches (aliment moyen);Herbes aromatiques fraîches (aliment moyen);178;42,4;178;42,4;86,5;2,91;2,91;4,08;0,765;2,4;0,255;3,8;0;0;;0,109;0,148;0,315;0;0;0;0;0;0,00405;0,0887;0,016;0,00255;0,0957;0,157;0;0;0;0;67,1;34,9;50,8;641;176;0,961;3,86;0,147;0,816;0,3;2,95;0,71;4500;0;1,62;957;;143;0,183;0,0922;0,955;0,271;0,117;171;0
VALUES;17001;CIQUAL;"Aliments ""moyens"" pour les enquêtes Inca";Table Ciqual 2013;Huile végétale (aliment moyen);Huile végétale (aliment moyen);3700;899;3700;899;0;0;0;0;99,9;0;0;0;0;0;0;12,3;64,1;19,3;0;0;0;0,000106;0,0107;0,0236;8,85;3,01;59,3;17,9;1,35;0;0;0;0,363;0,797;0,292;0;0,951;1,45;0,00281;0,0368;0,00478;0,0231;8,91;0,281;0;0;0;37;29,6;;0;0;0;0;0;0;0;0
VALUES;2004;CIQUAL;"Aliments ""moyens"" pour les enquêtes Inca";Table Ciqual 2013;Jus de fruits (aliment moyen);Jus de fruits (aliment moyen);175;41,3;175;41,3;88,9;0,569;0,572;8,66;0,104;8,14;0;0,263;0;0;0,967;0,0255;0,0292;0,049;0;0;0;0;0,000111;0,000568;0,0176;0,0012;0,0177;0,0233;0,0078;0;0;0;0;2,2;8,88;14,1;149;50,1;0,0221;0,108;0,0256;0,0301;1,43;0,601;0;13,6;0;0,0918;0,0422;;31,6;0,0544;0,0206;0,261;0,145;0,0406;20,4;0
VALUES;20499;CIQUAL;"Aliments ""moyens"" pour les enquêtes Inca";Table Ciqual 2013;Légume cuit (aliment moyen);Légume cuit (aliment moyen);155;36,9;155;36,9;88,9;2,07;2,07;5,02;0,293;1,99;1,65;2,91;0;0;0,0192;0,0555;0,0264;0,116;0;0;0;0;0,000401;0,000438;0,0438;0,00541;0,0184;0,0581;0,0325;0;0;0;0,114;150;20,2;38,4;198;44,9;0,2;1,28;0,0855;0,328;1,63;1,09;0;970;0;0,393;58,1;;7,7;0,0701;0,0551;0,559;0,174;0,0752;48,4;0
VALUES;20495;CIQUAL;"Aliments ""moyens"" pour les enquêtes Inca";Table Ciqual 2013;Légume en purée, sans pomme de terre, sans sel (aliment moyen);Légume en purée, sans pomme de terre, sans sel (aliment moyen);124;29,6;124;29,6;91,1;0,811;0,811;4,84;0,295;3;0,25;2,15;0;0;;0,0171;0,00343;0,0508;0;0;0;0;0;0;0,0166;0,000571;0,00158;0,0176;0,00248;0;0;0;0,0394;84,7;11,8;28,3;150;47,7;0,291;0,119;0,156;0,402;0,743;1,74;0;2490;0;0,473;10,2;;1,86;0,025;0,025;0,255;0,18;0,0366;31,1;0
VALUES;20700;CIQUAL;"Aliments ""moyens"" pour les enquêtes Inca";Table Ciqual 2013;Légume sec, cuit (aliment moyen);Légume sec, cuit (aliment moyen);426;101;426;101;71,9;6,82;6,82;14,4;0,697;1,05;13,4;4,95;0;0;;0,0733;0,0534;0,167;0;0;0;0,0000121;0,000129;0,00106;0,0589;0,00598;0,0118;0,0236;0,00607;0,0000314;0,0000545;0,0000346;0,262;223;30,7;106;219;31,2;0,371;1,6;0,189;0,773;12,6;2,96;2,2;13,2;0,00244;0,364;1;;0,125;0,0957;0,091;0,638;0,318;0,197;19,8;0
VALUES;2075;CIQUAL;"Aliments ""moyens"" pour les enquêtes Inca";Table Ciqual 2013;Légumes, pur jus (aliment moyen);Légumes, pur jus (aliment moyen);96,4;22,8;96,4;22,8;93,1;0,76;0,76;4,28;0,0565;4,05;0;0,559;0;0;0,323;0,00844;0,00104;0,023;0;0;0;;0,000637;0,000159;0,00717;0,000478;0,000694;0,0201;0,00291;0;0;0;0;212;10,7;22,7;250;8,2;0,0789;0,35;0,0557;0,117;0,643;0,89;0;3180;0;0,682;7,48;;13;0,0421;0,0442;0,682;0,25;0,11;15;0
VALUES;32004;CIQUAL;"Aliments ""moyens"" pour les enquêtes Inca";Table Ciqual 2013;Muesli (aliment moyen);Muesli (aliment moyen);1890;451;1890;451;3,65;7,81;7,81;61,5;17,6;27,7;31,9;7,76;0;0;;9,05;5,29;2,24;0,00111;0,0419;0,45;0,327;1,8;0,742;4,13;0,878;5,29;2,07;0,0544;;0;0,00641;5,6;223;63,6;182;316;54,5;2,16;6,26;0,408;1,3;9,09;43,9;0;0;0,25;2,08;;;43,3;0,991;1,11;12,2;4,41;1,4;138;0,709
VALUES;23900;CIQUAL;"Aliments ""moyens"" pour les enquêtes Inca";Table Ciqual 2013;Pâtisserie (aliment moyen);Pâtisserie (aliment moyen);1460;350;1460;350;34,3;5,66;5,66;36,7;19,4;17,6;12,8;2,98;0;0;0;9,23;5,13;1,57;0,305;0,183;0,133;0,292;0,426;1,26;4,91;1,41;4,06;0,401;0,118;0,0122;0,00478;0,000318;60,2;203;24,7;67,3;174;39,6;0,3;0,74;0,236;0,307;2,46;4,42;51;38,2;0,168;1,59;;;2,13;0,0392;0,0522;0,366;0,237;0,0769;14,5;0,237
VALUES;25516;CIQUAL;"Aliments ""moyens"" pour les enquêtes Inca";Table Ciqual 2013;Pizza (aliment moyen);Pizza (aliment moyen);955;227;955;227;50,5;8,43;8,43;27,7;8,69;2,6;22,6;2,36;0;0;;0,977;2,85;1,44;0,0397;0,0242;0,0129;0,0152;0,0342;0,0587;0,287;0,0965;0,48;0,379;0,0778;0,0026;0;0,000791;18,8;542;22,9;147;221;126;0,271;0,481;0,107;0,872;4,41;6,19;21,4;74;0,209;1,28;3,81;;2,77;0,18;0,114;1,66;0,325;0,168;32,1;0,491
VALUES;26140;CIQUAL;"Aliments ""moyens"" pour les enquêtes Inca";Table Ciqual 2013;Poisson cuit (aliment moyen);Poisson cuit (aliment moyen);646;154;646;154;68,6;18,7;18,7;3,96;7,01;0;3,33;0,204;0;0;;1,34;2,15;2,27;0,000634;0,000656;0,00413;0,00221;0,0351;0,156;0,772;0,195;1,52;0,773;0,084;0,0277;0,24;0,347;46;306;27,6;189;309;27,7;0,0469;0,528;0,0577;0,56;44;34,6;9,67;1,49;3,01;1,45;1,39;;0,0443;0,0894;0,0984;4,82;0,438;0,263;13,7;2,55
