"Code AGB";"Code CIQUAL";"Groupe d'aliment";"Sous-groupe d'aliment";"Nom du Produit en Français";"LCI Name";"code saison";"code avion";"Livraison";"Matériau d'emballage";"Préparation";"DQR";"Score unique EF";"Changement climatique";"Appauvrissement de la couche d'ozone";"Rayonnements ionisants";"Formation photochimique d'ozone";"Particules fines";"Effets toxicologiques sur la santé humaine : substances non-cancérogènes";"Effets toxicologiques sur la santé humaine : substances cancérogènes";"Acidification terrestre et eaux douces";"Eutrophisation eaux douces";"Eutrophisation marine";"Eutrophisation terrestre";"Écotoxicité pour écosystèmes aquatiques d'eau douce";"Utilisation du sol";"Épuisement des ressources eau";"Épuisement des ressources énergétiques";"Épuisement des ressources minéraux";"Changement climatique - émissions biogéniques";"Changement climatique - émissions fossiles";"Changement climatique - émissions liées au changement d'affectation des sols";"CLIMATE_CHANGE";"OZONE_DEPLETION";"IONIZING_RADIATION";"PHOTOCHEMICAL_OZONE_FORMATION";"PARTICULATE_MATTER";"HUMAN_TOXICITY_NON_CANCER";"HUMAN_TOXICITY_CANCER";"ACIDIFICATION";"EUTROPHICATION_FRESHWATER";"EUTROPHICATION_MARINE";"EUTROPHICATION_TERRESTRIAL";"ECOTOXICITY_FRESHWATER";"LAND_USE";"WATER_USE";"RESOURCE_USE_FOSSILS";"RESOURCE_USE_MINERALS_METALS";"CLIMATE_CHANGE_BIOGENIC";"CLIMATE_CHANGE_FOSSIL";"CLIMATE_CHANGE_LAND_USE"
20046;20046;"fruits, légumes, légumineuses et oléagineux";"légumes";"Salsifis, cuit";"Salsify, cooked";2;0;"Ambiant (moyen)";"PACK AGB";"Cuisson à l'eau";2,81;1,25E-01;1,34E+00;4,33E-08;2,43E-01;3,91E-03;6,05E-08;1,83E-08;5,83E-10;4,69E-03;2,16E-04;2,65E-03;1,32E-02;2,70E+01;1,95E+01;7,46E-01;2,19E+01;5,96E-06;1,09E-01;1,23E+00;3,08E-03;1,34E+00;4,33E-08;2,43E-01;3,91E-03;6,05E-08;1,83E-08;5,83E-10;4,69E-03;2,16E-04;2,65E-03;1,32E-02;2,70E+01;1,95E+01;7,46E-01;2,19E+01;5,96E-06;1,09E-01;1,23E+00;3,08E-03
20237;20237;"fruits, légumes, légumineuses et oléagineux";"légumes";"Salsifis, surgelé, cru";"Salsify, frozen, raw";2;0;"Congelé";"PACK AGB";"Pas de préparation";2,8;7,91E-02;5,84E-01;2,34E-08;4,60E-01;1,94E-03;3,30E-08;1,38E-08;3,61E-10;2,90E-03;1,10E-04;1,63E-03;7,94E-03;2,03E+01;1,15E+01;4,65E-01;1,59E+01;5,52E-06;4,15E-02;5,42E-01;8,21E-04;5,84E-01;2,34E-08;4,60E-01;1,94E-03;3,30E-08;1,38E-08;3,61E-10;2,90E-03;1,10E-04;1,63E-03;7,94E-03;2,03E+01;1,15E+01;4,65E-01;1,59E+01;5,52E-06;4,15E-02;5,42E-01;8,21E-04
20090;20090;"fruits, légumes, légumineuses et oléagineux";"légumes";"Scarole, crue";"Escaroles";2;0;"Glacé";"PACK AGB";"Pas de préparation";2,41;1,34E-01;1,03E+00;3,56E-08;9,49E-01;3,16E-03;5,30E-08;5,42E-08;9,69E-10;4,32E-03;1,69E-04;2,23E-03;1,41E-02;9,38E+00;9,85E+00;6,75E-01;2,93E+01;1,07E-05;1,96E-01;8,31E-01;6,28E-04;1,03E+00;3,56E-08;9,49E-01;3,16E-03;5,30E-08;5,42E-08;9,69E-10;4,32E-03;1,69E-04;2,23E-03;1,41E-02;9,38E+00;9,85E+00;6,75E-01;2,93E+01;1,07E-05;1,96E-01;8,31E-01;6,28E-04
20158;20158;"fruits, légumes, légumineuses et oléagineux";"légumes";"Tétragone cornue, cuite";"New Zealand spinach, cooked";2;0;"Ambiant (moyen)";"PACK AGB";"Cuisson à l'eau";2,65;1,10E-01;1,14E+00;3,48E-08;3,76E-01;3,47E-03;5,17E-08;1,47E-08;4,47E-10;3,95E-03;1,73E-04;2,93E-03;1,17E-02;1,75E+01;-1,44E+01;5,25E-01;2,22E+01;6,70E-06;3,28E-02;1,09E+00;1,68E-02;1,14E+00;3,48E-08;3,76E-01;3,47E-03;5,17E-08;1,47E-08;4,47E-10;3,95E-03;1,73E-04;2,93E-03;1,17E-02;1,75E+01;-1,44E+01;5,25E-01;2,22E+01;6,70E-06;3,28E-02;1,09E+00;1,68E-02
20172;20172;"fruits, légumes, légumineuses et oléagineux";"légumes";"Tomate cerise, crue";"Tomato, cherry, raw";2;0;"Ambiant (moyen)";"PACK AGB";"Pas de préparation";3,16;5,84E-02;6,26E-01;2,52E-08;9,43E-02;2,06E-03;3,39E-08;1,76E-08;4,97E-10;2,72E-03;7,35E-05;1,43E-03;1,02E-02;4,47E+00;5,18E+00;3,79E-01;8,94E+00;3,55E-06;7,76E-02;5,48E-01;3,83E-04;6,26E-01;2,52E-08;9,43E-02;2,06E-03;3,39E-08;1,76E-08;4,97E-10;2,72E-03;7,35E-05;1,43E-03;1,02E-02;4,47E+00;5,18E+00;3,79E-01;8,94E+00;3,55E-06;7,76E-02;5,48E-01;3,83E-04
"20047_2";20047;"fruits, légumes, légumineuses et oléagineux";"légumes";"Tomate de saison, crue";"Tomato, in season, raw";1;0;"Ambiant (moyen)";"PACK AGB";"Pas de préparation";2,43;5,84E-02;6,26E-01;2,52E-08;9,43E-02;2,06E-03;3,39E-08;1,76E-08;4,97E-10;2,72E-03;7,35E-05;1,43E-03;1,02E-02;4,47E+00;5,18E+00;3,79E-01;8,94E+00;3,55E-06;7,76E-02;5,48E-01;3,83E-04;6,26E-01;2,52E-08;9,43E-02;2,06E-03;3,39E-08;1,76E-08;4,97E-10;2,72E-03;7,35E-05;1,43E-03;1,02E-02;4,47E+00;5,18E+00;3,79E-01;8,94E+00;3,55E-06;7,76E-02;5,48E-01;3,83E-04
"20047_3";20047;"fruits, légumes, légumineuses et oléagineux";"légumes";"Tomate hors saison, crue";"Tomato, off season, raw";0;0;"Ambiant (moyen)";"PACK AGB";"Pas de préparation";2,78;1,90E-01;2,11E+00;8,03E-08;1,54E-01;6,13E-03;1,27E-07;2,16E-08;2,04E-09;8,10E-03;4,25E-04;2,96E-03;2,51E-02;2,02E+01;7,94E+00;2,07E+00;2,95E+01;8,56E-06;7,72E-02;2,03E+00;9,08E-04;2,11E+00;8,03E-08;1,54E-01;6,13E-03;1,27E-07;2,16E-08;2,04E-09;8,10E-03;4,25E-04;2,96E-03;2,51E-02;2,02E+01;7,94E+00;2,07E+00;2,95E+01;8,56E-06;7,72E-02;2,03E+00;9,08E-04
20119;20119;"fruits, légumes, légumineuses et oléagineux";"légumes";"Tomate verte, crue";"Tomato, green, raw";2;0;"Ambiant (moyen)";"PACK AGB";"Pas de préparation";3,08;8,54E-02;7,50E-01;2,64E-08;8,76E-02;2,80E-03;6,94E-08;1,99E-08;1,15E-09;4,33E-03;1,11E-04;1,63E-03;1,53E-02;1,16E+01;6,51E+00;1,27E+00;1,02E+01;5,05E-06;7,74E-02;6,72E-01;5,73E-04;7,50E-01;2,64E-08;8,76E-02;2,80E-03;6,94E-08;1,99E-08;1,15E-09;4,33E-03;1,11E-04;1,63E-03;1,53E-02;1,16E+01;6,51E+00;1,27E+00;1,02E+01;5,05E-06;7,74E-02;6,72E-01;5,73E-04
20068;20068;"fruits, légumes, légumineuses et oléagineux";"légumes";"Tomate, concentré, appertisé";"Tomato paste, concentrated, canned";2;0;"Ambiant (long)";"PACK AGB";"Pas de préparation";3,06;3,07E-01;2,42E+00;8,99E-08;3,50E-01;9,15E-03;1,47E-07;7,97E-08;5,72E-09;1,36E-02;4,66E-04;6,66E-03;4,51E-02;1,70E+01;2,45E+01;8,80E+00;3,92E+01;1,46E-05;1,60E-02;2,40E+00;2,80E-03;2,42E+00;8,99E-08;3,50E-01;9,15E-03;1,47E-07;7,97E-08;5,72E-09;1,36E-02;4,66E-04;6,66E-03;4,51E-02;1,70E+01;2,45E+01;8,80E+00;3,92E+01;1,46E-05;1,60E-02;2,40E+00;2,80E-03
20260;20260;"fruits, légumes, légumineuses et oléagineux";"légumes";"Tomate, coulis, appertisé (purée de tomates mi-réduite à 11%)";"Tomato coulis, canned (tomato puree semi-reduced 11%)";2;0;"Ambiant (long)";"PACK AGB";"Micro-onde";2,96;1,13E-01;8,25E-01;3,23E-08;9,54E-01;3,20E-03;5,28E-08;1,57E-08;3,35E-09;3,60E-03;1,91E-04;1,40E-03;1,08E-02;5,56E+00;8,24E+00;3,81E-01;2,92E+01;4,73E-06;1,49E-02;8,09E-01;1,28E-03;8,25E-01;3,23E-08;9,54E-01;3,20E-03;5,28E-08;1,57E-08;3,35E-09;3,60E-03;1,91E-04;1,40E-03;1,08E-02;5,56E+00;8,24E+00;3,81E-01;2,92E+01;4,73E-06;1,49E-02;8,09E-01;1,28E-03
"20047_1";20047;"fruits, légumes, légumineuses et oléagineux";"légumes";"Tomate, crue";"Tomato, raw";2;0;"Ambiant (moyen)";"PACK AGB";"Pas de préparation";2,77;8,54E-02;7,50E-01;2,64E-08;8,76E-02;2,80E-03;6,94E-08;1,99E-08;1,15E-09;4,33E-03;1,11E-04;1,63E-03;1,53E-02;1,16E+01;6,51E+00;1,27E+00;1,02E+01;5,05E-06;7,74E-02;6,72E-01;5,73E-04;7,50E-01;2,64E-08;8,76E-02;2,80E-03;6,94E-08;1,99E-08;1,15E-09;4,33E-03;1,11E-04;1,63E-03;1,53E-02;1,16E+01;6,51E+00;1,27E+00;1,02E+01;5,05E-06;7,74E-02;6,72E-01;5,73E-04
20268;20268;"fruits, légumes, légumineuses et oléagineux";"légumes";"Tomate, double concentré, appertisé";"Tomato paste, double concentrate, canned";2;0;"Ambiant (long)";"PACK AGB";"Pas de préparation";3,35;4,71E-01;3,81E+00;1,31E-07;5,54E-01;1,46E-02;2,37E-07;1,47E-07;7,50E-09;2,36E-02;6,49E-04;1,20E-02;8,12E-02;2,82E+01;4,24E+01;1,05E+01;6,24E+01;2,59E-05;2,18E-02;3,79E+00;4,16E-03;3,81E+00;1,31E-07;5,54E-01;1,46E-02;2,37E-07;1,47E-07;7,50E-09;2,36E-02;6,49E-04;1,20E-02;8,12E-02;2,82E+01;4,24E+01;1,05E+01;6,24E+01;2,59E-05;2,18E-02;3,79E+00;4,16E-03
20048;20048;"fruits, légumes, légumineuses et oléagineux";"légumes";"Tomate, pelée, appertisée, égouttée";"Tomato, peeled, canned, drained";2;0;"Ambiant (long)";"PACK AGB";"Micro-onde";2,96;1,86E-01;1,51E+00;5,20E-08;1,49E+00;5,31E-03;8,55E-08;2,67E-08;5,41E-09;5,85E-03;3,36E-04;2,46E-03;1,78E-02;9,76E+00;1,33E+01;6,14E-01;4,60E+01;7,30E-06;1,91E-01;1,32E+00;2,05E-03;1,51E+00;5,20E-08;1,49E+00;5,31E-03;8,55E-08;2,67E-08;5,41E-09;5,85E-03;3,36E-04;2,46E-03;1,78E-02;9,76E+00;1,33E+01;6,14E-01;4,60E+01;7,30E-06;1,91E-01;1,32E+00;2,05E-03
20242;20242;"fruits, légumes, légumineuses et oléagineux";"légumes";"Tomate, pulpe et peau, bouillie/cuite à l'eau";"Tomato, pulp and peel, boiled/cooked in water";2;0;"Ambiant (moyen)";"PACK AGB";"Cuisson à l'eau";2,78;1,67E-01;1,51E+00;5,15E-08;3,50E-01;5,62E-03;1,20E-07;3,01E-08;6,19E-09;7,17E-03;3,42E-04;2,57E-03;2,33E-02;1,71E+01;1,48E+01;1,69E+00;2,43E+01;8,55E-06;1,05E-01;1,40E+00;2,24E-03;1,51E+00;5,15E-08;3,50E-01;5,62E-03;1,20E-07;3,01E-08;6,19E-09;7,17E-03;3,42E-04;2,57E-03;2,33E-02;1,71E+01;1,48E+01;1,69E+00;2,43E+01;8,55E-06;1,05E-01;1,40E+00;2,24E-03
20289;20289;"fruits, légumes, légumineuses et oléagineux";"légumes";"Tomate, pulpe et peau, rôtie/cuite au four";"Tomato, roasted/baked, with skin";2;0;"Ambiant (moyen)";"PACK AGB";"Four";2,8;1,88E-01;1,49E+00;5,04E-08;7,70E-01;5,73E-03;1,25E-07;3,35E-08;6,24E-09;7,57E-03;3,67E-04;2,64E-03;2,38E-02;1,76E+01;1,52E+01;1,71E+00;3,23E+01;1,17E-05;1,05E-01;1,38E+00;2,27E-03;1,49E+00;5,04E-08;7,70E-01;5,73E-03;1,25E-07;3,35E-08;6,24E-09;7,57E-03;3,67E-04;2,64E-03;2,38E-02;1,76E+01;1,52E+01;1,71E+00;3,23E+01;1,17E-05;1,05E-01;1,38E+00;2,27E-03
20169;20169;"fruits, légumes, légumineuses et oléagineux";"légumes";"Tomate, pulpe, appertisée";"Tomato pulp, canned";2;0;"Ambiant (long)";"PACK AGB";"Micro-onde";2,96;1,43E-01;1,11E+00;4,05E-08;1,17E+00;4,08E-03;6,64E-08;2,03E-08;4,21E-09;4,53E-03;2,51E-04;1,84E-03;1,37E-02;7,30E+00;1,03E+01;4,77E-01;3,62E+01;5,80E-06;8,79E-02;1,02E+00;1,60E-03;1,11E+00;4,05E-08;1,17E+00;4,08E-03;6,64E-08;2,03E-08;4,21E-09;4,53E-03;2,51E-04;1,84E-03;1,37E-02;7,30E+00;1,03E+01;4,77E-01;3,62E+01;5,80E-06;8,79E-02;1,02E+00;1,60E-03
20170;20170;"fruits, légumes, légumineuses et oléagineux";"légumes";"Tomate, purée, appertisée";"Tomato puree, canned";2;0;"Ambiant (long)";"PACK AGB";"Micro-onde";2,96;1,13E-01;8,25E-01;3,23E-08;9,54E-01;3,20E-03;5,28E-08;1,57E-08;3,35E-09;3,60E-03;1,91E-04;1,40E-03;1,08E-02;5,56E+00;8,24E+00;3,81E-01;2,92E+01;4,73E-06;1,49E-02;8,09E-01;1,28E-03;8,25E-01;3,23E-08;9,54E-01;3,20E-03;5,28E-08;1,57E-08;3,35E-09;3,60E-03;1,91E-04;1,40E-03;1,08E-02;5,56E+00;8,24E+00;3,81E-01;2,92E+01;4,73E-06;1,49E-02;8,09E-01;1,28E-03
20189;20189;"fruits, légumes, légumineuses et oléagineux";"légumes";"Tomate, séchée";"Tomato, dried";2;0;"Ambiant (moyen)";"PACK AGB";"Pas de préparation";3,22;1,90E+00;1,12E+01;5,55E-07;2,32E+01;3,83E-02;6,39E-07;2,84E-07;1,24E-08;5,78E-02;1,72E-03;2,49E-02;1,69E-01;9,41E+01;9,47E+01;7,37E+00;6,07E+02;6,73E-05;1,55E-01;1,10E+01;1,05E-02;1,12E+01;5,55E-07;2,32E+01;3,83E-02;6,39E-07;2,84E-07;1,24E-08;5,78E-02;1,72E-03;2,49E-02;1,69E-01;9,41E+01;9,47E+01;7,37E+00;6,07E+02;6,73E-05;1,55E-01;1,10E+01;1,05E-02
20256;20256;"fruits, légumes, légumineuses et oléagineux";"légumes";"Tomate, séchée, à l'huile";"Tomato, dried, in oil";2;0;"Ambiant (moyen)";"PACK AGB";"Pas de préparation";3,79;1,90E+00;1,12E+01;5,55E-07;2,32E+01;3,83E-02;6,39E-07;2,84E-07;1,24E-08;5,78E-02;1,72E-03;2,49E-02;1,69E-01;9,41E+01;9,47E+01;7,37E+00;6,07E+02;6,73E-05;1,55E-01;1,10E+01;1,05E-02;1,12E+01;5,55E-07;2,32E+01;3,83E-02;6,39E-07;2,84E-07;1,24E-08;5,78E-02;1,72E-03;2,49E-02;1,69E-01;9,41E+01;9,47E+01;7,37E+00;6,07E+02;6,73E-05;1,55E-01;1,10E+01;1,05E-02
20517;20517;"fruits, légumes, légumineuses et oléagineux";"légumineuses";"Fève à écosser, fraîche";"Broad bean, to shell, fresh";2;0;"Ambiant (long)";"PACK AGB";"Pas de préparation";2,85;1,01E-01;8,58E-01;1,60E-08;3,24E-01;3,74E-03;3,57E-08;1,50E-07;8,38E-10;3,44E-03;2,53E-04;1,02E-02;1,18E-02;1,58E+01;-1,67E+02;1,50E-01;1,37E+01;5,53E-06;1,49E-02;8,38E-01;5,19E-03;8,58E-01;1,60E-08;3,24E-01;3,74E-03;3,57E-08;1,50E-07;8,38E-10;3,44E-03;2,53E-04;1,02E-02;1,18E-02;1,58E+01;-1,67E+02;1,50E-01;1,37E+01;5,53E-06;1,49E-02;8,38E-01;5,19E-03
20500;20500;"fruits, légumes, légumineuses et oléagineux";"légumineuses";"Fève, cuite";"Broad bean, cooked";2;0;"Ambiant (long)";"PACK AGB";"Micro-onde";3,03;6,68E-02;5,85E-01;1,47E-08;3,02E-01;2,23E-03;2,35E-08;6,66E-08;1,72E-09;1,98E-03;1,50E-04;4,46E-03;6,23E-03;7,46E+00;-7,17E+01;1,16E-01;1,20E+01;3,74E-06;4,52E-03;5,79E-01;2,21E-03;5,85E-01;1,47E-08;3,02E-01;2,23E-03;2,35E-08;6,66E-08;1,72E-09;1,98E-03;1,50E-04;4,46E-03;6,23E-03;7,46E+00;-7,17E+01;1,16E-01;1,20E+01;3,74E-06;4,52E-03;5,79E-01;2,21E-03
20536;20536;"fruits, légumes, légumineuses et oléagineux";"légumineuses";"Fève, fraîche, surgelée";"Broad bean, fresh, frozen";2;0;"Congelé";"PACK AGB";"Micro-onde";3,13;5,73E-02;4,43E-01;1,26E-08;3,54E-01;1,84E-03;1,64E-08;6,57E-08;3,88E-10;1,73E-03;1,10E-04;4,49E-03;5,77E-03;7,22E+00;-7,29E+01;7,09E-02;1,11E+01;3,65E-06;2,40E-03;4,38E-01;2,06E-03;4,43E-01;1,26E-08;3,54E-01;1,84E-03;1,64E-08;6,57E-08;3,88E-10;1,73E-03;1,10E-04;4,49E-03;5,77E-03;7,22E+00;-7,29E+01;7,09E-02;1,11E+01;3,65E-06;2,40E-03;4,38E-01;2,06E-03
20541;20541;"fruits, légumes, légumineuses et oléagineux";"légumineuses";"Fève, pelée, surgelée, crue";"Broad bean, peeled, frozen, raw";2;0;"Congelé";"PACK AGB";"Pas de préparation";2,82;1,24E-01;1,01E+00;2,84E-08;6,64E-01;4,18E-03;3,65E-08;1,52E-07;8,72E-10;3,84E-03;2,45E-04;1,04E-02;1,31E-02;1,66E+01;-1,70E+02;1,56E-01;2,23E+01;7,27E-06;5,51E-03;9,95E-01;4,77E-03;1,01E+00;2,84E-08;6,64E-01;4,18E-03;3,65E-08;1,52E-07;8,72E-10;3,84E-03;2,45E-04;1,04E-02;1,31E-02;1,66E+01;-1,70E+02;1,56E-01;2,23E+01;7,27E-06;5,51E-03;9,95E-01;4,77E-03
20542;20542;"fruits, légumes, légumineuses et oléagineux";"légumineuses";"Fève, pelée, surgelée, cuite à l'eau";"Broad bean, without peal, frozen, water boiled";2;0;"Congelé";"PACK AGB";"Micro-onde";3,19;6,88E-02;5,73E-01;1,83E-08;4,38E-01;2,09E-03;1,79E-08;6,67E-08;4,35E-10;1,92E-03;1,20E-04;4,53E-03;6,24E-03;7,42E+00;-7,28E+01;8,91E-02;1,46E+01;4,39E-06;2,47E-03;5,68E-01;2,08E-03;5,73E-01;1,83E-08;4,38E-01;2,09E-03;1,79E-08;6,67E-08;4,35E-10;1,92E-03;1,20E-04;4,53E-03;6,24E-03;7,42E+00;-7,28E+01;8,91E-02;1,46E+01;4,39E-06;2,47E-03;5,68E-01;2,08E-03
20518;20518;"fruits, légumes, légumineuses et oléagineux";"légumineuses";"Fève, sèche";"Broad bean, dried";2;0;"Ambiant (long)";"PACK AGB";"Pas de préparation";3,13;1,01E-01;8,58E-01;1,60E-08;3,24E-01;3,74E-03;3,57E-08;1,50E-07;8,38E-10;3,44E-03;2,53E-04;1,02E-02;1,18E-02;1,58E+01;-1,67E+02;1,50E-01;1,37E+01;5,53E-06;1,49E-02;8,38E-01;5,19E-03;8,58E-01;1,60E-08;3,24E-01;3,74E-03;3,57E-08;1,50E-07;8,38E-10;3,44E-03;2,53E-04;1,02E-02;1,18E-02;1,58E+01;-1,67E+02;1,50E-01;1,37E+01;5,53E-06;1,49E-02;8,38E-01;5,19E-03
20543;20543;"fruits, légumes, légumineuses et oléagineux";"légumineuses";"Fève, surgelée, cuite à l'eau";"Broad bean, frozen, water boiled";2;0;"Congelé";"PACK AGB";"Micro-onde";3,19;6,88E-02;5,73E-01;1,83E-08;4,38E-01;2,09E-03;1,79E-08;6,67E-08;4,35E-10;1,92E-03;1,20E-04;4,53E-03;6,24E-03;7,42E+00;-7,28E+01;8,91E-02;1,46E+01;4,39E-06;2,47E-03;5,68E-01;2,08E-03;5,73E-01;1,83E-08;4,38E-01;2,09E-03;1,79E-08;6,67E-08;4,35E-10;1,92E-03;1,20E-04;4,53E-03;6,24E-03;7,42E+00;-7,28E+01;8,91E-02;1,46E+01;4,39E-06;2,47E-03;5,68E-01;2,08E-03
20511;20511;"fruits, légumes, légumineuses et oléagineux";"légumineuses";"Haricot blanc, appertisé, égoutté";"Haricot bean, canned, drained";2;0;"Ambiant (long)";"PACK AGB";"Micro-onde";3,13;1,26E-01;9,99E-01;3,60E-08;3,10E-01;3,57E-03;8,08E-08;1,04E-08;4,99E-09;6,77E-03;2,83E-04;2,94E-03;2,52E-02;1,49E+01;7,78E+01;1,08E+00;1,82E+01;3,76E-06;1,38E-02;9,84E-01;1,59E-03;9,99E-01;3,60E-08;3,10E-01;3,57E-03;8,08E-08;1,04E-08;4,99E-09;6,77E-03;2,83E-04;2,94E-03;2,52E-02;1,49E+01;7,78E+01;1,08E+00;1,82E+01;3,76E-06;1,38E-02;9,84E-01;1,59E-03
20502;20502;"fruits, légumes, légumineuses et oléagineux";"légumineuses";"Haricot blanc, cuit";"Haricot bean, cooked";2;0;"Ambiant (long)";"PACK AGB";"Micro-onde";3,26;5,89E-02;4,09E-01;1,62E-08;2,96E-01;1,36E-03;3,05E-08;5,31E-09;1,54E-09;2,89E-03;1,05E-04;1,13E-03;1,06E-02;5,87E+00;3,30E+01;4,69E-01;1,09E+01;2,93E-06;4,42E-03;4,05E-01;5,00E-04;4,09E-01;1,62E-08;2,96E-01;1,36E-03;3,05E-08;5,31E-09;1,54E-09;2,89E-03;1,05E-04;1,13E-03;1,06E-02;5,87E+00;3,30E+01;4,69E-01;1,09E+01;2,93E-06;4,42E-03;4,05E-01;5,00E-04
20501;20501;"fruits, légumes, légumineuses et oléagineux";"légumineuses";"Haricot blanc, sec";"Haricot bean, dry";2;0;"Ambiant (long)";"PACK AGB";"Pas de préparation";3,41;8,22E-02;4,48E-01;1,95E-08;3,11E-01;1,72E-03;5,19E-08;6,89E-09;4,20E-10;5,56E-03;1,47E-04;2,39E-03;2,21E-02;1,21E+01;7,74E+01;9,72E-01;1,13E+01;3,66E-06;1,47E-02;4,32E-01;1,20E-03;4,48E-01;1,95E-08;3,11E-01;1,72E-03;5,19E-08;6,89E-09;4,20E-10;5,56E-03;1,47E-04;2,39E-03;2,21E-02;1,21E+01;7,74E+01;9,72E-01;1,13E+01;3,66E-06;1,47E-02;4,32E-01;1,20E-03
20508;20508;"fruits, légumes, légumineuses et oléagineux";"légumineuses";"Haricot flageolet, appertisé, égouttés";"Flageolet bean, canned, drained";2;0;"Ambiant (long)";"PACK AGB";"Micro-onde";3,01;1,44E-01;1,40E+00;3,25E-08;3,23E-01;5,56E-03;6,48E-08;1,51E-07;5,40E-09;4,69E-03;3,88E-04;1,06E-02;1,51E-02;1,85E+01;-1,62E+02;2,72E-01;2,06E+01;5,60E-06;1,40E-02;1,38E+00;5,52E-03;1,40E+00;3,25E-08;3,23E-01;5,56E-03;6,48E-08;1,51E-07;5,40E-09;4,69E-03;3,88E-04;1,06E-02;1,51E-02;1,85E+01;-1,62E+02;2,72E-01;2,06E+01;5,60E-06;1,40E-02;1,38E+00;5,52E-03
20513;20513;"fruits, légumes, légumineuses et oléagineux";"légumineuses";"Haricot flageolet, cuit";"Flageolet bean, cooked";2;0;"Ambiant (long)";"PACK AGB";"Micro-onde";3,13;6,68E-02;5,85E-01;1,47E-08;3,02E-01;2,23E-03;2,35E-08;6,66E-08;1,72E-09;1,98E-03;1,50E-04;4,46E-03;6,23E-03;7,46E+00;-7,17E+01;1,16E-01;1,20E+01;3,74E-06;4,52E-03;5,79E-01;2,21E-03;5,85E-01;1,47E-08;3,02E-01;2,23E-03;2,35E-08;6,66E-08;1,72E-09;1,98E-03;1,50E-04;4,46E-03;6,23E-03;7,46E+00;-7,17E+01;1,16E-01;1,20E+01;3,74E-06;4,52E-03;5,79E-01;2,21E-03
20537;20537;"fruits, légumes, légumineuses et oléagineux";"légumineuses";"Haricot flageolet, surgelé";"flageolet bean, frozen";2;0;"Congelé";"PACK AGB";"Micro-onde";3,23;5,73E-02;4,43E-01;1,26E-08;3,54E-01;1,84E-03;1,64E-08;6,57E-08;3,88E-10;1,73E-03;1,10E-04;4,49E-03;5,77E-03;7,22E+00;-7,29E+01;7,09E-02;1,11E+01;3,65E-06;2,40E-03;4,38E-01;2,06E-03;4,43E-01;1,26E-08;3,54E-01;1,84E-03;1,64E-08;6,57E-08;3,88E-10;1,73E-03;1,10E-04;4,49E-03;5,77E-03;7,22E+00;-7,29E+01;7,09E-02;1,11E+01;3,65E-06;2,40E-03;4,38E-01;2,06E-03
20540;20540;"fruits, légumes, légumineuses et oléagineux";"légumineuses";"Haricot flageolet, vert, cuit";"Flageolet bean, green, cooked";2;0;"Ambiant (long)";"PACK AGB";"Micro-onde";3,31;6,68E-02;5,85E-01;1,47E-08;3,02E-01;2,23E-03;2,35E-08;6,66E-08;1,72E-09;1,98E-03;1,50E-04;4,46E-03;6,23E-03;7,46E+00;-7,17E+01;1,16E-01;1,20E+01;3,74E-06;4,52E-03;5,79E-01;2,21E-03;5,85E-01;1,47E-08;3,02E-01;2,23E-03;2,35E-08;6,66E-08;1,72E-09;1,98E-03;1,50E-04;4,46E-03;6,23E-03;7,46E+00;-7,17E+01;1,16E-01;1,20E+01;3,74E-06;4,52E-03;5,79E-01;2,21E-03
20539;20539;"fruits, légumes, légumineuses et oléagineux";"légumineuses";"Haricot flageolet, vert, sec";"Flageolet bean, green, dried";2;0;"Ambiant (long)";"PACK AGB";"Pas de préparation";3,27;1,01E-01;8,58E-01;1,60E-08;3,24E-01;3,74E-03;3,57E-08;1,50E-07;8,38E-10;3,44E-03;2,53E-04;1,02E-02;1,18E-02;1,58E+01;-1,67E+02;1,50E-01;1,37E+01;5,53E-06;1,49E-02;8,38E-01;5,19E-03;8,58E-01;1,60E-08;3,24E-01;3,74E-03;3,57E-08;1,50E-07;8,38E-10;3,44E-03;2,53E-04;1,02E-02;1,18E-02;1,58E+01;-1,67E+02;1,50E-01;1,37E+01;5,53E-06;1,49E-02;8,38E-01;5,19E-03
20531;20531;"fruits, légumes, légumineuses et oléagineux";"légumineuses";"Haricot mungo, cuit";"Mung bean, cooked";2;0;"Ambiant (long)";"PACK AGB";"Micro-onde";3,13;6,68E-02;5,85E-01;1,47E-08;3,02E-01;2,23E-03;2,35E-08;6,66E-08;1,72E-09;1,98E-03;1,50E-04;4,46E-03;6,23E-03;7,46E+00;-7,17E+01;1,16E-01;1,20E+01;3,74E-06;4,52E-03;5,79E-01;2,21E-03;5,85E-01;1,47E-08;3,02E-01;2,23E-03;2,35E-08;6,66E-08;1,72E-09;1,98E-03;1,50E-04;4,46E-03;6,23E-03;7,46E+00;-7,17E+01;1,16E-01;1,20E+01;3,74E-06;4,52E-03;5,79E-01;2,21E-03
