"Code AGB";"Code CIQUAL";"Groupe d'aliment";"Sous-groupe d'aliment";"Nom du Produit en Français";"LCI Name";"code saison";"code avion";"Livraison";"Matériau d'emballage";"Préparation";"DQR";"Score unique EF";"Changement climatique";"Appauvrissement de la couche d'ozone";"Rayonnements ionisants";"Formation photochimique d'ozone";"Particules fines";"Effets toxicologiques sur la santé humaine : substances non-cancérogènes";"Effets toxicologiques sur la santé humaine : substances cancérogènes";"Acidification terrestre et eaux douces";"Eutrophisation eaux douces";"Eutrophisation marine";"Eutrophisation terrestre";"Écotoxicité pour écosystèmes aquatiques d'eau douce";"Utilisation du sol";"Épuisement des ressources eau";"Épuisement des ressources énergétiques";"Épuisement des ressources minéraux";"Changement climatique - émissions biogéniques";"Changement climatique - émissions fossiles";"Changement climatique - émissions liées au changement d'affectation des sols";"CLIMATE_CHANGE";"OZONE_DEPLETION";"IONIZING_RADIATION";"PHOTOCHEMICAL_OZONE_FORMATION";"PARTICULATE_MATTER";"HUMAN_TOXICITY_NON_CANCER";"HUMAN_TOXICITY_CANCER";"ACIDIFICATION";"EUTROPHICATION_FRESHWATER";"EUTROPHICATION_MARINE";"EUTROPHICATION_TERRESTRIAL";"ECOTOXICITY_FRESHWATER";"LAND_USE";"WATER_USE";"RESOURCE_USE_FOSSILS";"RESOURCE_USE_MINERALS_METALS";"CLIMATE_CHANGE_BIOGENIC";"CLIMATE_CHANGE_FOSSIL";"CLIMATE_CHANGE_LAND_USE"
11172;11172;"aides culinaires et ingrédients divers";"aides culinaires";"Court-bouillon pour poissons, déshydraté";"Aromatic stock cube, for fish, dehydrated";2;0;"Ambiant (long)";"PACK PROXY";"Pas de préparation";2,24;1,87E+00;7,58E+00;2,93E-07;3,03E+01;2,50E-02;4,74E-07;2,09E-07;6,62E-09;4,56E-02;1,61E-03;2,68E-02;1,37E-01;7,02E+01;1,06E+02;3,38E+00;7,00E+02;5,14E-05;1,04E-01;7,46E+00;2,12E-02;7,58E+00;2,93E-07;3,03E+01;2,50E-02;4,74E-07;2,09E-07;6,62E-09;4,56E-02;1,61E-03;2,68E-02;1,37E-01;7,02E+01;1,06E+02;3,38E+00;7,00E+02;5,14E-05;1,04E-01;7,46E+00;2,12E-02
25525;25525;"aides culinaires et ingrédients divers";"aides culinaires";"Pizza, sauce garniture pour";"Topping sauce for pizza";2;0;"Ambiant (long)";"PACK PROXY";"Pas de préparation";2,19;1,48E-01;9,40E-01;2,70E-08;5,58E-01;3,93E-03;7,86E-08;4,24E-08;8,82E-10;8,05E-03;1,93E-04;4,16E-03;3,03E-02;1,10E+01;6,77E+01;2,47E+00;2,44E+01;5,91E-06;3,36E-02;1,02E+00;-1,08E-01;9,40E-01;2,70E-08;5,58E-01;3,93E-03;7,86E-08;4,24E-08;8,82E-10;8,05E-03;1,93E-04;4,16E-03;3,03E-02;1,10E+01;6,77E+01;2,47E+00;2,44E+01;5,91E-06;3,36E-02;1,02E+00;-1,08E-01
11214;11214;"aides culinaires et ingrédients divers";"aides culinaires";"Préparation culinaire à base de soja, type ""crème de soja""";"Soy ""cream"" preparation";2;0;"Ambiant (long)";"PACK PROXY";"Pas de préparation";1,75;1,48E-01;1,17E+00;3,38E-08;5,45E-01;4,02E-03;6,42E-08;2,66E-08;2,14E-09;6,32E-03;3,57E-04;7,23E-03;2,44E-02;3,08E+01;1,16E+02;4,22E-01;2,24E+01;3,96E-06;2,52E-02;9,65E-01;1,84E-01;1,17E+00;3,38E-08;5,45E-01;4,02E-03;6,42E-08;2,66E-08;2,14E-09;6,32E-03;3,57E-04;7,23E-03;2,44E-02;3,08E+01;1,16E+02;4,22E-01;2,24E+01;3,96E-06;2,52E-02;9,65E-01;1,84E-01
11084;11084;"aides culinaires et ingrédients divers";"algues";"Agar (algue), cru";"Seaweed, agar, raw";2;0;"Ambiant (long)";"PACK PROXY";"Pas de préparation";2,77;1,55E+00;1,18E+01;6,27E-07;1,12E+01;5,14E-02;8,62E-07;9,85E-08;6,93E-09;1,11E-01;2,15E-03;1,50E-02;1,44E-01;5,79E+01;2,67E+01;4,83E+00;3,96E+02;7,94E-05;4,01E-02;1,17E+01;6,55E-03;1,18E+01;6,27E-07;1,12E+01;5,14E-02;8,62E-07;9,85E-08;6,93E-09;1,11E-01;2,15E-03;1,50E-02;1,44E-01;5,79E+01;2,67E+01;4,83E+00;3,96E+02;7,94E-05;4,01E-02;1,17E+01;6,55E-03
20995;20995;"aides culinaires et ingrédients divers";"algues";"Ao-nori (Enteromorpha sp.), séchée ou déshydratée";"Sea lettuce (Enteromorpha sp.), dried or dehydrated";2;0;"Ambiant (long)";"PACK PROXY";"Pas de préparation";2,77;1,55E+00;1,18E+01;6,27E-07;1,12E+01;5,14E-02;8,62E-07;9,85E-08;6,93E-09;1,11E-01;2,15E-03;1,50E-02;1,44E-01;5,79E+01;2,67E+01;4,83E+00;3,96E+02;7,94E-05;4,01E-02;1,17E+01;6,55E-03;1,18E+01;6,27E-07;1,12E+01;5,14E-02;8,62E-07;9,85E-08;6,93E-09;1,11E-01;2,15E-03;1,50E-02;1,44E-01;5,79E+01;2,67E+01;4,83E+00;3,96E+02;7,94E-05;4,01E-02;1,17E+01;6,55E-03
20998;20998;"aides culinaires et ingrédients divers";"algues";"Ascophylle noueux ou goémon noir (Ascophyllum nodosum), séché ou déshydraté";"North Atlantic rockweed (Ascophyllum nodosum), dried or dehydrated";2;0;"Ambiant (long)";"PACK PROXY";"Pas de préparation";2,77;1,52E+00;1,16E+01;6,24E-07;1,12E+01;4,73E-02;8,55E-07;9,77E-08;6,84E-09;1,05E-01;2,14E-03;1,37E-02;1,28E-01;5,66E+01;2,64E+01;4,83E+00;3,93E+02;7,91E-05;4,00E-02;1,15E+01;6,39E-03;1,16E+01;6,24E-07;1,12E+01;4,73E-02;8,55E-07;9,77E-08;6,84E-09;1,05E-01;2,14E-03;1,37E-02;1,28E-01;5,66E+01;2,64E+01;4,83E+00;3,93E+02;7,91E-05;4,00E-02;1,15E+01;6,39E-03
20988;20988;"aides culinaires et ingrédients divers";"algues";"Dulse (Palmaria palmata), séchée ou déshydratée";"Dulse (Palmaria palmata), dried or dehydrated";2;0;"Ambiant (long)";"PACK PROXY";"Pas de préparation";2,77;1,52E+00;1,16E+01;6,24E-07;1,12E+01;4,73E-02;8,55E-07;9,77E-08;6,84E-09;1,05E-01;2,14E-03;1,37E-02;1,28E-01;5,66E+01;2,64E+01;4,83E+00;3,93E+02;7,91E-05;4,00E-02;1,15E+01;6,39E-03;1,16E+01;6,24E-07;1,12E+01;4,73E-02;8,55E-07;9,77E-08;6,84E-09;1,05E-01;2,14E-03;1,37E-02;1,28E-01;5,66E+01;2,64E+01;4,83E+00;3,93E+02;7,91E-05;4,00E-02;1,15E+01;6,39E-03
20994;20994;"aides culinaires et ingrédients divers";"algues";"Fucus vésiculeux (Fucus serratus ou Fucus vesiculosus), séché ou déshydraté";"Toothed wrack or bladder wrack (Fucus serratus et vesiculosus), dried or dehydrated";2;0;"Ambiant (long)";"PACK PROXY";"Pas de préparation";2,77;1,52E+00;1,16E+01;6,24E-07;1,12E+01;4,73E-02;8,55E-07;9,77E-08;6,84E-09;1,05E-01;2,14E-03;1,37E-02;1,28E-01;5,66E+01;2,64E+01;4,83E+00;3,93E+02;7,91E-05;4,00E-02;1,15E+01;6,39E-03;1,16E+01;6,24E-07;1,12E+01;4,73E-02;8,55E-07;9,77E-08;6,84E-09;1,05E-01;2,14E-03;1,37E-02;1,28E-01;5,66E+01;2,64E+01;4,83E+00;3,93E+02;7,91E-05;4,00E-02;1,15E+01;6,39E-03
20993;20993;"aides culinaires et ingrédients divers";"algues";"Gracilaire ou ogonori (Gracilaria verrucosa), séchée ou déshydratée";"Gracilaria seaweeds (Gracilaria verrucosa), dried or dehydrated";2;0;"Ambiant (long)";"PACK PROXY";"Pas de préparation";2,77;1,55E+00;1,18E+01;6,27E-07;1,12E+01;5,14E-02;8,62E-07;9,85E-08;6,93E-09;1,11E-01;2,15E-03;1,50E-02;1,44E-01;5,79E+01;2,67E+01;4,83E+00;3,96E+02;7,94E-05;4,01E-02;1,17E+01;6,55E-03;1,18E+01;6,27E-07;1,12E+01;5,14E-02;8,62E-07;9,85E-08;6,93E-09;1,11E-01;2,15E-03;1,50E-02;1,44E-01;5,79E+01;2,67E+01;4,83E+00;3,96E+02;7,94E-05;4,01E-02;1,17E+01;6,55E-03
20992;20992;"aides culinaires et ingrédients divers";"algues";"Haricot de mer (Himanthalia elongata), séchée ou déshydratée";"Sea thong (Himanthalia elongata), dried or dehydrated";2;0;"Ambiant (long)";"PACK PROXY";"Pas de préparation";2,77;1,52E+00;1,16E+01;6,24E-07;1,12E+01;4,73E-02;8,55E-07;9,77E-08;6,84E-09;1,05E-01;2,14E-03;1,37E-02;1,28E-01;5,66E+01;2,64E+01;4,83E+00;3,93E+02;7,91E-05;4,00E-02;1,15E+01;6,39E-03;1,16E+01;6,24E-07;1,12E+01;4,73E-02;8,55E-07;9,77E-08;6,84E-09;1,05E-01;2,14E-03;1,37E-02;1,28E-01;5,66E+01;2,64E+01;4,83E+00;3,93E+02;7,91E-05;4,00E-02;1,15E+01;6,39E-03
20991;20991;"aides culinaires et ingrédients divers";"algues";"Kombu breton (Laminaria digitata), séchée ou déshydratée";"Tangle (Laminaria digitata), dried or dehydrated";2;0;"Ambiant (long)";"PACK PROXY";"Pas de préparation";2,43;1,52E+00;1,16E+01;6,24E-07;1,12E+01;4,73E-02;8,55E-07;9,77E-08;6,84E-09;1,05E-01;2,14E-03;1,37E-02;1,28E-01;5,66E+01;2,64E+01;4,83E+00;3,93E+02;7,91E-05;4,00E-02;1,15E+01;6,39E-03;1,16E+01;6,24E-07;1,12E+01;4,73E-02;8,55E-07;9,77E-08;6,84E-09;1,05E-01;2,14E-03;1,37E-02;1,28E-01;5,66E+01;2,64E+01;4,83E+00;3,93E+02;7,91E-05;4,00E-02;1,15E+01;6,39E-03
20990;20990;"aides culinaires et ingrédients divers";"algues";"Kombu ou kombu japonais (Laminaria japonica), séchée ou déshydratée";"Kombu or Japanese kelp (Laminaria japonica), dried or dehydrated";2;0;"Ambiant (long)";"PACK PROXY";"Pas de préparation";2,77;1,55E+00;1,18E+01;6,27E-07;1,12E+01;5,14E-02;8,62E-07;9,85E-08;6,93E-09;1,11E-01;2,15E-03;1,50E-02;1,44E-01;5,79E+01;2,67E+01;4,83E+00;3,96E+02;7,94E-05;4,01E-02;1,17E+01;6,55E-03;1,18E+01;6,27E-07;1,12E+01;5,14E-02;8,62E-07;9,85E-08;6,93E-09;1,11E-01;2,15E-03;1,50E-02;1,44E-01;5,79E+01;2,67E+01;4,83E+00;3,96E+02;7,94E-05;4,01E-02;1,17E+01;6,55E-03
20986;20986;"aides culinaires et ingrédients divers";"algues";"Kombu royal (Saccharina latissima), séchée ou déshydratée";"Sea belt (Saccharina latissima), dried or dehydrated";2;0;"Ambiant (long)";"PACK PROXY";"Pas de préparation";2,77;1,55E+00;1,18E+01;6,27E-07;1,12E+01;5,14E-02;8,62E-07;9,85E-08;6,93E-09;1,11E-01;2,15E-03;1,50E-02;1,44E-01;5,79E+01;2,67E+01;4,83E+00;3,96E+02;7,94E-05;4,01E-02;1,17E+01;6,55E-03;1,18E+01;6,27E-07;1,12E+01;5,14E-02;8,62E-07;9,85E-08;6,93E-09;1,11E-01;2,15E-03;1,50E-02;1,44E-01;5,79E+01;2,67E+01;4,83E+00;3,96E+02;7,94E-05;4,01E-02;1,17E+01;6,55E-03
20985;20985;"aides culinaires et ingrédients divers";"algues";"Laitue de mer (Ulva sp.), séchée ou déshydratée";"Sea lettuce (ulva sp.), dried or dehydrated)";2;0;"Ambiant (long)";"PACK PROXY";"Pas de préparation";2,77;1,52E+00;1,16E+01;6,24E-07;1,12E+01;4,73E-02;8,55E-07;9,77E-08;6,84E-09;1,05E-01;2,14E-03;1,37E-02;1,28E-01;5,66E+01;2,64E+01;4,83E+00;3,93E+02;7,91E-05;4,00E-02;1,15E+01;6,39E-03;1,16E+01;6,24E-07;1,12E+01;4,73E-02;8,55E-07;9,77E-08;6,84E-09;1,05E-01;2,14E-03;1,37E-02;1,28E-01;5,66E+01;2,64E+01;4,83E+00;3,93E+02;7,91E-05;4,00E-02;1,15E+01;6,39E-03
20996;20996;"aides culinaires et ingrédients divers";"algues";"Lichen de mer ou pioca ou goémon rouge (Chondrus crispus), séché ou déshydraté";"Carragheen mosses (Chondrus crispus), dried or dehydrated";2;0;"Ambiant (long)";"PACK PROXY";"Pas de préparation";2,77;1,52E+00;1,16E+01;6,24E-07;1,12E+01;4,73E-02;8,55E-07;9,77E-08;6,84E-09;1,05E-01;2,14E-03;1,37E-02;1,28E-01;5,66E+01;2,64E+01;4,83E+00;3,93E+02;7,91E-05;4,00E-02;1,15E+01;6,39E-03;1,16E+01;6,24E-07;1,12E+01;4,73E-02;8,55E-07;9,77E-08;6,84E-09;1,05E-01;2,14E-03;1,37E-02;1,28E-01;5,66E+01;2,64E+01;4,83E+00;3,93E+02;7,91E-05;4,00E-02;1,15E+01;6,39E-03
20987;20987;"aides culinaires et ingrédients divers";"algues";"Nori (Porphyra sp.), séchée ou déshydratée";"Laver (Porphyra sp.), dried or dehydrated";2;0;"Ambiant (long)";"PACK PROXY";"Pas de préparation";2,77;1,55E+00;1,18E+01;6,27E-07;1,12E+01;5,14E-02;8,62E-07;9,85E-08;6,93E-09;1,11E-01;2,15E-03;1,50E-02;1,44E-01;5,79E+01;2,67E+01;4,83E+00;3,96E+02;7,94E-05;4,01E-02;1,17E+01;6,55E-03;1,18E+01;6,27E-07;1,12E+01;5,14E-02;8,62E-07;9,85E-08;6,93E-09;1,11E-01;2,15E-03;1,50E-02;1,44E-01;5,79E+01;2,67E+01;4,83E+00;3,96E+02;7,94E-05;4,01E-02;1,17E+01;6,55E-03
11086;11086;"aides culinaires et ingrédients divers";"algues";"Spiruline (Spirulina sp.), séchée ou déshydratée";"Spirulina, (spirulina sp.), dried";2;0;"Ambiant (long)";"PACK PROXY";"Pas de préparation";2,77;1,55E+00;1,18E+01;6,27E-07;1,12E+01;5,14E-02;8,62E-07;9,85E-08;6,93E-09;1,11E-01;2,15E-03;1,50E-02;1,44E-01;5,79E+01;2,67E+01;4,83E+00;3,96E+02;7,94E-05;4,01E-02;1,17E+01;6,55E-03;1,18E+01;6,27E-07;1,12E+01;5,14E-02;8,62E-07;9,85E-08;6,93E-09;1,11E-01;2,15E-03;1,50E-02;1,44E-01;5,79E+01;2,67E+01;4,83E+00;3,96E+02;7,94E-05;4,01E-02;1,17E+01;6,55E-03
20984;20984;"aides culinaires et ingrédients divers";"algues";"Wakamé (Undaria pinnatifida), séchée ou déshydratée";"Wakame (Undaria pinnatifida), dried or dehydrated";2;0;"Ambiant (long)";"PACK PROXY";"Pas de préparation";2,77;1,55E+00;1,18E+01;6,27E-07;1,12E+01;5,14E-02;8,62E-07;9,85E-08;6,93E-09;1,11E-01;2,15E-03;1,50E-02;1,44E-01;5,79E+01;2,67E+01;4,83E+00;3,96E+02;7,94E-05;4,01E-02;1,17E+01;6,55E-03;1,18E+01;6,27E-07;1,12E+01;5,14E-02;8,62E-07;9,85E-08;6,93E-09;1,11E-01;2,15E-03;1,50E-02;1,44E-01;5,79E+01;2,67E+01;4,83E+00;3,96E+02;7,94E-05;4,01E-02;1,17E+01;6,55E-03
20999;20999;"aides culinaires et ingrédients divers";"algues";"Wakamé atlantique (Alaria esculenta), séchée ou déshydratée";"Atlantic wakame (Alaria esculenta), dried or dehydrated";2;0;"Ambiant (long)";"PACK PROXY";"Pas de préparation";2,77;1,52E+00;1,16E+01;6,24E-07;1,12E+01;4,73E-02;8,55E-07;9,77E-08;6,84E-09;1,05E-01;2,14E-03;1,37E-02;1,28E-01;5,66E+01;2,64E+01;4,83E+00;3,93E+02;7,91E-05;4,00E-02;1,15E+01;6,39E-03;1,16E+01;6,24E-07;1,12E+01;4,73E-02;8,55E-07;9,77E-08;6,84E-09;1,05E-01;2,14E-03;1,37E-02;1,28E-01;5,66E+01;2,64E+01;4,83E+00;3,93E+02;7,91E-05;4,00E-02;1,15E+01;6,39E-03
11013;11013;"aides culinaires et ingrédients divers";"condiments";"Moutarde";"Mustard";2;0;"Ambiant (long)";"PACK PROXY";"Pas de préparation";1,92;2,25E-01;1,59E+00;8,14E-08;6,27E-01;7,30E-03;1,90E-07;3,82E-08;7,49E-10;2,42E-02;2,30E-04;1,04E-02;9,53E-02;1,37E+01;1,05E+02;4,36E-01;3,00E+01;5,54E-06;1,02E-02;1,58E+00;4,13E-03;1,59E+00;8,14E-08;6,27E-01;7,30E-03;1,90E-07;3,82E-08;7,49E-10;2,42E-02;2,30E-04;1,04E-02;9,53E-02;1,37E+01;1,05E+02;4,36E-01;3,00E+01;5,54E-06;1,02E-02;1,58E+00;4,13E-03
11021;11021;"aides culinaires et ingrédients divers";"condiments";"Moutarde à l'ancienne";"Mustard, with grains";2;0;"Ambiant (long)";"PACK PROXY";"Pas de préparation";1,61;2,25E-01;1,59E+00;8,14E-08;6,27E-01;7,30E-03;1,90E-07;3,82E-08;7,49E-10;2,42E-02;2,30E-04;1,04E-02;9,53E-02;1,37E+01;1,05E+02;4,36E-01;3,00E+01;5,54E-06;1,02E-02;1,58E+00;4,13E-03;1,59E+00;8,14E-08;6,27E-01;7,30E-03;1,90E-07;3,82E-08;7,49E-10;2,42E-02;2,30E-04;1,04E-02;9,53E-02;1,37E+01;1,05E+02;4,36E-01;3,00E+01;5,54E-06;1,02E-02;1,58E+00;4,13E-03
13147;13147;"aides culinaires et ingrédients divers";"condiments";"Olives vertes, fourrées ou farcies (anchois, poivrons, etc.)";"Olive, green, stuffed (anchovy, sweet peppers, etc…)";2;0;"Glacé";"PACK PROXY";"Pas de préparation";1,97;1,37E-01;1,17E+00;8,92E-08;3,08E-01;5,84E-03;8,20E-08;2,44E-08;5,06E-10;8,04E-03;1,29E-04;2,79E-03;2,39E-02;1,56E+01;4,89E+01;2,01E+00;2,06E+01;5,06E-06;1,43E-02;1,26E+00;-1,09E-01;1,17E+00;8,92E-08;3,08E-01;5,84E-03;8,20E-08;2,44E-08;5,06E-10;8,04E-03;1,29E-04;2,79E-03;2,39E-02;1,56E+01;4,89E+01;2,01E+00;2,06E+01;5,06E-06;1,43E-02;1,26E+00;-1,09E-01
11043;11043;"aides culinaires et ingrédients divers";"condiments";"Tapenade";"Tapenade (a puree of capers, pitted black olives, anchovy and herbs, with olive oil and lemon juice";2;0;"Glacé";"PACK PROXY";"Micro-onde";2,15;3,17E-01;1,62E+00;1,09E-07;7,83E-01;1,01E-02;1,77E-07;8,89E-08;1,33E-09;2,11E-02;3,24E-04;9,28E-03;7,71E-02;3,74E+01;2,15E+02;7,62E+00;3,75E+01;1,03E-05;4,61E-02;1,99E+00;-4,17E-01;1,62E+00;1,09E-07;7,83E-01;1,01E-02;1,77E-07;8,89E-08;1,33E-09;2,11E-02;3,24E-04;9,28E-03;7,71E-02;3,74E+01;2,15E+02;7,62E+00;3,75E+01;1,03E-05;4,61E-02;1,99E+00;-4,17E-01
11018;11018;"aides culinaires et ingrédients divers";"condiments";"Vinaigre";"Vinegar";2;0;"Ambiant (long)";"PACK PROXY";"Pas de préparation";2,92;1,28E-01;9,60E-01;5,08E-08;3,23E-01;3,92E-03;5,71E-08;1,04E-07;1,86E-09;5,25E-03;1,76E-04;5,52E-03;1,72E-02;1,61E+01;9,42E+01;1,49E-01;1,72E+01;7,04E-06;1,67E-02;9,42E-01;1,29E-03;9,60E-01;5,08E-08;3,23E-01;3,92E-03;5,71E-08;1,04E-07;1,86E-09;5,25E-03;1,76E-04;5,52E-03;1,72E-02;1,61E+01;9,42E+01;1,49E-01;1,72E+01;7,04E-06;1,67E-02;9,42E-01;1,29E-03
11091;11091;"aides culinaires et ingrédients divers";"condiments";"Vinaigre balsamique";"Vinegar, balsamic";2;0;"Ambiant (long)";"PACK PROXY";"Pas de préparation";2,92;1,28E-01;9,60E-01;5,08E-08;3,23E-01;3,92E-03;5,71E-08;1,04E-07;1,86E-09;5,25E-03;1,76E-04;5,52E-03;1,72E-02;1,61E+01;9,42E+01;1,49E-01;1,72E+01;7,04E-06;1,67E-02;9,42E-01;1,29E-03;9,60E-01;5,08E-08;3,23E-01;3,92E-03;5,71E-08;1,04E-07;1,86E-09;5,25E-03;1,76E-04;5,52E-03;1,72E-02;1,61E+01;9,42E+01;1,49E-01;1,72E+01;7,04E-06;1,67E-02;9,42E-01;1,29E-03
11090;11090;"aides culinaires et ingrédients divers";"condiments";"Vinaigre de cidre";"Vinegar, cider";2;0;"Ambiant (long)";"PACK PROXY";"Pas de préparation";2,5;8,33E-02;8,41E-01;5,37E-08;2,09E-01;3,09E-03;4,60E-08;1,23E-08;5,40E-10;3,75E-03;9,37E-05;1,34E-03;1,08E-02;1,76E+01;2,06E+01;6,90E-01;1,36E+01;3,17E-06;6,36E-02;7,77E-01;2,76E-04;8,41E-01;5,37E-08;2,09E-01;3,09E-03;4,60E-08;1,23E-08;5,40E-10;3,75E-03;9,37E-05;1,34E-03;1,08E-02;1,76E+01;2,06E+01;6,90E-01;1,36E+01;3,17E-06;6,36E-02;7,77E-01;2,76E-04
42000;42000;"aides culinaires et ingrédients divers";"denrées destinées à une alimentation particulière";"Substitut de repas hypocalorique, crème dessert";"Meal replacement low calorie, Custard cream dessert-type";2;0;"Glacé";"PACK PROXY";"Pas de préparation";1,54;2,40E-01;2,66E+00;4,64E-08;7,50E-01;5,92E-03;1,32E-07;2,44E-08;9,26E-10;1,56E-02;2,68E-04;5,15E-03;6,00E-02;2,14E+01;5,57E+01;8,05E-01;4,28E+01;8,09E-06;4,96E-01;2,06E+00;1,02E-01;2,66E+00;4,64E-08;7,50E-01;5,92E-03;1,32E-07;2,44E-08;9,26E-10;1,56E-02;2,68E-04;5,15E-03;6,00E-02;2,14E+01;5,57E+01;8,05E-01;4,28E+01;8,09E-06;4,96E-01;2,06E+00;1,02E-01
42004;42004;"aides culinaires et ingrédients divers";"denrées destinées à une alimentation particulière";"Substitut de repas hypocalorique, poudre reconstituée avec lait écrémé";"Meal replacement low calorie, in powder, reconstituted with skimmed milk";2;0;"Glacé";"PACK PROXY";"Pas de préparation";1,54;2,40E-01;2,66E+00;4,64E-08;7,50E-01;5,92E-03;1,32E-07;2,44E-08;9,26E-10;1,56E-02;2,68E-04;5,15E-03;6,00E-02;2,14E+01;5,57E+01;8,05E-01;4,28E+01;8,09E-06;4,96E-01;2,06E+00;1,02E-01;2,66E+00;4,64E-08;7,50E-01;5,92E-03;1,32E-07;2,44E-08;9,26E-10;1,56E-02;2,68E-04;5,15E-03;6,00E-02;2,14E+01;5,57E+01;8,05E-01;4,28E+01;8,09E-06;4,96E-01;2,06E+00;1,02E-01
42005;42005;"aides culinaires et ingrédients divers";"denrées destinées à une alimentation particulière";"Substitut de repas hypocalorique, poudre reconstituée avec lait écrémé, type milk-shake";"Meal replacement low calorie, in powder, reconstituted with skimmed milk, milkshake type";2;0;"Glacé";"PACK PROXY";"Pas de préparation";1,54;2,40E-01;2,66E+00;4,64E-08;7,50E-01;5,92E-03;1,32E-07;2,44E-08;9,26E-10;1,56E-02;2,68E-04;5,15E-03;6,00E-02;2,14E+01;5,57E+01;8,05E-01;4,28E+01;8,09E-06;4,96E-01;2,06E+00;1,02E-01;2,66E+00;4,64E-08;7,50E-01;5,92E-03;1,32E-07;2,44E-08;9,26E-10;1,56E-02;2,68E-04;5,15E-03;6,00E-02;2,14E+01;5,57E+01;8,05E-01;4,28E+01;8,09E-06;4,96E-01;2,06E+00;1,02E-01
42003;42003;"aides culinaires et ingrédients divers";"denrées destinées à une alimentation particulière";"Substitut de repas hypocalorique, prêt à boire";"Meal replacement low calorie, ready-to-drink";2;0;"Glacé";"PACK PROXY";"Pas de préparation";1,54;2,40E-01;2,66E+00;4,64E-08;7,50E-01;5,92E-03;1,32E-07;2,44E-08;9,26E-10;1,56E-02;2,68E-04;5,15E-03;6,00E-02;2,14E+01;5,57E+01;8,05E-01;4,28E+01;8,09E-06;4,96E-01;2,06E+00;1,02E-01;2,66E+00;4,64E-08;7,50E-01;5,92E-03;1,32E-07;2,44E-08;9,26E-10;1,56E-02;2,68E-04;5,15E-03;6,00E-02;2,14E+01;5,57E+01;8,05E-01;4,28E+01;8,09E-06;4,96E-01;2,06E+00;1,02E-01
11025;11025;"aides culinaires et ingrédients divers";"épices";"Cannelle, poudre";"Cinnamon, powder";2;0;"Ambiant (long)";"PACK PROXY";"Pas de préparation";3,46;1,06E+00;9,40E+00;2,39E-07;8,78E-01;3,47E-02;9,71E-07;9,70E-08;2,74E-09;7,51E-02;1,41E-03;6,74E-02;4,10E-01;5,52E+01;6,88E+02;4,38E+00;7,88E+01;5,87E-05;1,30E+00;8,09E+00;1,04E-02;9,40E+00;2,39E-07;8,78E-01;3,47E-02;9,71E-07;9,70E-08;2,74E-09;7,51E-02;1,41E-03;6,74E-02;4,10E-01;5,52E+01;6,88E+02;4,38E+00;7,88E+01;5,87E-05;1,30E+00;8,09E+00;1,04E-02
11075;11075;"aides culinaires et ingrédients divers";"épices";"Cardamome, poudre";"Cardamom, powder";2;0;"Ambiant (long)";"PACK PROXY";"Pas de préparation";4,42;1,06E+00;9,40E+00;2,39E-07;8,78E-01;3,47E-02;9,71E-07;9,70E-08;2,74E-09;7,51E-02;1,41E-03;6,74E-02;4,10E-01;5,52E+01;6,88E+02;4,38E+00;7,88E+01;5,87E-05;1,30E+00;8,09E+00;1,04E-02;9,40E+00;2,39E-07;8,78E-01;3,47E-02;9,71E-07;9,70E-08;2,74E-09;7,51E-02;1,41E-03;6,74E-02;4,10E-01;5,52E+01;6,88E+02;4,38E+00;7,88E+01;5,87E-05;1,30E+00;8,09E+00;1,04E-02
11064;11064;"aides culinaires et ingrédients divers";"épices";"Carvi, graine";"Caraway, seed";2;0;"Ambiant (long)";"PACK PROXY";"Pas de préparation";4,1;1,06E+00;9,40E+00;2,39E-07;8,78E-01;3,47E-02;9,71E-07;9,70E-08;2,74E-09;7,51E-02;1,41E-03;6,74E-02;4,10E-01;5,52E+01;6,88E+02;4,38E+00;7,88E+01;5,87E-05;1,30E+00;8,09E+00;1,04E-02;9,40E+00;2,39E-07;8,78E-01;3,47E-02;9,71E-07;9,70E-08;2,74E-09;7,51E-02;1,41E-03;6,74E-02;4,10E-01;5,52E+01;6,88E+02;4,38E+00;7,88E+01;5,87E-05;1,30E+00;8,09E+00;1,04E-02
11052;11052;"aides culinaires et ingrédients divers";"épices";"Clou de girofle";"Cloves";2;0;"Ambiant (long)";"PACK PROXY";"Pas de préparation";3,68;1,06E+00;9,39E+00;2,39E-07;8,77E-01;3,46E-02;9,70E-07;9,69E-08;2,74E-09;7,50E-02;1,41E-03;6,73E-02;4,10E-01;5,51E+01;6,88E+02;4,37E+00;7,87E+01;5,87E-05;1,30E+00;8,09E+00;1,04E-02;9,39E+00;2,39E-07;8,77E-01;3,46E-02;9,70E-07;9,69E-08;2,74E-09;7,50E-02;1,41E-03;6,73E-02;4,10E-01;5,51E+01;6,88E+02;4,37E+00;7,87E+01;5,87E-05;1,30E+00;8,09E+00;1,04E-02
