Code AGB;Code CIQUAL;Groupe d'aliment;Sous-groupe d'aliment;Nom du Produit en Français;LCI Name;Saisonnalité;Transport par avion (1 : par avion);Livraison;Matériau d'emballage;Préparation;"DQR - Note de qualité de la donnée (1 excellente ; 5 très faible)";Score unique EF (mPt/kg de produit);Changement climatique (kg CO2 eq/kg de produit);Appauvrissement de la couche d'ozone (E-06 kg CVC11 eq/kg de produit);Rayonnements ionisants (kBq U-235 eq/kg de produit);Formation photochimique d'ozone (E-03 kg NMVOC eq/kg de produit);Particules (E-06 disease inc./kg de produit);Acidification terrestre et eaux douces (mol H+ eq/kg de produit);Eutrophisation terreste (mol N eq/kg de produit);Eutrophisation eaux douces (E-03 kg P eq/kg de produit);Eutrophisation marine (E-03 kg N eq/kg de produit);Utilisation du sol (Pt/kg de produit);Écotoxicité pour écosystèmes aquatiques d'eau douce (CTUe/kg de produit);Épuisement des ressources eau (m3 depriv./kg de produit);Épuisement des ressources énergétiques (MJ/kg de produit);Épuisement des ressources minéraux (E-06 kg Sb eq/kg de produit);CLIMATE_CHANGE;PARTICULATE_MATTER;WATER_USE;LAND_USE;RESOURCE_USE_MINERALS_METALS;OZONE_DEPLETION;ACIDIFICATION;IONIZING_RADIATION;PHOTOCHEMICAL_OZONE_FORMATION;EUTROPHICATION_TERRESTRIAL;EUTROPHICATION_MARINE;EUTROPHICATION_FRESHWATER;ECOTOXICITY_FRESHWATER;HUMAN_TOXICITY_CANCER;HUMAN_TOXICITY_NON_CANCER;RESOURCE_USE_FOSSILS
20210;20210;fruits, légumes, légumineuses et oléagineux;légumes;Concombre, pulpe, cru;Cucumber, pulp, raw;mix de consommation FR;0;Ambiant (moyenne);Pas d'emballage;Pas de préparation;2.53;0.42793369;4.8565886;0.18032354;0.3122822;19.522451;0.31240681;0.023462854;0.024087052;1.4996778;2.8045424;17.348605;159.09401;1.1742707;42.66575;1.7534368;4.8565886;0.00000031240681;1.1742707;17.348605;0.0000017534368;0.00000018032354;0.023462854;0.3122822;0.019522451;0.024087052;0.0028045424;0.0014996778;159.09401;;;42.66575
24685;24685;produits céréaliers;céréales de petit-déjeuner et biscuits;Cône ou cornet classique, pour glace;Cone, wafer for ice cream;mix de consommation FR;0;Ambiant (long);Carton;Pas de préparation ;2.53;0.44895118;4.4447267;0.25811633;0.86155299;8.9512681;0.34174545;0.045725248;0.19140331;0.7245082;16.027163;192.12281;68.495158;3.6610712;33.484538;5.9245939;4.4447267;0.00000034174545;3.6610712;192.12281;0.0000059245939;0.00000025811633;0.045725248;0.86155299;0.0089512681;0.19140331;0.016027163;0.0007245082;68.495158;;;33.484538
31041;31041;produits sucrés;chocolats et produits à base de chocolat;Confiserie au chocolat dragéifiée;Chocolate confectionery, sugar coated;mix de consommation FR;0;Ambiant (moyenne);Carton;Pas de préparation;2.91;1.2072128;13.164123;0.64229704;1.0835228;25.187316;0.51510975;0.069999104;0.27083883;1.9285328;42.658307;229.74303;328.31891;27.419244;64.009848;18.023403;13.164123;0.00000051510975;27.419244;229.74303;0.000018023403;0.00000064229704;0.069999104;1.0835228;0.025187316;0.27083883;0.042658307;0.0019285328;328.31891;;;64.009848
8110;8110;viandes, œufs, poissons;charcuteries;Confit de canard;Preserved duck;mix de consommation FR;0;Glacé;PS;Four ;2.51;1.1775702;7.7453518;0.79441506;2.206177;23.694603;1.0144941;0.1456016;0.60259467;1.8755416;34.994292;425.14518;227.99272;8.4556226;108.65733;12.593277;7.7453518;0.0000010144941;8.4556226;425.14518;0.000012593277;0.00000079441506;0.1456016;2.206177;0.023694603;0.60259467;0.034994292;0.0018755416;227.99272;;;108.65733
8109;8109;viandes, œufs, poissons;charcuteries;Confit de canard, viande (cuisse), sans peau, réchauffé;Duck confit (conserved in rendered fat), meat (leg) without skin, reheated;mix de consommation FR;0;Glacé;PS;Four ;2.96;1.1775702;7.7453518;0.79441506;2.206177;23.694603;1.0144941;0.1456016;0.60259467;1.8755416;34.994292;425.14518;227.99272;8.4556226;108.65733;12.593277;7.7453518;0.0000010144941;8.4556226;425.14518;0.000012593277;0.00000079441506;0.1456016;2.206177;0.023694603;0.60259467;0.034994292;0.0018755416;227.99272;;;108.65733
8120;8120;viandes, œufs, poissons;charcuteries;Confit de foie de porc;Preserved pork liver;mix de consommation FR;0;Glacé;PS;Pas de préparation;2.91;0.26845936;1.91574;0.18592471;0.96146632;4.3408475;0.23724923;0.033430079;0.14298746;0.27061831;7.6349158;91.962483;36.993548;1.437992;31.03155;2.2894928;1.91574;0.00000023724923;1.437992;91.962483;0.0000022894928;0.00000018592471;0.033430079;0.96146632;0.0043408475;0.14298746;0.0076349158;0.00027061831;36.993548;;;31.03155
8125;8125;viandes, œufs, poissons;charcuteries;Confit de foie de volaille;Preserved poultry liver;mix de consommation FR;0;Glacé;PS;Pas de préparation;3.05;0.20939535;1.5788652;0.16068839;0.34398321;4.6553199;0.1724449;0.024050975;0.097692781;0.31115648;5.6349439;68.160297;37.789503;1.4722671;22.108506;2.551481;1.5788652;0.0000001724449;1.4722671;68.160297;0.000002551481;0.00000016068839;0.024050975;0.34398321;0.0046553199;0.097692781;0.0056349439;0.00031115648;37.789503;;;22.108506
31037;31037;produits sucrés;confitures et assimilés;Confiture d'abricot (extra ou classique);Jam, apricot;mix de consommation FR;0;Glacé;Verre;Pas de préparation;2.36;0.21957813;1.4200785;0.25880461;0.80023166;5.6625274;0.17235538;0.018891416;0.064289761;0.32527544;4.7751896;51.636779;51.841413;2.0358843;32.008851;4.3296131;1.4200785;0.00000017235538;2.0358843;51.636779;0.0000043296131;0.00000025880461;0.018891416;0.80023166;0.0056625274;0.064289761;0.0047751896;0.00032527544;51.841413;;;32.008851
31038;31038;produits sucrés;confitures et assimilés;Confiture de cerise (extra ou classique);Jam, cherry;mix de consommation FR;0;Glacé;Verre;Pas de préparation;2.36;0.54271213;1.9276299;0.35937311;0.82774936;10.868469;0.18363694;0.02350989;0.084981886;0.60907242;7.4536987;29.416914;60.452873;38.326609;38.213462;5.7930112;1.9276299;0.00000018363694;38.326609;29.416914;0.0000057930112;0.00000035937311;0.02350989;0.82774936;0.010868469;0.084981886;0.0074536987;0.00060907242;60.452873;;;38.213462
31024;31024;produits sucrés;confitures et assimilés;Confiture de fraise (extra ou classique);Jam, strawberry;mix de consommation FR;0;Glacé;Verre;Pas de préparation;3.16;0.55246032;1.6271789;2.1987723;0.79994535;5.9241176;0.23396838;0.018562777;0.060722123;0.37025396;5.6883293;37.466651;630.38403;6.6619223;34.849274;13.708352;1.6271789;0.00000023396838;6.6619223;37.466651;0.000013708352;0.0000021987723;0.018562777;0.79994535;0.0059241176;0.060722123;0.0056883293;0.00037025396;630.38403;;;34.849274
31062;31062;produits sucrés;confitures et assimilés;Confiture de framboise (extra ou classique);Jam, raspberry;mix de consommation FR;0;Glacé;Verre;Pas de préparation;3.55;0.42437253;1.7345627;1.319907;0.80719816;6.7351871;0.23135422;0.019410798;0.063099968;0.3910052;5.8994139;37.469579;357.0982;5.5525383;36.320682;12.899308;1.7345627;0.00000023135422;5.5525383;37.469579;0.000012899308;0.000001319907;0.019410798;0.80719816;0.0067351871;0.063099968;0.0058994139;0.0003910052;357.0982;;;36.320682
31040;31040;produits sucrés;confitures et assimilés;Confiture de lait;Dulce de leche or confiture de lait;mix de consommation FR;0;Glacé;Verre;Pas de préparation;2.04;0.24079002;2.1011371;0.25735183;0.81959291;5.6487518;0.19644463;0.022974684;0.083326914;0.31264074;6.6125712;72.383782;37.593554;1.3249837;31.327451;3.7324819;2.1011371;0.00000019644463;1.3249837;72.383782;0.0000037324819;0.00000025735183;0.022974684;0.81959291;0.0056487518;0.083326914;0.0066125712;0.00031264074;37.593554;;;31.327451
31110;31110;produits sucrés;confitures et assimilés;Confiture, tout type de fruits, allégée en sucres (extra ou classique);Jam, reduced sugar;mix de consommation FR;0;Glacé;Verre;Pas de préparation;3.16;0.55246032;1.6271789;2.1987723;0.79994535;5.9241176;0.23396838;0.018562777;0.060722123;0.37025396;5.6883293;37.466651;630.38403;6.6619223;34.849274;13.708352;1.6271789;0.00000023396838;6.6619223;37.466651;0.000013708352;0.0000021987723;0.018562777;0.79994535;0.0059241176;0.060722123;0.0056883293;0.00037025396;630.38403;;;34.849274
26127;26127;viandes, œufs, poissons;poissons crus;Congre, cru;Conger, raw;mix de consommation FR;0;Glacé;PS;Pas de préparation;3.64;1.8701383;10.967059;2.4529157;0.93129319;224.30918;2.2487826;0.32564475;0.85728769;0.61187043;78.279278;25.055576;90.107053;1.0385611;161.15383;20.017303;10.967059;0.0000022487826;1.0385611;25.055576;0.000020017303;0.0000024529157;0.32564475;0.93129319;0.22430918;0.85728769;0.078279278;0.00061187043;90.107053;;;161.15383
24684;24684;produits céréaliers;céréales de petit-déjeuner et biscuits;Cookie aux pépites de chocolat;Biscuit (cookie), with chocolate drops;mix de consommation FR;0;Ambiant (long);Carton;Pas de préparation ;2.2;0.47508995;4.1437357;0.29717281;0.84376699;10.171266;0.26820624;0.03743699;0.15416392;0.70610347;20.827466;136.77837;185.73021;3.8778012;33.353475;5.4329978;4.1437357;0.00000026820624;3.8778012;136.77837;0.0000054329978;0.00000029717281;0.03743699;0.84376699;0.010171266;0.15416392;0.020827466;0.00070610347;185.73021;;;33.353475
28850;28850;viandes, œufs, poissons;charcuteries;Coppa;Coppa;mix de consommation FR;0;Glacé;Déjà emballé - PP/PE;Pas de préparation;2.51;2.4050366;15.909519;1.3527372;8.189601;32.814597;2.2541437;0.32371839;1.4083971;2.7254564;74.952368;941.90121;358.57611;12.949561;222.61707;22.202893;15.909519;0.0000022541437;12.949561;941.90121;0.000022202893;0.0000013527372;0.32371839;8.189601;0.032814597;1.4083971;0.074952368;0.0027254564;358.57611;;;222.61707
25121;25121;entrées et plats composés;plats composés;Coq au vin;Cockerel in red wine sauce;mix de consommation FR;0;Glacé;PP;Micro onde ;2.47;0.84036026;5.865247;0.55058516;1.3427839;17.151285;0.7120921;0.1017267;0.42143914;1.3476171;25.817237;308.50977;161.38124;6.8052962;72.097914;9.4055724;5.865247;0.0000007120921;6.8052962;308.50977;0.0000094055724;0.00000055058516;0.1017267;1.3427839;0.017151285;0.42143914;0.025817237;0.0013476171;161.38124;;;72.097914
10003;10003;viandes, œufs, poissons;mollusques et crustacés crus;Coquille Saint-Jacques, noix et corail, crue;Scallop, with coral, raw;mix de consommation FR;0;Glacé;PS;Pas de préparation;2.85;1.5802676;13.699012;2.2510762;2.1291814;139.2661;1.392458;0.19442774;0.51555656;1.3958498;49.032891;39.060005;142.58304;2.308759;189.63579;44.816777;13.699012;0.000001392458;2.308759;39.060005;0.000044816777;0.0000022510762;0.19442774;2.1291814;0.1392661;0.51555656;0.049032891;0.0013958498;142.58304;;;189.63579
10004;10004;viandes, œufs, poissons;mollusques et crustacés cuits;Coquille Saint-Jacques, noix et corail, cuite;Scallop, with coral, cooked;mix de consommation FR;0;Glacé;PS;Four;2.9;0.2836881;1.9853715;0.43533364;0.97883873;23.647716;0.23981809;0.033467323;0.08811276;0.22081587;8.0916227;6.7928166;20.553469;0.50193984;45.184562;8.1841839;1.9853715;0.00000023981809;0.50193984;6.7928166;0.0000081841839;0.00000043533364;0.033467323;0.97883873;0.023647716;0.08811276;0.0080916227;0.00022081587;20.553469;;;45.184562
10045;10045;viandes, œufs, poissons;mollusques et crustacés crus;Coquille Saint-Jacques, noix, crue;Scallop, without coral, raw;mix de consommation FR;0;Glacé;PS;Pas de préparation;3.43;1.5802676;13.699012;2.2510762;2.1291814;139.2661;1.392458;0.19442774;0.51555656;1.3958498;49.032891;39.060005;142.58304;2.308759;189.63579;44.816777;13.699012;0.000001392458;2.308759;39.060005;0.000044816777;0.0000022510762;0.19442774;2.1291814;0.1392661;0.51555656;0.049032891;0.0013958498;142.58304;;;189.63579
26107;26107;viandes, œufs, poissons;poissons crus;Corb, cru;Brown meagre, raw;mix de consommation FR;0;Glacé;PS;Pas de préparation;3.68;0.70218684;4.2443961;0.81498686;0.46906941;64.068093;0.65661818;0.09471216;0.24217388;1.0546838;22.319716;13.815892;61.611069;0.70414069;62.860752;64.628203;4.2443961;0.00000065661818;0.70414069;13.815892;0.000064628203;0.00000081498686;0.09471216;0.46906941;0.064068093;0.24217388;0.022319716;0.0010546838;61.611069;;;62.860752
25089;25089;viandes, œufs, poissons;autres produits à base de viande;Cordon bleu de volaille;Escalope cordon bleu (topped with a ham slice and Gruyere sauce);mix de consommation FR;0;Glacé;PS;Four ;2.52;0.7611749;5.1467039;0.53223582;1.7632393;15.069466;0.63216766;0.090712821;0.37555;1.1800109;22.96723;283.99817;143.79055;5.1646565;75.92245;8.1181994;5.1467039;0.00000063216766;5.1646565;283.99817;0.0000081181994;0.00000053223582;0.090712821;1.7632393;0.015069466;0.37555;0.02296723;0.0011800109;143.79055;;;75.92245
11094;11094;aides culinaires et ingrédients divers;herbes;Coriandre, fraiche;Coriander, fresh;mix de consommation FR;0;Ambiant (long);LPDE;Pas de préparation;3.75;0.14219871;1.2236458;0.12596514;0.28238314;4.3985225;0.049916004;0.0067784979;0.019029248;0.2130876;4.9677528;14.500502;57.150987;1.7334213;19.886113;3.1093321;1.2236458;0.000000049916004;1.7334213;14.500502;0.0000031093321;0.00000012596514;0.0067784979;0.28238314;0.0043985225;0.019029248;0.0049677528;0.0002130876;57.150987;;;19.886113
11026;11026;aides culinaires et ingrédients divers;épices;Coriandre, graine;Coriander, seed;mix de consommation FR;0;Ambiant (long);Verre;Pas de préparation;3.75;0.14576959;1.1742874;0.17761425;0.26111709;4.9232187;0.09651397;0.0093057297;0.021416291;0.21614612;4.4408748;16.48573;52.631554;1.3317944;18.898005;3.7258393;1.1742874;0.00000009651397;1.3317944;16.48573;0.0000037258393;0.00000017761425;0.0093057297;0.26111709;0.0049232187;0.021416291;0.0044408748;0.00021614612;52.631554;;;18.898005
23301;23301;produits céréaliers;gâteaux et pâtisseries;Corne de gazelle (pâtisserie orientale aux amandes et sirop);Gazelle horn (oriental pastry with almonds and syrup);mix de consommation FR;0;Ambiant (long);PS;Pas de préparation;2.59;0.95062423;4.2196168;0.30647899;0.87462387;14.514039;0.34377513;0.045063585;0.17150347;1.2474685;23.451427;273.61715;126.08733;56.396801;50.907453;19.394724;4.2196168;0.00000034377513;56.396801;273.61715;0.000019394724;0.00000030647899;0.045063585;0.87462387;0.014514039;0.17150347;0.023451427;0.0012474685;126.08733;;;50.907453
26159;26159;viandes, œufs, poissons;poissons crus;Coulirou, cru;Bigeye scad, raw;mix de consommation FR;0;Glacé;PS;Pas de préparation;3.64;0.2899327;2.265707;0.52306771;0.33913324;28.287058;0.28062529;0.040015794;0.10581556;0.15771355;9.6814727;7.6800666;20.05257;0.35762678;34.986512;5.6744487;2.265707;0.00000028062529;0.35762678;7.6800666;0.0000056744487;0.00000052306771;0.040015794;0.33913324;0.028287058;0.10581556;0.0096814727;0.00015771355;20.05257;;;34.986512
12010;12010;lait et produits laitiers;fromages;Coulommiers;Coulommiers cheese, from cow's milk;mix de consommation FR;0;Glacé;LPDE;Pas de préparation;2.24;0.49584622;5.4920327;0.25193699;0.62882333;9.1450047;0.38377064;0.056007447;0.23833881;0.67206796;16.868518;268.82747;77.863722;2.0130405;29.385881;4.1545941;5.4920327;0.00000038377064;2.0130405;268.82747;0.0000041545941;0.00000025193699;0.056007447;0.62882333;0.0091450047;0.23833881;0.016868518;0.00067206796;77.863722;;;29.385881
39534;39534;glaces et sorbets;desserts glacés;Coupe glacée parfum pêche Melba ou poire Belle-Hélène;Goblet of ice cream, peach Melba or Belle Helene pear type;mix de consommation FR;0;Congelé;PP;Pas de préparation;3.48;0.27978729;2.5905729;0.2144545;1.0445139;5.4934834;0.15973999;0.022362215;0.090665332;0.39478031;17.585754;138.55196;33.723667;1.1551275;34.579915;4.6017493;2.5905729;0.00000015973999;1.1551275;138.55196;0.0000046017493;0.0000002144545;0.022362215;1.0445139;0.0054934834;0.090665332;0.017585754;0.00039478031;33.723667;;;34.579915
39532;39532;glaces et sorbets;desserts glacés;Coupe glacée type café ou chocolat liégeois;Goblet of ice cream, coffee or chocolate ice cream topped with whipped cream;mix de consommation FR;0;Congelé;PP;Pas de préparation;3.11;0.27978729;2.5905729;0.2144545;1.0445139;5.4934834;0.15973999;0.022362215;0.090665332;0.39478031;17.585754;138.55196;33.723667;1.1551275;34.579915;4.6017493;2.5905729;0.00000015973999;1.1551275;138.55196;0.0000046017493;0.0000002144545;0.022362215;1.0445139;0.0054934834;0.090665332;0.017585754;0.00039478031;33.723667;;;34.579915
20138;20138;fruits, légumes, légumineuses et oléagineux;légumes;Courge doubeurre (butternut), pulpe, crue;Squash, butternut, pulp, raw;mix de consommation FR;0;Ambiant (moyenne);Pas d'emballage;Pas de préparation;2.51;0.10247212;0.5490214;0.093494234;0.32258455;1.8946257;0.030606136;0.0030455936;0.011620487;0.10857423;1.9790884;6.8775672;37.861422;3.4362266;12.299909;3.8743138;0.5490214;0.000000030606136;3.4362266;6.8775672;0.0000038743138;0.000000093494234;0.0030455936;0.32258455;0.0018946257;0.011620487;0.0019790884;0.00010857423;37.861422;;;12.299909
20134;20134;fruits, légumes, légumineuses et oléagineux;légumes;Courge hokkaïdo, pulpe, crue;Sweet green hokkaido squash, pulp, raw;mix de consommation FR;0;Ambiant (moyenne);Pas d'emballage;Pas de préparation;2.55;0.10024498;0.52351513;0.08780819;0.32062582;1.768159;0.02915736;0.0028485628;0.011195334;0.10624739;1.9410474;6.6570798;37.592381;3.4336367;11.915648;3.8122756;0.52351513;0.00000002915736;3.4336367;6.6570798;0.0000038122756;0.00000008780819;0.0028485628;0.32062582;0.001768159;0.011195334;0.0019410474;0.00010624739;37.592381;;;11.915648
20136;20136;fruits, légumes, légumineuses et oléagineux;légumes;Courge melonnette, pulpe, crue;Squash, melonnette jaspée from Vendée, pulp, raw;mix de consommation FR;0;Ambiant (moyenne);Pas d'emballage;Pas de préparation;2.51;0.10247212;0.5490214;0.093494234;0.32258455;1.8946257;0.030606136;0.0030455936;0.011620487;0.10857423;1.9790884;6.8775672;37.861422;3.4362266;12.299909;3.8743138;0.5490214;0.000000030606136;3.4362266;6.8775672;0.0000038743138;0.000000093494234;0.0030455936;0.32258455;0.0018946257;0.011620487;0.0019790884;0.00010857423;37.861422;;;12.299909
20128;20128;fruits, légumes, légumineuses et oléagineux;légumes;Courge musquée, pulpe, crue;Pumpkin (cucurbita moschata), pulp, raw;mix de consommation FR;0;Ambiant (moyenne);Pas d'emballage;Pas de préparation;2.6;0.10024498;0.52351513;0.08780819;0.32062582;1.768159;0.02915736;0.0028485628;0.011195334;0.10624739;1.9410474;6.6570798;37.592381;3.4336367;11.915648;3.8122756;0.52351513;0.00000002915736;3.4336367;6.6570798;0.0000038122756;0.00000008780819;0.0028485628;0.32062582;0.001768159;0.011195334;0.0019410474;0.00010624739;37.592381;;;11.915648
20145;20145;fruits, légumes, légumineuses et oléagineux;légumes;Courge spaghetti, pulpe, crue;Squash, spaghetti, pulp, raw;mix de consommation FR;0;Ambiant (moyenne);Pas d'emballage;Pas de préparation;2.38;0.10247212;0.5490214;0.093494234;0.32258455;1.8946257;0.030606136;0.0030455936;0.011620487;0.10857423;1.9790884;6.8775672;37.861422;3.4362266;12.299909;3.8743138;0.5490214;0.000000030606136;3.4362266;6.8775672;0.0000038743138;0.000000093494234;0.0030455936;0.32258455;0.0018946257;0.011620487;0.0019790884;0.00010857423;37.861422;;;12.299909
20143;20143;fruits, légumes, légumineuses et oléagineux;légumes;Courge spaghetti, pulpe, cuite;Squash, spaghetti, pulp, cooked;mix de consommation FR;0;Glacé;PP;Cuisson à l'eau;2.89;0.18691977;1.2681186;0.20975925;1.0183763;3.7919782;0.051613686;0.0054945334;0.01858599;0.21108431;2.7969735;8.884499;49.472355;4.1834362;36.13693;5.7377557;1.2681186;0.000000051613686;4.1834362;8.884499;0.0000057377557;0.00000020975925;0.0054945334;1.0183763;0.0037919782;0.01858599;0.0027969735;0.00021108431;49.472355;;;36.13693
20139;20139;fruits, légumes, légumineuses et oléagineux;légumes;Courge, crue;Squash, all types, raw;mix de consommation FR;0;Ambiant (moyenne);Pas d'emballage;Pas de préparation;2.38;0.10247212;0.5490214;0.093494234;0.32258455;1.8946257;0.030606136;0.0030455936;0.011620487;0.10857423;1.9790884;6.8775672;37.861422;3.4362266;12.299909;3.8743138;0.5490214;0.000000030606136;3.4362266;6.8775672;0.0000038743138;0.000000093494234;0.0030455936;0.32258455;0.0018946257;0.011620487;0.0019790884;0.00010857423;37.861422;;;12.299909
20020;20020;fruits, légumes, légumineuses et oléagineux;légumes;Courgette, pulpe et peau, crue;Courgette or zucchini, pulp and peel, raw;mix de consommation FR;0;Ambiant (moyenne);Pas d'emballage;Pas de préparation;2.43;0.052635587;0.40570914;0.079336679;0.22683974;2.0538993;0.019716763;0.0024677022;0.0086901511;0.072488567;1.8282208;9.0703701;12.08798;0.55153061;9.0519306;1.9606768;0.40570914;0.000000019716763;0.55153061;9.0703701;0.0000019606768;0.000000079336679;0.0024677022;0.22683974;0.0020538993;0.0086901511;0.0018282208;0.000072488567;12.08798;;;9.0519306
20021;20021;fruits, légumes, légumineuses et oléagineux;légumes;Courgette, pulpe et peau, cuite;Courgette or zucchini, pulp and peel, cooked;mix de consommation FR;0;Glacé;PP;Cuisson à l'eau;2.92;0.11655738;0.99404562;0.17508477;0.77876646;3.7050105;0.036054716;0.0044787219;0.014282793;0.15356132;2.5349611;11.293746;18.408403;0.79083276;28.318928;3.279114;0.99404562;0.000000036054716;0.79083276;11.293746;0.000003279114;0.00000017508477;0.0044787219;0.77876646;0.0037050105;0.014282793;0.0025349611;0.00015356132;18.408403;;;28.318928
20230;20230;fruits, légumes, légumineuses et oléagineux;légumes;Courgette, pulpe et peau, surgelée, crue;Courgette or zucchini, pulp and peel, frozen, raw;mix de consommation FR;0;Congelé;LPDE;Pas de préparation;2.95;0.11815991;0.88672009;0.17195529;0.98319902;3.4014548;0.035473527;0.0043862583;0.013307278;0.17308669;2.2487512;10.772134;17.435739;0.87080906;30.672108;3.1172211;0.88672009;0.000000035473527;0.87080906;10.772134;0.0000031172211;0.00000017195529;0.0043862583;0.98319902;0.0034014548;0.013307278;0.0022487512;0.00017308669;17.435739;;;30.672108
20264;20264;fruits, légumes, légumineuses et oléagineux;légumes;Courgette, purée;Courgettes, puree;mix de consommation FR;0;Glacé;PP;Micro onde;2.92;0.13671375;1.1996795;0.19744495;0.87606134;4.4577507;0.043325009;0.0053199366;0.01720485;0.19120632;3.1349124;13.654783;23.135946;0.91194448;31.594012;3.8892525;1.1996795;0.000000043325009;0.91194448;13.654783;0.0000038892525;0.00000019744495;0.0053199366;0.87606134;0.0044577507;0.01720485;0.0031349124;0.00019120632;23.135946;;;31.594012
7744;7744;produits céréaliers;pains et viennoiseries;Couronne de Noël (Brioche) aux fruits confits, préemballée;Christmas brioche with candied fruits, prepacked;mix de consommation FR;0;Ambiant (court);PS;Pas de préparation ;2.91;0.47216803;4.9272306;0.25526519;0.71850928;9.6427634;0.36379305;0.049560634;0.20726424;0.70367729;16.632225;206.96107;58.613466;3.6170279;35.538255;5.6365207;4.9272306;0.00000036379305;3.6170279;206.96107;0.0000056365207;0.00000025526519;0.049560634;0.71850928;0.0096427634;0.20726424;0.016632225;0.00070367729;58.613466;;;35.538255
11172;11172;aides culinaires et ingrédients divers;aides culinaires;Court-bouillon pour poissons, déshydraté;Aromatic stock cube, for fish, dehydrated;mix de consommation FR;0;Ambiant (long);Aluminium;Pas de préparation;3.55;2.2003327;8.0910788;3.260821;33.548897;23.515655;0.55936712;0.05954513;0.1851569;2.5248309;28.934163;110.21455;294.15528;15.313753;752.49412;22.955052;8.0910788;0.00000055936712;15.313753;110.21455;0.000022955052;0.000003260821;0.05954513;33.548897;0.023515655;0.1851569;0.028934163;0.0025248309;294.15528;;;752.49412
9681;9681;produits céréaliers;pâtes, riz et céréales;Couscous (semoule de blé dur roulée précuite à la vapeur), crue;Couscous (durum wheat semolina pre-cooked with steam), raw;mix de consommation FR;0;Ambiant (long);LPDE;Pas de préparation;3.2;0.27294158;1.3223798;0.12075857;0.44726737;5.0223437;0.25788914;0.037871558;0.15816969;0.61253526;16.300215;208.56561;20.36887;0.64383216;22.238888;5.0243533;1.3223798;0.00000025788914;0.64383216;208.56561;0.0000050243533;0.00000012075857;0.037871558;0.44726737;0.0050223437;0.15816969;0.016300215;0.00061253526;20.36887;;;22.238888
9683;9683;produits céréaliers;pâtes, riz et céréales;Couscous (semoule de blé dur roulée précuite à la vapeur), cuite, non salée;Couscous (durum wheat semolina pre-cooked with steam), cooked, unsalted;mix de consommation FR;0;Ambiant (moyenne);PP;Micro onde;3.19;0.1206493;0.56047541;0.056691008;0.24891519;2.1399026;0.11324757;0.016636135;0.069787041;0.26388321;7.1991557;91.925266;9.0920678;0.22107112;10.553787;2.2394341;0.56047541;0.00000011324757;0.22107112;91.925266;0.0000022394341;0.000000056691008;0.016636135;0.24891519;0.0021399026;0.069787041;0.0071991557;0.00026388321;9.0920678;;;10.553787
25152;25152;entrées et plats composés;plats composés;Couscous à la viande;Couscous w meat;mix de consommation FR;0;Glacé;PP;Micro onde ;2.39;0.46806534;3.8434113;0.28434237;1.0099842;8.4984346;0.39286637;0.056865814;0.24083867;0.55134637;14.523102;239.30247;67.325844;2.7966825;41.288826;5.0217341;3.8434113;0.00000039286637;2.7966825;239.30247;0.0000050217341;0.00000028434237;0.056865814;1.0099842;0.0084984346;0.24083867;0.014523102;0.00055134637;67.325844;;;41.288826
25043;25043;entrées et plats composés;plats composés;Couscous à la viande ou au poulet, allégé;Couscous with meat or chicken, light;mix de consommation FR;0;Glacé;PP;Micro onde ;2.51;0.3833849;2.4830066;0.30021385;1.0258487;7.7758138;0.29809763;0.042400938;0.17344702;0.60528331;11.718878;132.13664;71.553913;3.0496299;43.976868;5.2387821;2.4830066;0.00000029809763;3.0496299;132.13664;0.0000052387821;0.00000030021385;0.042400938;1.0258487;0.0077758138;0.17344702;0.011718878;0.00060528331;71.553913;;;43.976868
25029;25029;entrées et plats composés;plats composés;Couscous au mouton;Couscous w mutton;mix de consommation FR;0;Glacé;PP;Micro onde ;2.55;1.6603737;16.673708;0.44157016;1.195265;24.201888;1.685403;0.24961135;1.1041069;0.96933159;54.3156;1451.6756;138.7367;4.9499994;52.122224;7.9280247;16.673708;0.000001685403;4.9499994;1451.6756;0.0000079280247;0.00000044157016;0.24961135;1.195265;0.024201888;1.1041069;0.0543156;0.00096933159;138.7367;;;52.122224
25107;25107;entrées et plats composés;plats composés;Couscous au poisson;Couscous w fish;mix de consommation FR;0;Glacé;PP;Micro onde ;2.82;0.6930647;4.0617482;0.89968711;1.0585718;72.462129;0.75283129;0.10849757;0.2924065;0.34831806;27.832022;34.02449;44.25882;1.3259347;73.847761;8.6054105;4.0617482;0.00000075283129;1.3259347;34.02449;0.0000086054105;0.00000089968711;0.10849757;1.0585718;0.072462129;0.2924065;0.027832022;0.00034831806;44.25882;;;73.847761
25138;25138;entrées et plats composés;plats composés;Couscous au poulet;Couscous w chicken;mix de consommation FR;0;Glacé;PP;Micro onde ;2.51;0.35220071;2.2785359;0.28252098;1.0037234;7.138906;0.26850243;0.038113969;0.15551915;0.5540066;10.7636;119.91085;65.201472;2.8368939;41.947513;4.966088;2.2785359;0.00000026850243;2.8368939;119.91085;0.000004966088;0.00000028252098;0.038113969;1.0037234;0.007138906;0.15551915;0.0107636;0.0005540066;65.201472;;;41.947513
